chr	start	end		cereb_average	all_brain_average	other_brain_avg	pref_average	leuk_average	white_matter	chr 	start	end	als.1	als.2	als.3	als.4	ctrl.1	ctrl.2	ctrl.3	ctrl.4
chr1	201531439	201531590		0.843166667	0.587185	0.837867089	0.64824	0.945825	0.448121053	chr1	201531467	201531468	NA	NA	NA	NA	NA	NA	50	NA
chr1	201531439	201531590		0.843166667	0.587185	0.837867089	0.64824	0.945825	0.448121053	chr1	201531468	201531469	NA	28.57142857	NA	66.66666667	57.14285714	12.5	57.14285714	NA
chr1	201531439	201531590		0.843166667	0.587185	0.837867089	0.64824	0.945825	0.448121053	chr1	201531492	201531493	NA	66.66666667	60	77.77777778	85.71428571	NA	83.33333333	NA
chr1	201531439	201531590		0.843166667	0.587185	0.837867089	0.64824	0.945825	0.448121053	chr1	201531523	201531524	57.14285714	58.33333333	23.07692308	66.66666667	66.66666667	42.85714286	55.55555556	NA
chr1	201531439	201531590		0.843166667	0.587185	0.837867089	0.64824	0.945825	0.448121053	chr1	201531572	201531573	44.44444444	33.33333333	42.85714286	55.55555556	57.14285714	0	33.33333333	NA
chr7	142749184	142749335		0.834966667	0.59295	0.843827848	0.6382	0.9228	0.491105263	.	-1	-1	.	.	.	.	.	.	.	.
chr6	46434472	46434623		0.74975	0.579555	0.831192405	0.67372	0.922475	0.457521053	.	-1	-1	.	.	.	.	.	.	.	.
chr6	169629785	169629936		0.8749	0.619015	0.87071519	0.62618	0.94685	0.491263158	chr6	169629787	169629788	NA	100	90	NA	NA	100	100	100
chr6	169629785	169629936		0.8749	0.619015	0.87071519	0.62618	0.94685	0.491263158	chr6	169629788	169629789	NA	NA	NA	88.88888889	NA	NA	85.71428571	NA
chr6	169629785	169629936		0.8749	0.619015	0.87071519	0.62618	0.94685	0.491263158	chr6	169629799	169629800	NA	100	100	NA	NA	100	87.5	100
chr6	169629785	169629936		0.8749	0.619015	0.87071519	0.62618	0.94685	0.491263158	chr6	169629800	169629801	NA	NA	NA	100	NA	NA	100	NA
chr6	169629785	169629936		0.8749	0.619015	0.87071519	0.62618	0.94685	0.491263158	chr6	169629819	169629820	NA	100	90.90909091	NA	NA	100	100	100
chr6	169629785	169629936		0.8749	0.619015	0.87071519	0.62618	0.94685	0.491263158	chr6	169629841	169629842	NA	100	100	NA	NA	NA	85.71428571	100
chr6	169629785	169629936		0.8749	0.619015	0.87071519	0.62618	0.94685	0.491263158	chr6	169629842	169629843	NA	NA	100	NA	NA	NA	NA	NA
chr6	169629785	169629936		0.8749	0.619015	0.87071519	0.62618	0.94685	0.491263158	chr6	169629858	169629859	NA	85.71428571	100	NA	NA	NA	100	85.71428571
chr6	169629785	169629936		0.8749	0.619015	0.87071519	0.62618	0.94685	0.491263158	chr6	169629859	169629860	NA	NA	83.33333333	NA	NA	100	NA	NA
chr6	169629785	169629936		0.8749	0.619015	0.87071519	0.62618	0.94685	0.491263158	chr6	169629875	169629876	NA	100	100	NA	NA	85.71428571	85.71428571	100
chr6	169629785	169629936		0.8749	0.619015	0.87071519	0.62618	0.94685	0.491263158	chr6	169629876	169629877	NA	NA	83.33333333	100	NA	NA	100	NA
chr6	169629785	169629936		0.8749	0.619015	0.87071519	0.62618	0.94685	0.491263158	chr6	169629883	169629884	NA	83.33333333	63.63636364	NA	NA	28.57142857	100	100
chr6	169629785	169629936		0.8749	0.619015	0.87071519	0.62618	0.94685	0.491263158	chr6	169629884	169629885	NA	NA	NA	100	NA	NA	100	NA
chr6	169629785	169629936		0.8749	0.619015	0.87071519	0.62618	0.94685	0.491263158	chr6	169629905	169629906	NA	NA	100	NA	NA	NA	100	100
chr6	169629785	169629936		0.8749	0.619015	0.87071519	0.62618	0.94685	0.491263158	chr6	169629914	169629915	NA	NA	100	NA	100	100	100	100
chr11	105882643	105882794		0.827166667	0.58346	0.835303797	0.64894	0.9086	0.464510526	chr11	105882650	105882651	NA	100	77.77777778	100	75	75	NA	NA
chr11	105882643	105882794		0.827166667	0.58346	0.835303797	0.64894	0.9086	0.464510526	chr11	105882651	105882652	62.5	88.88888889	83.33333333	76.92307692	87.5	80	73.33333333	NA
chr11	105882643	105882794		0.827166667	0.58346	0.835303797	0.64894	0.9086	0.464510526	chr11	105882780	105882781	100	87.5	88.88888889	NA	85.71428571	NA	76.92307692	85.71428571
chr11	105882643	105882794		0.827166667	0.58346	0.835303797	0.64894	0.9086	0.464510526	chr11	105882781	105882782	87.5	90	100	66.66666667	NA	83.33333333	100	83.33333333
chr15	59496517	59496668		0.850116667	0.61661	0.868613924	0.63982	0.9378875	0.499026316	chr15	59496536	59496537	100	94.11764706	100	100	100	100	100	100
chr15	59496517	59496668		0.850116667	0.61661	0.868613924	0.63982	0.9378875	0.499026316	chr15	59496537	59496538	NA	100	NA	100	NA	NA	NA	NA
chr15	59496517	59496668		0.850116667	0.61661	0.868613924	0.63982	0.9378875	0.499026316	chr15	59496561	59496562	100	93.75	100	100	100	100	91.66666667	100
chr15	59496517	59496668		0.850116667	0.61661	0.868613924	0.63982	0.9378875	0.499026316	chr15	59496562	59496563	100	100	100	100	100	NA	83.33333333	NA
chr12	6323149	6323300		0.8929	0.58561	0.838310127	0.61706	0.945075	0.453121053	chr12	6323159	6323160	NA	0	11.11111111	NA	NA	0	0	NA
chr12	6323149	6323300		0.8929	0.58561	0.838310127	0.61706	0.945075	0.453121053	chr12	6323160	6323161	NA	5.555555556	0	0	22.22222222	14.28571429	11.11111111	NA
chr3	16171268	16171419		0.846966667	0.5874575	0.840456962	0.60984	0.910425	0.483078947	.	-1	-1	.	.	.	.	.	.	.	.
chr14	82086065	82086216		0.9004	0.5643225	0.818277215	0.59114	0.9104125	0.439231579	.	-1	-1	.	.	.	.	.	.	.	.
chr11	31443334	31443485		0.742433333	0.5676675	0.822232911	0.6015	0.9360375	0.480247368	chr11	31443437	31443438	100	90.90909091	100	100	100	88.88888889	89.47368421	100
chr11	31443334	31443485		0.742433333	0.5676675	0.822232911	0.6015	0.9360375	0.480247368	chr11	31443438	31443439	100	85.71428571	88.23529412	100	90.90909091	100	100	87.5
chr18	54270114	54270265		0.652666667	0.5518975	0.80663038	0.66524	0.90335	0.441647368	chr18	54270149	54270150	NA	NA	NA	0	NA	NA	NA	NA
chr18	54270114	54270265		0.652666667	0.5518975	0.80663038	0.66524	0.90335	0.441647368	chr18	54270150	54270151	NA	0	0	0	0	0	0	0
chr18	54270114	54270265		0.652666667	0.5518975	0.80663038	0.66524	0.90335	0.441647368	chr18	54270180	54270181	NA	NA	NA	0	NA	NA	NA	NA
chr18	54270114	54270265		0.652666667	0.5518975	0.80663038	0.66524	0.90335	0.441647368	chr18	54270181	54270182	NA	0	0	NA	0	0	9.090909091	0
chr18	54270114	54270265		0.652666667	0.5518975	0.80663038	0.66524	0.90335	0.441647368	chr18	54270245	54270246	NA	NA	NA	0	NA	NA	16.66666667	NA
chr18	54270114	54270265		0.652666667	0.5518975	0.80663038	0.66524	0.90335	0.441647368	chr18	54270246	54270247	NA	0	0	0	0	0	0	0
chr3	52748284	52748435		0.627716667	0.5520075	0.806803797	0.57842	0.9451125	0.498868421	chr3	52748358	52748359	NA	100	100	88.88888889	91.66666667	100	100	NA
chr3	52748284	52748435		0.627716667	0.5520075	0.806803797	0.57842	0.9451125	0.498868421	chr3	52748359	52748360	100	90	85.71428571	88.88888889	NA	88.88888889	NA	100
chr13	81258680	81258831		0.808066667	0.5765975	0.83141519	0.56104	0.9339	0.494547368	.	-1	-1	.	.	.	.	.	.	.	.
chr5	53839811	53839962		0.809366667	0.5898925	0.844729114	0.69914	0.953425	0.444605263	chr5	53839831	53839832	NA	71.42857143	62.5	88.88888889	90.90909091	84.61538462	92.30769231	NA
chr5	53839811	53839962		0.809366667	0.5898925	0.844729114	0.69914	0.953425	0.444605263	chr5	53839832	53839833	NA	75	88.88888889	75	90.90909091	88.88888889	76.92307692	71.42857143
chr13	54081923	54082074		0.891383333	0.56232	0.817294937	0.65608	0.9175	0.402994737	chr13	54081969	54081970	NA	NA	NA	100	85.71428571	NA	NA	NA
chr13	54081923	54082074		0.891383333	0.56232	0.817294937	0.65608	0.9175	0.402994737	chr13	54081970	54081971	NA	NA	70	100	NA	100	NA	85.71428571
chr13	54081923	54082074		0.891383333	0.56232	0.817294937	0.65608	0.9175	0.402994737	chr13	54082025	54082026	NA	85.71428571	NA	57.14285714	NA	NA	NA	NA
chr13	54081923	54082074		0.891383333	0.56232	0.817294937	0.65608	0.9175	0.402994737	chr13	54082026	54082027	NA	83.33333333	100	80	NA	81.81818182	NA	75
chr13	54081923	54082074		0.891383333	0.56232	0.817294937	0.65608	0.9175	0.402994737	chr13	54082066	54082067	NA	62.5	NA	NA	NA	NA	NA	NA
chr13	54081923	54082074		0.891383333	0.56232	0.817294937	0.65608	0.9175	0.402994737	chr13	54082067	54082068	NA	75	NA	60	NA	70	16.66666667	NA
chr4	129300837	129300988		0.852316667	0.5924875	0.847765823	0.62222	0.9182125	0.495168421	.	-1	-1	.	.	.	.	.	.	.	.
chr1	84876550	84876701		0.87535	0.575465	0.831851899	0.6128	0.9177	0.437610526	chr1	84876582	84876583	NA	NA	NA	50	NA	NA	NA	NA
chr1	84876550	84876701		0.87535	0.575465	0.831851899	0.6128	0.9177	0.437610526	chr1	84876583	84876584	100	77.77777778	77.77777778	71.42857143	55.55555556	55.55555556	83.33333333	83.33333333
chr1	84876550	84876701		0.87535	0.575465	0.831851899	0.6128	0.9177	0.437610526	chr1	84876615	84876616	NA	NA	NA	100	NA	NA	NA	NA
chr1	84876550	84876701		0.87535	0.575465	0.831851899	0.6128	0.9177	0.437610526	chr1	84876616	84876617	100	90.90909091	87.5	100	85.71428571	100	100	100
chr1	84876550	84876701		0.87535	0.575465	0.831851899	0.6128	0.9177	0.437610526	chr1	84876653	84876654	NA	NA	NA	100	NA	NA	100	NA
chr1	84876550	84876701		0.87535	0.575465	0.831851899	0.6128	0.9177	0.437610526	chr1	84876654	84876655	33.33333333	100	100	100	NA	100	NA	NA
chr1	84876550	84876701		0.87535	0.575465	0.831851899	0.6128	0.9177	0.437610526	chr1	84876656	84876657	NA	NA	NA	100	NA	NA	80	NA
chr1	84876550	84876701		0.87535	0.575465	0.831851899	0.6128	0.9177	0.437610526	chr1	84876657	84876658	83.33333333	100	100	100	NA	100	NA	NA
chr1	84876550	84876701		0.87535	0.575465	0.831851899	0.6128	0.9177	0.437610526	chr1	84876661	84876662	NA	NA	NA	100	NA	100	100	NA
chr1	84876550	84876701		0.87535	0.575465	0.831851899	0.6128	0.9177	0.437610526	chr1	84876662	84876663	100	100	100	75	NA	100	NA	NA
chr1	10781356	10781507		0.832266667	0.585015	0.841834177	0.6272	0.9044875	0.470163158	chr1	10781383	10781384	NA	NA	NA	100	NA	NA	83.33333333	NA
chr1	10781356	10781507		0.832266667	0.585015	0.841834177	0.6272	0.9044875	0.470163158	chr1	10781389	10781390	NA	NA	NA	85.71428571	NA	NA	83.33333333	NA
chr1	10781356	10781507		0.832266667	0.585015	0.841834177	0.6272	0.9044875	0.470163158	chr1	10781418	10781419	NA	NA	NA	100	NA	NA	NA	NA
chr1	10781356	10781507		0.832266667	0.585015	0.841834177	0.6272	0.9044875	0.470163158	chr1	10781487	10781488	NA	NA	80	80	NA	NA	100	NA
chr2	127818151	127818302		0.782433333	0.5494575	0.806563291	0.62548	0.93325	0.409352632	chr2	127818229	127818230	100	100	NA	100	100	100	100	NA
chr2	127818151	127818302		0.782433333	0.5494575	0.806563291	0.62548	0.93325	0.409352632	chr2	127818230	127818231	85.71428571	100	100	100	100	90.90909091	NA	NA
chr2	127818151	127818302		0.782433333	0.5494575	0.806563291	0.62548	0.93325	0.409352632	chr2	127818291	127818292	100	90.90909091	100	NA	100	88.88888889	NA	NA
chr4	100006835	100006986		0.571633333	0.5568925	0.814216456	0.65114	0.9506375	0.488894737	.	-1	-1	.	.	.	.	.	.	.	.
chr1	160850302	160850453		0.773283333	0.5597675	0.817310127	0.6378	0.92775	0.416142105	.	-1	-1	.	.	.	.	.	.	.	.
chr2	168854789	168854940		0.826	0.5807975	0.839494937	0.59666	0.9340125	0.475352632	chr2	168854793	168854794	100	NA	NA	NA	100	NA	75	100
chr3	8911349	8911500		0.835233333	0.55383	0.812617722	0.5639	0.9427875	0.457094737	.	-1	-1	.	.	.	.	.	.	.	.
chr2	74665014	74665165		0.83075	0.553269231	0.812372152	0.57392	0.95	0.445277778	.	-1	-1	.	.	.	.	.	.	.	.
chr1	155853467	155853618		0.82575	0.60841	0.868553165	0.69144	0.93865	0.477194737	chr1	155853603	155853604	NA	NA	91.66666667	100	NA	87.5	NA	NA
chr1	155853467	155853618		0.82575	0.60841	0.868553165	0.69144	0.93865	0.477194737	chr1	155853604	155853605	55.55555556	100	92.59259259	100	87.5	87.5	100	77.77777778
chr18	33713165	33713316		0.818333333	0.59488	0.855144304	0.63508	0.9325	0.477168421	.	-1	-1	.	.	.	.	.	.	.	.
chr17	68037668	68037819		0.852766667	0.55137	0.811662025	0.62254	0.96325	0.407131579	.	-1	-1	.	.	.	.	.	.	.	.
chr5	155877103	155877254		0.673933333	0.55633	0.816696203	0.62352	0.9003125	0.462321053	chr5	155877226	155877227	91.66666667	80.95238095	78.57142857	75	73.91304348	80	61.11111111	NA
chr5	155877103	155877254		0.673933333	0.55633	0.816696203	0.62352	0.9003125	0.462321053	chr5	155877227	155877228	83.33333333	71.42857143	100	85.71428571	94.44444444	100	75	NA
chr5	155877103	155877254		0.673933333	0.55633	0.816696203	0.62352	0.9003125	0.462321053	chr5	155877241	155877242	100	95	70	88.88888889	85.71428571	91.66666667	87.5	NA
chr5	155877103	155877254		0.673933333	0.55633	0.816696203	0.62352	0.9003125	0.462321053	chr5	155877242	155877243	NA	83.33333333	100	100	100	90	91.66666667	NA
chr6	30526412	30526563		0.851683333	0.6257875	0.886311392	0.70766	0.9335875	0.496663158	.	-1	-1	.	.	.	.	.	.	.	.
chr15	63831495	63831646		0.86665	0.6233325	0.884211392	0.66756	0.9454375	0.499031579	chr15	63831557	63831558	NA	90	77.77777778	77.77777778	100	100	NA	NA
chr15	63831495	63831646		0.86665	0.6233325	0.884211392	0.66756	0.9454375	0.499031579	chr15	63831558	63831559	100	71.42857143	91.66666667	100	88.88888889	100	NA	100
chr3	89221072	89221223		0.75445	0.5942925	0.855510127	0.66652	0.9151125	0.482526316	chr3	89221086	89221087	66.66666667	83.33333333	82.35294118	86.66666667	81.25	94.44444444	88.88888889	57.14285714
chr3	89221072	89221223		0.75445	0.5942925	0.855510127	0.66652	0.9151125	0.482526316	chr3	89221087	89221088	NA	92.30769231	62.5	75	90.90909091	90	100	NA
chr3	89221072	89221223		0.75445	0.5942925	0.855510127	0.66652	0.9151125	0.482526316	chr3	89221183	89221184	90	72.72727273	100	88.23529412	66.66666667	81.25	82.35294118	85.71428571
chr3	89221072	89221223		0.75445	0.5942925	0.855510127	0.66652	0.9151125	0.482526316	chr3	89221184	89221185	NA	90.90909091	80	66.66666667	93.75	100	90	71.42857143
chr7	157811768	157811919		0.856916667	0.570075	0.831716456	0.61716	0.9031875	0.450273684	.	-1	-1	.	.	.	.	.	.	.	.
chr7	134574890	134575041		0.75815	0.5997925	0.86216962	0.67992	0.9179	0.480936842	chr7	134574951	134574952	100	84.61538462	91.66666667	84.61538462	NA	86.66666667	100	50
chr7	134574890	134575041		0.75815	0.5997925	0.86216962	0.67992	0.9179	0.480936842	chr7	134574952	134574953	100	88.88888889	94.44444444	81.81818182	100	100	80	NA
chr3	11501290	11501441		0.778933333	0.548572222	0.811117722	0.58774	0.916	0.4169	.	-1	-1	.	.	.	.	.	.	.	.
chr7	123252504	123252655		0.863283333	0.5460125	0.80873038	0.66602	0.921125	0.360347368	.	-1	-1	.	.	.	.	.	.	.	.
chr9	114219857	114220008		0.818216667	0.5861825	0.848918987	0.62166	0.945575	0.476794737	chr9	114219875	114219876	100	94.11764706	90	71.42857143	100	81.81818182	88.88888889	100
chr9	114219857	114220008		0.818216667	0.5861825	0.848918987	0.62166	0.945575	0.476794737	chr9	114219876	114219877	NA	NA	83.33333333	NA	NA	NA	90	NA
chr9	114219857	114220008		0.818216667	0.5861825	0.848918987	0.62166	0.945575	0.476794737	chr9	114219915	114219916	100	91.66666667	77.77777778	100	NA	100	100	100
chr9	114219857	114220008		0.818216667	0.5861825	0.848918987	0.62166	0.945575	0.476794737	chr9	114219916	114219917	NA	100	87.5	83.33333333	NA	NA	90	66.66666667
chr9	114219857	114220008		0.818216667	0.5861825	0.848918987	0.62166	0.945575	0.476794737	chr9	114219994	114219995	100	100	100	NA	NA	100	83.33333333	66.66666667
chr9	114219857	114220008		0.818216667	0.5861825	0.848918987	0.62166	0.945575	0.476794737	chr9	114219995	114219996	NA	100	80	NA	NA	100	90	NA
chr9	114219857	114220008		0.818216667	0.5861825	0.848918987	0.62166	0.945575	0.476794737	chr9	114220004	114220005	66.66666667	100	NA	NA	NA	100	NA	NA
chr9	114219857	114220008		0.818216667	0.5861825	0.848918987	0.62166	0.945575	0.476794737	chr9	114220005	114220006	NA	NA	100	100	NA	100	90.90909091	NA
chr2	71505703	71505854		0.856733333	0.5457575	0.808537975	0.6378	0.9463375	0.374226316	chr2	71505807	71505808	100	100	80	92.30769231	100	100	85.71428571	NA
chr2	71505703	71505854		0.856733333	0.5457575	0.808537975	0.6378	0.9463375	0.374226316	chr2	71505817	71505818	100	100	88.88888889	92.85714286	85.71428571	100	92.85714286	NA
chr2	71505703	71505854		0.856733333	0.5457575	0.808537975	0.6378	0.9463375	0.374226316	chr2	71505818	71505819	NA	NA	NA	100	NA	NA	NA	NA
chr2	71505703	71505854		0.856733333	0.5457575	0.808537975	0.6378	0.9463375	0.374226316	chr2	71505836	71505837	100	100	100	100	92.85714286	100	100	100
chr2	71505703	71505854		0.856733333	0.5457575	0.808537975	0.6378	0.9463375	0.374226316	chr2	71505837	71505838	NA	NA	NA	100	NA	NA	NA	NA
chr4	75252919	75253070		0.732916667	0.5879575	0.850762025	0.63464	0.9312625	0.490352632	.	-1	-1	.	.	.	.	.	.	.	.
chr3	99945419	99945570		0.80625	0.6201725	0.883264557	0.6923	0.940725	0.491236842	chr3	99945467	99945468	100	100	100	83.33333333	NA	88.88888889	100	66.66666667
chr3	99945419	99945570		0.80625	0.6201725	0.883264557	0.6923	0.940725	0.491236842	chr3	99945468	99945469	NA	NA	100	91.66666667	NA	NA	NA	NA
chr18	34822970	34823121		0.921483333	0.568195	0.831806329	0.52548	0.93065	0.497826316	.	-1	-1	.	.	.	.	.	.	.	.
chr3	43775523	43775674		0.837416667	0.5373175	0.801236709	0.57574	0.937175	0.411542105	chr3	43775671	43775672	NA	100	75	100	87.5	100	91.66666667	83.33333333
chr3	43775523	43775674		0.837416667	0.5373175	0.801236709	0.57574	0.937175	0.411542105	chr3	43775672	43775673	100	100	89.47368421	100	100	NA	92.85714286	NA
chr13	46614009	46614160		0.75795	0.6126325	0.877388608	0.69874	0.925875	0.459105263	chr13	46614124	46614125	NA	100	100	80	100	100	NA	100
chr13	46614009	46614160		0.75795	0.6126325	0.877388608	0.69874	0.925875	0.459105263	chr13	46614125	46614126	85.71428571	100	100	100	100	100	100	83.33333333
chr16	4258075	4258226		0.861033333	0.5746	0.839453165	0.64504	0.922025	0.437005263	chr16	4258076	4258077	NA	100	NA	NA	NA	NA	NA	NA
chr16	4258075	4258226		0.861033333	0.5746	0.839453165	0.64504	0.922025	0.437005263	chr16	4258079	4258080	NA	50	NA	NA	NA	NA	NA	NA
chr16	4258075	4258226		0.861033333	0.5746	0.839453165	0.64504	0.922025	0.437005263	chr16	4258089	4258090	NA	100	NA	NA	NA	NA	NA	NA
chr16	4258075	4258226		0.861033333	0.5746	0.839453165	0.64504	0.922025	0.437005263	chr16	4258168	4258169	NA	NA	NA	71.42857143	NA	NA	NA	NA
chr16	4258075	4258226		0.861033333	0.5746	0.839453165	0.64504	0.922025	0.437005263	chr16	4258181	4258182	NA	NA	NA	100	NA	NA	NA	NA
chr16	4258075	4258226		0.861033333	0.5746	0.839453165	0.64504	0.922025	0.437005263	chr16	4258192	4258193	NA	NA	NA	100	NA	NA	NA	NA
chr16	4258075	4258226		0.861033333	0.5746	0.839453165	0.64504	0.922025	0.437005263	chr16	4258195	4258196	NA	NA	NA	100	NA	NA	NA	NA
chr4	44677176	44677327		0.809683333	0.6009125	0.866381013	0.67836	0.9317375	0.477521053	chr4	44677217	44677218	85.71428571	55.55555556	100	66.66666667	88.88888889	83.33333333	100	NA
chr4	44677176	44677327		0.809683333	0.6009125	0.866381013	0.67836	0.9317375	0.477521053	chr4	44677218	44677219	NA	80	85.71428571	80	81.81818182	100	90.90909091	66.66666667
chr4	44677176	44677327		0.809683333	0.6009125	0.866381013	0.67836	0.9317375	0.477521053	chr4	44677267	44677268	83.33333333	100	100	NA	100	75	NA	NA
chr4	44677176	44677327		0.809683333	0.6009125	0.866381013	0.67836	0.9317375	0.477521053	chr4	44677268	44677269	100	90.90909091	100	90	100	100	100	NA
chr4	44677176	44677327		0.809683333	0.6009125	0.866381013	0.67836	0.9317375	0.477521053	chr4	44677269	44677270	100	87.5	83.33333333	NA	75	100	NA	NA
chr4	44677176	44677327		0.809683333	0.6009125	0.866381013	0.67836	0.9317375	0.477521053	chr4	44677270	44677271	100	100	100	100	87.5	100	91.66666667	NA
chr4	44677176	44677327		0.809683333	0.6009125	0.866381013	0.67836	0.9317375	0.477521053	chr4	44677279	44677280	100	100	83.33333333	NA	100	100	NA	NA
chr4	44677176	44677327		0.809683333	0.6009125	0.866381013	0.67836	0.9317375	0.477521053	chr4	44677280	44677281	100	100	100	100	100	90.90909091	90.90909091	NA
chr4	44677176	44677327		0.809683333	0.6009125	0.866381013	0.67836	0.9317375	0.477521053	chr4	44677289	44677290	NA	100	100	NA	90	100	NA	NA
chr4	44677176	44677327		0.809683333	0.6009125	0.866381013	0.67836	0.9317375	0.477521053	chr4	44677290	44677291	100	100	NA	100	100	100	100	NA
chr4	44677176	44677327		0.809683333	0.6009125	0.866381013	0.67836	0.9317375	0.477521053	chr4	44677307	44677308	NA	100	100	NA	75	100	NA	NA
chr4	44677176	44677327		0.809683333	0.6009125	0.866381013	0.67836	0.9317375	0.477521053	chr4	44677308	44677309	85.71428571	100	71.42857143	71.42857143	NA	100	88.88888889	NA
chr4	44677176	44677327		0.809683333	0.6009125	0.866381013	0.67836	0.9317375	0.477521053	chr4	44677323	44677324	NA	100	100	NA	100	83.33333333	NA	83.33333333
chr4	44677176	44677327		0.809683333	0.6009125	0.866381013	0.67836	0.9317375	0.477521053	chr4	44677324	44677325	100	100	100	85.71428571	NA	100	80	NA
