chr	start	end	cereb_average	all_brain_average	other_brain_avg	pref_average	leuk_average	white_matter	temporal	dist
chr1	245209111	245209112	0.2187	0.39291	0.809	0.54432	0.940425	0.316742105	0.56645	0.41609
chr1	245534821	245534822	0.12705	0.44745	0.826663291	0.6055	0.9542125	0.421321053	0.61031	0.379213291
chr1	245581404	245581405	0.7701	0.4545	0.861674684	0.4609	0.9490125	0.324105263	0.50969	0.407174684
chr1	245753302	245753303	0.304133333	0.3534625	0.881873418	0.42822	0.9360125	0.3087	0.43073	0.528410918
chr1	245753635	245753636	0.639533333	0.55151	0.886697468	0.5896	0.95715	0.473310526	0.62823	0.335187468
chr2	440188	440189	0.812716667	0.5307725	0.875437975	0.53326	0.9516875	0.443115789	0.52691	0.344665475
chr2	681320	681321	0.538166667	0.454755	0.800891139	0.57516	0.9317	0.353610526	0.53668	0.346136139
chr2	2328391	2328392	0.128066667	0.3896075	0.873082278	0.41834	0.928825	0.460189474	0.39806	0.483474778
chr2	2337093	2337094	0.148833333	0.3921325	0.837567089	0.41034	0.901	0.460773684	0.39859	0.445434589
chr2	3192619	3192620	0.849366667	0.5896625	0.898036709	0.67008	0.941175	0.439131579	0.67964	0.308374209
chr2	3192911	3192912	0.889316667	0.49564	0.880197468	0.59888	0.9466	0.292678947	0.59344	0.384557468
chr2	3193239	3193240	0.917083333	0.6079325	0.939773418	0.63906	0.9528	0.486589474	0.63743	0.331840918
chr2	3270259	3270260	0.1614	0.3547125	0.881746835	0.4426	0.9651625	0.341136842	0.45255	0.527034335
chr2	3285967	3285968	0.134716667	0.38081	0.878716456	0.4051	0.9756	0.435468421	0.41247	0.497906456
chr2	3292757	3292758	0.738316667	0.36961	0.91449359	0.37356	0.9659	0.235473684	0.40127	0.54488359
chr2	3403300	3403301	0.4114	0.2251	0.816678481	0.25532	0.934475	0.140305263	0.25932	0.591578481
chr2	3463558	3463559	0.335666667	0.4287275	0.817325316	0.52158	0.9537375	0.379152632	0.53233	0.388597816
chr2	3479637	3479638	0.905816667	0.5772775	0.951946835	0.58658	0.966575	0.465115789	0.58861	0.374669335
chr2	3480658	3480659	0.81555	0.3968	0.881210127	0.44116	0.97115	0.219536842	0.46017	0.484410127
chr2	3704793	3704794	0.87535	0.46104	0.905053165	0.49748	0.9403875	0.295378947	0.50899	0.444013165
chr2	6115711	6115712	0.80365	0.4838925	0.861902532	0.51972	0.9570375	0.349147368	0.53014	0.378010032
chr2	6122798	6122799	0.829216667	0.4231975	0.851926582	0.3878	0.955975	0.324252632	0.38528	0.428729082
chr2	6122814	6122815	0.835766667	0.4081575	0.868716456	0.4159	0.929375	0.253084211	0.44236	0.460558956
chr2	7073095	7073096	0.488933333	0.379945	0.896424051	0.44846	0.9475375	0.294315789	0.44299	0.516479051
chr2	7073129	7073130	0.80805	0.4782825	0.9074	0.51106	0.9171	0.3506	0.50663	0.4291175
chr2	7286258	7286259	0.861233333	0.5957325	0.898839241	0.62808	0.9379375	0.482610526	0.63519	0.303106741
chr2	9387472	9387473	0.22325	0.42083	0.800312658	0.45092	0.96115	0.449926316	0.46905	0.379482658
chr2	9580867	9580868	0.84175	0.5924575	0.86571519	0.68714	0.9397	0.429115789	0.70589	0.27325769
chr2	11989691	11989692	0.517483333	0.39205	0.872896203	0.47674	0.9258	0.288831579	0.47056	0.480846203
chr2	16124662	16124663	0.193616667	0.34817	0.821856962	0.41854	0.9001375	0.336115789	0.42862	0.473686962
chr2	16796185	16796186	0.881166667	0.4957025	0.829856962	0.45222	0.946875	0.404815789	0.45885	0.334154462
chr2	16816994	16816995	0.684183333	0.43652	0.839143038	0.39758	0.924625	0.382989474	0.4091	0.402623038
chr2	23879137	23879138	0.286583333	0.3028925	0.878379747	0.36676	0.9538125	0.260921053	0.36049	0.575487247
chr2	24443636	24443637	0.839766667	0.3293575	0.899273418	0.32472	0.9622	0.168994737	0.33012	0.569915918
chr2	25045211	25045212	0.4055	0.29747	0.860948101	0.37844	0.936675	0.193510526	0.38969	0.563478101
chr2	27558525	27558526	0.766616667	0.56212	0.876092405	0.61934	0.9439	0.451384211	0.62121	0.313972405
chr2	29297717	29297718	0.71265	0.501245	0.808087342	0.51008	0.9276875	0.424068421	0.51662	0.306842342
chr2	29698784	29698785	0.499866667	0.3822425	0.804264557	0.47284	0.9066625	0.278142105	0.46416	0.422022057
chr2	30041338	30041339	0.737666667	0.2993775	0.882264557	0.33926	0.90055	0.120457895	0.35641	0.582887057
chr2	30796122	30796123	0.511666667	0.454845	0.895511392	0.59272	0.961825	0.338284211	0.57328	0.440666392
chr2	32238316	32238317	0.79105	0.586755	0.858460759	0.64512	0.9495125	0.4428	0.70851	0.271705759
chr2	33604572	33604573	0.747133333	0.56184	0.902517722	0.65778	0.9301875	0.427452632	0.65803	0.340677722
chr2	33906282	33906283	0.626	0.3825325	0.816089873	0.40096	0.953325	0.2835	0.4154	0.433557373
chr2	37734390	37734391	0.479483333	0.38702	0.846278481	0.50284	0.9497625	0.258263158	0.51827	0.459258481
chr2	40377776	40377777	0.7053	0.4812625	0.872565823	0.52732	0.9196375	0.396478947	0.4849	0.391303323
chr2	40646370	40646371	0.8458	0.4973425	0.803020253	0.43296	0.956025	0.446878947	0.41634	0.305677753
chr2	43328657	43328658	0.821666667	0.44201	0.854968354	0.49046	0.9222125	0.268226316	0.52018	0.412958354
chr2	44457733	44457734	0.305966667	0.374875	0.870643038	0.53696	0.919075	0.2775	0.52019	0.495768038
chr2	46621477	46621478	0.840216667	0.491135	0.815707595	0.60008	0.9272875	0.295463158	0.59899	0.324572595
chr2	48677627	48677628	0.314416667	0.3320825	0.829208861	0.44274	0.9494875	0.245157895	0.45251	0.497126361
chr2	51228125	51228126	0.842116667	0.45325	0.886705063	0.52696	0.91525	0.255905263	0.55803	0.433455063
chr2	51254132	51254133	0.20745	0.380355	0.897550633	0.41374	0.9356	0.425015789	0.38255	0.517195633
chr2	51254170	51254171	0.198583333	0.30167	0.920429114	0.35302	0.91115	0.302768421	0.33576	0.618759114
chr2	54087517	54087518	0.46295	0.40337	0.841018987	0.46736	0.9270375	0.341036842	0.45406	0.437648987
chr2	54087552	54087553	0.5816	0.4675	0.838837975	0.40888	0.9220375	0.4818	0.40118	0.371337975
chr2	54292798	54292799	0.2006	0.4132175	0.858840506	0.5232	0.9638625	0.406694737	0.49819	0.445623006
chr2	54611906	54611907	0.640983333	0.335965	0.83185443	0.46588	0.93975	0.137310526	0.46544	0.49588943
chr2	54756247	54756248	0.7983	0.42688	0.849220253	0.45232	0.94545	0.296731579	0.43859	0.422340253
chr2	55174473	55174474	0.247383333	0.26941	0.86178481	0.34638	0.950725	0.217257895	0.34323	0.59237481
chr2	55199843	55199844	0.69415	0.4926225	0.808079747	0.52526	0.959275	0.415984211	0.501	0.315457247
chr2	55217063	55217064	0.728466667	0.500395	0.822463291	0.59934	0.9430625	0.359068421	0.5826	0.322068291
chr2	55366440	55366441	0.873166667	0.521255	0.910560256	0.60228	0.942475	0.341373684	0.61137	0.389305256
chr2	60525609	60525610	0.397566667	0.5030025	0.804031646	0.66492	0.9469125	0.424105263	0.63521	0.301029146
chr2	61104882	61104883	0.765366667	0.4615525	0.834762025	0.56706	0.9236	0.293157895	0.54646	0.373209525
chr2	64844761	64844762	0.605566667	0.464305	0.873363291	0.60458	0.9615125	0.311557895	0.59963	0.409058291
chr2	66689807	66689808	0.231716667	0.302065	0.811798734	0.4068	0.948375	0.234578947	0.42013	0.509733734
chr2	69662765	69662766	0.666766667	0.3914	0.867610127	0.43604	0.959725	0.264673684	0.44464	0.476210127
chr2	70188512	70188513	0.8829	0.5655475	0.883206329	0.6414	0.9457375	0.408115789	0.63633	0.317658829
chr2	70188691	70188692	0.883433333	0.5300025	0.887250633	0.61026	0.908275	0.352757895	0.61458	0.357248133
chr2	70377064	70377065	0.741966667	0.4598875	0.8146	0.48072	0.9021375	0.3352	0.51713	0.3547125
chr2	71505778	71505779	0.856733333	0.5457575	0.808537975	0.6378	0.9463375	0.374226316	0.63906	0.262780475
chr2	71823484	71823485	0.676066667	0.3612775	0.807627848	0.42826	0.9629	0.199626316	0.44605	0.446350348
chr2	71823517	71823518	0.772716667	0.3716575	0.826131646	0.45008	0.96705	0.168410526	0.47798	0.454474146
chr2	73478549	73478550	0.330866667	0.412425	0.827203797	0.56668	0.9420375	0.324268421	0.55173	0.414778797
chr2	74066962	74066963	0.283433333	0.4578925	0.872218987	0.60552	0.9356875	0.413568421	0.57297	0.414326487
chr2	74602278	74602279	0.61695	0.4884025	0.862734177	0.46512	0.9625	0.468436842	0.46085	0.374331677
chr2	74663482	74663483	0.475983333	0.4208325	0.816391139	0.46254	0.9594875	0.370847368	0.46186	0.395558639
chr2	74665089	74665090	0.83075	0.553269231	0.812372152	0.57392	0.95	0.445277778	0.57084	0.259102921
chr2	75655854	75655855	0.8098	0.534665	0.812893671	0.5619	0.9160625	0.430636842	0.55362	0.278228671
chr2	80060018	80060019	0.838833333	0.4818125	0.837610127	0.59282	0.925125	0.282468421	0.59085	0.355797627
chr2	84662664	84662665	0.80335	0.4184825	0.849348101	0.50144	0.9493	0.222989474	0.51752	0.430865601
chr2	86362424	86362425	0.8228	0.5154225	0.830898734	0.5028	0.9129125	0.439552632	0.48146	0.315476234
chr2	95978247	95978248	0.829416667	0.5335375	0.860379747	0.55012	0.9417875	0.414184211	0.57449	0.326842247
chr2	97526497	97526498	0.39195	0.4896825	0.818978481	0.53626	0.9397875	0.4849	0.53412	0.329295981
chr2	98858595	98858596	0.4678	0.2845525	0.839037975	0.32144	0.901175	0.190178947	0.33547	0.554485475
chr2	99223011	99223012	0.732766667	0.5278375	0.873918987	0.57106	0.9561125	0.431021053	0.56722	0.346081487
chr2	100263390	100263391	0.855416667	0.557055	0.895037975	0.68562	0.922775	0.364568421	0.67948	0.337982975
chr2	100481106	100481107	0.835383333	0.4954875	0.87296962	0.58946	0.940475	0.308110526	0.60058	0.37748212
chr2	101181112	101181113	0.872566667	0.61685	0.913710127	0.69494	0.9497625	0.464589474	0.71367	0.296860127
chr2	101511926	101511927	0.859583333	0.4908075	0.891827848	0.51724	0.9624875	0.342505263	0.5381	0.401020348
chr2	102326438	102326439	0.853433333	0.42705	0.812782278	0.4543	0.9254625	0.270731579	0.4546	0.385732278
chr2	102388664	102388665	0.803916667	0.58657	0.827171795	0.61944	0.9309875	0.487394737	0.62816	0.240601795
chr2	102410963	102410964	0.75985	0.487305	0.823240506	0.53798	0.903875	0.345236842	0.56837	0.335935506
chr2	102433793	102433794	0.773683333	0.529205	0.870275949	0.6178	0.924075	0.373394737	0.63426	0.341070949
chr2	102460597	102460598	0.844933333	0.450655	0.884459494	0.4005	0.9653625	0.365468421	0.40102	0.433804494
chr2	102475470	102475471	0.751816667	0.485615	0.877451899	0.56622	0.941175	0.341057895	0.56025	0.391836899
chr2	105087010	105087011	0.90765	0.55561	0.868098734	0.63266	0.9169625	0.373215789	0.65241	0.312488734
chr2	105118572	105118573	0.445483333	0.3920425	0.884429114	0.39066	0.911525	0.388331579	0.36772	0.492386614
chr2	105318274	105318275	0.220916667	0.268265	0.898567089	0.32984	0.9532875	0.217863158	0.36165	0.630302089
chr2	106055450	106055451	0.718916667	0.4965875	0.811773418	0.49754	0.96075	0.434157895	0.48133	0.315185918
chr2	106055458	106055459	0.77795	0.4909975	0.803051899	0.4746	0.971725	0.421668421	0.45875	0.312054399
chr2	107679531	107679532	0.6787	0.33328	0.808122785	0.38658	0.93525	0.190015789	0.37158	0.474842785
chr2	109164096	109164097	0.787433333	0.5596525	0.830188608	0.67258	0.9010875	0.404910526	0.66053	0.270536108
chr2	109177239	109177240	0.823433333	0.49532	0.819434177	0.58794	0.95765	0.312242105	0.59999	0.324114177
chr2	113286681	113286682	0.8468	0.5365475	0.907181013	0.58476	0.9476	0.381094737	0.62165	0.370633513
chr2	114584240	114584241	0.485633333	0.321315	0.809091139	0.42742	0.927525	0.177231579	0.44343	0.487776139
chr2	119987813	119987814	0.8149	0.466335	0.861867089	0.5728	0.9456875	0.277731579	0.56231	0.395532089
chr2	121036440	121036441	0.844266667	0.54854	0.88968481	0.61612	0.9309125	0.393052632	0.63274	0.34114481
chr2	121036705	121036706	0.611733333	0.4513125	0.882889873	0.57456	0.9597125	0.308094737	0.56555	0.431577373
chr2	121036760	121036761	0.858333333	0.51929	0.911512658	0.60956	0.9489125	0.333052632	0.62458	0.392222658
chr2	121051780	121051781	0.84025	0.5815475	0.84858481	0.71136	0.9251625	0.406226316	0.69453	0.26703731
chr2	121545260	121545261	0.816	0.3932325	0.803531646	0.40098	0.910175	0.241526316	0.42394	0.410299146
chr2	121741143	121741144	0.675866667	0.4183775	0.806287342	0.52194	0.9201875	0.264268421	0.50491	0.387909842
chr2	127818226	127818227	0.782433333	0.5494575	0.806563291	0.62548	0.93325	0.409352632	0.63786	0.257105791
chr2	127861092	127861093	0.187333333	0.3576275	0.826048101	0.51916	0.9516125	0.269205263	0.54704	0.468420601
chr2	128403133	128403134	0.493333333	0.3644	0.888435443	0.455	0.9634125	0.245231579	0.46816	0.524035443
chr2	128409268	128409269	0.861966667	0.6333775	0.917913924	0.71078	0.9183375	0.495657895	0.71919	0.284536424
chr2	129335841	129335842	0.877133333	0.62491	0.835625316	0.6846	0.904125	0.493142105	0.69409	0.210715316
chr2	129548448	129548449	0.803583333	0.539165	0.860621519	0.49934	0.9395375	0.4747	0.52291	0.321456519
chr2	130636142	130636143	0.265866667	0.3515725	0.878532911	0.39414	0.9657375	0.343963158	0.39617	0.526960411
chr2	134357740	134357741	0.155616667	0.3072575	0.848526582	0.47514	0.9264125	0.223447368	0.47354	0.541269082
chr2	135206815	135206816	0.856766667	0.54821	0.877056962	0.59972	0.96205	0.408605263	0.60257	0.328846962
chr2	135985164	135985165	0.470933333	0.39105	0.870151899	0.44794	0.9533875	0.326426316	0.43746	0.479101899
chr2	139482205	139482206	0.875966667	0.519875	0.862693671	0.53314	0.95165	0.400626316	0.52616	0.342818671
chr2	141787134	141787135	0.7944	0.5506925	0.844439241	0.59576	0.90055	0.445189474	0.58239	0.293746741
chr2	145196972	145196973	0.822583333	0.450425	0.91171519	0.46254	0.9197875	0.316742105	0.47507	0.46129019
chr2	145231644	145231645	0.713733333	0.5606025	0.861864557	0.63612	0.954325	0.453963158	0.63358	0.301262057
chr2	148109723	148109724	0.16575	0.4222075	0.846262025	0.46212	0.92635	0.467536842	0.47	0.424054525
chr2	153194513	153194514	0.617966667	0.5363525	0.917625316	0.62896	0.9550625	0.433989474	0.63557	0.381272816
chr2	153266693	153266694	0.69735	0.4550925	0.817868354	0.58232	0.9331875	0.277184211	0.58415	0.362775854
chr2	153456688	153456689	0.767516667	0.3608425	0.880388608	0.4282	0.9394	0.168921053	0.44781	0.519546108
chr2	153474786	153474787	0.863383333	0.430515	0.855981013	0.47628	0.935275	0.253389474	0.48445	0.425466013
chr2	156403454	156403455	0.474383333	0.3576175	0.831293023	0.42886	0.9176875	0.293994737	0.37282	0.473675523
chr2	158182140	158182141	0.821833333	0.529445	0.898253165	0.64238	0.9567125	0.350415789	0.6377	0.368808165
chr2	158182968	158182969	0.86425	0.5544925	0.899927848	0.63998	0.968475	0.374321053	0.66822	0.345435348
chr2	158182996	158182997	0.872316667	0.62054	0.919150633	0.7087	0.9755	0.460736842	0.72902	0.298610633
chr2	158183846	158183847	0.864533333	0.550745	0.85043038	0.64018	0.92355	0.379310526	0.64348	0.29968538
chr2	159327413	159327414	0.29815	0.468565	0.845952564	0.57832	0.94585	0.446673684	0.55753	0.377387564
chr2	159460299	159460300	0.86235	0.5534325	0.902322785	0.62568	0.9457875	0.395426316	0.63217	0.348890285
chr2	160087177	160087178	0.875	0.51047	0.910194937	0.59278	0.9605625	0.342105263	0.57049	0.399724937
chr2	161150008	161150009	0.68835	0.52899	0.861364557	0.59868	0.9713	0.423889474	0.59822	0.332374557
chr2	166535708	166535709	0.824816667	0.5109125	0.907788608	0.49552	0.9297375	0.417694737	0.50738	0.396876108
chr2	168803242	168803243	0.55745	0.4594025	0.801281013	0.4884	0.9254125	0.394036842	0.51027	0.341878513
chr2	168854864	168854865	0.826	0.5807975	0.839494937	0.59666	0.9340125	0.475352632	0.62609	0.258697437
chr2	169025892	169025893	0.695933333	0.4505825	0.863258228	0.54772	0.944575	0.284394737	0.57056	0.412675728
chr2	169757780	169757781	0.232433333	0.3923225	0.810151899	0.54448	0.94165	0.330242105	0.53013	0.417829399
chr2	171828959	171828960	0.720783333	0.4780025	0.845906329	0.46898	0.9423375	0.386515789	0.51067	0.367903829
chr2	173098736	173098737	0.845166667	0.5723525	0.872331646	0.57238	0.932375	0.491694737	0.5619	0.299979146
chr2	174171585	174171586	0.785383333	0.4962925	0.856858228	0.51676	0.9358125	0.383594737	0.52673	0.360565728
chr2	175163052	175163053	0.826866667	0.5778775	0.861546835	0.64298	0.9566875	0.467584211	0.60549	0.283669335
chr2	175629219	175629220	0.68105	0.4935575	0.856065823	0.58128	0.9604625	0.367405263	0.57689	0.362508323
chr2	175629267	175629268	0.820333333	0.469425	0.84818481	0.54384	0.936	0.310278947	0.52405	0.37875981
chr2	175661561	175661562	0.85135	0.4871075	0.855868354	0.49738	0.9388	0.356142105	0.51226	0.368760854
chr2	176699634	176699635	0.56225	0.5186825	0.888774684	0.6125	0.9354125	0.434826316	0.60496	0.370092184
chr2	178069714	178069715	0.8431	0.5711275	0.904689873	0.62456	0.9597125	0.436831579	0.63639	0.333562373
chr2	180857619	180857620	0.8549	0.540245	0.900403797	0.60742	0.936725	0.394315789	0.59513	0.360158797
chr2	182850441	182850442	0.51475	0.392205	0.846301266	0.4948	0.951075	0.256547368	0.52513	0.454096266
chr2	182850683	182850684	0.4888	0.345405	0.873818987	0.50032	0.934875	0.175942105	0.50389	0.528413987
chr2	184402122	184402123	0.7544	0.476045	0.846524051	0.57938	0.93435	0.305668421	0.58108	0.370479051
chr2	187464068	187464069	0.794383333	0.52963	0.843025316	0.59428	0.9572625	0.373194737	0.63568	0.313395316
chr2	187583790	187583791	0.255933333	0.4020875	0.855616456	0.47296	0.9509875	0.390610526	0.47615	0.453528956
chr2	190926986	190926987	0.495716667	0.457975	0.809827848	0.54402	0.944925	0.365215789	0.56855	0.351852848
chr2	190927550	190927551	0.568116667	0.439765	0.800550633	0.59494	0.9140125	0.264157895	0.61882	0.360785633
chr2	191047984	191047985	0.749466667	0.484225	0.820849367	0.62302	0.9518125	0.296752632	0.61188	0.336624367
chr2	192815005	192815006	0.8035	0.5043725	0.85735443	0.61844	0.92885	0.325021053	0.60863	0.35298193
chr2	198593201	198593202	0.671233333	0.5054025	0.860540506	0.65446	0.958725	0.347615789	0.63117	0.355138006
chr2	201334663	201334664	0.910066667	0.5285975	0.899640506	0.57018	0.9724	0.366189474	0.5875	0.371043006
chr2	201489698	201489699	0.891883333	0.5576675	0.866092405	0.66398	0.939625	0.384157895	0.63365	0.308424905
chr2	202737576	202737577	0.7379	0.43197	0.801365823	0.51454	0.9397125	0.252873684	0.54741	0.369395823
chr2	206349708	206349709	0.5485	0.3353575	0.800596203	0.41154	0.9344125	0.190768421	0.4441	0.465238703
chr2	206942524	206942525	0.819883333	0.4904625	0.901705063	0.57392	0.96385	0.316878947	0.58089	0.411242563
chr2	207194123	207194124	0.403066667	0.3243075	0.80838481	0.406	0.95625	0.217515789	0.43911	0.48407731
chr2	207941135	207941136	0.83905	0.5255975	0.839463291	0.5887	0.93175	0.382889474	0.57712	0.313865791
chr2	208678058	208678059	0.77485	0.397615	0.860036709	0.45778	0.9238125	0.220389474	0.47792	0.462421709
chr2	208791596	208791597	0.867633333	0.5735825	0.852002532	0.64344	0.9056	0.4166	0.66049	0.278420032
chr2	208798601	208798602	0.194733333	0.2696425	0.803156962	0.36852	0.9113875	0.198084211	0.40111	0.533514462
chr2	209054740	209054741	0.47805	0.310195	0.875373418	0.29658	0.970175	0.266952632	0.29845	0.565178418
chr2	218231392	218231393	0.667033333	0.411995	0.839405063	0.4508	0.927725	0.281805263	0.48693	0.427410063
chr2	218612384	218612385	0.8846	0.54209	0.923283544	0.58478	0.9680125	0.399363158	0.58642	0.381193544
chr2	219566746	219566747	0.6522	0.5181725	0.809477215	0.48986	0.9121125	0.475689474	0.53263	0.291304715
chr2	220148153	220148154	0.366266667	0.298005	0.821041772	0.36378	0.9013125	0.232584211	0.34846	0.523036772
chr2	220148163	220148164	0.693066667	0.4153575	0.888903797	0.43196	0.900525	0.311089474	0.43854	0.473546297
chr2	220379968	220379969	0.8041	0.5088875	0.855503797	0.53836	0.91915	0.398836842	0.52612	0.346616297
chr2	221282600	221282601	0.303883333	0.30676	0.853955696	0.4045	0.975025	0.215368421	0.43326	0.547195696
chr2	223771010	223771011	0.784933333	0.3637725	0.813170886	0.38668	0.9168625	0.211126316	0.38965	0.449398386
chr2	224824723	224824724	0.613833333	0.521945	0.833932911	0.54638	0.9400625	0.4575	0.57704	0.311987911
chr2	227734267	227734268	0.493333333	0.3228275	0.800641772	0.42866	0.9149625	0.188310526	0.42319	0.477814272
chr2	227871081	227871082	0.547833333	0.42257	0.90603038	0.39392	0.9656125	0.396763158	0.41077	0.48346038
