File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF500WZI	bigBed bedMethyl	methylation state at CHG	ENCSR675POY	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF675PWE, ENCFF703MUJ"	4618656556	ENCODE Processing Pipeline	4bb242b4e20f5f27cc237bd4258ed1af		https://www.encodeproject.org/files/ENCFF500WZI/@@download/ENCFF500WZI.bigBed	GRCh38			released				
ENCFF562KSB	bigBed bedMethyl	methylation state at CpG	ENCSR675POY	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF675PWE, ENCFF703MUJ"	1256221535	ENCODE Processing Pipeline	4a7c7eac3b5dcbbda52b2bbdbf84a091		https://www.encodeproject.org/files/ENCFF562KSB/@@download/ENCFF562KSB.bigBed	GRCh38			released				
ENCFF515QVA	bigBed bedMethyl	methylation state at CHG	ENCSR141JKC	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF308URY, ENCFF812REK"	4582129472	ENCODE Processing Pipeline	5c6cdedd71fb203d1307a9f4174cdd1f		https://www.encodeproject.org/files/ENCFF515QVA/@@download/ENCFF515QVA.bigBed	GRCh38			released				
ENCFF036XKZ	bigBed bedMethyl	methylation state at CHH	ENCSR141JKC	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF308URY, ENCFF812REK"	11607315807	ENCODE Processing Pipeline	97c125e16c38293013162555fb9216d6		https://www.encodeproject.org/files/ENCFF036XKZ/@@download/ENCFF036XKZ.bigBed	GRCh38			released				
ENCFF842VTH	bigBed bedMethyl	methylation state at CpG	ENCSR141JKC	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF308URY, ENCFF812REK"	1246979608	ENCODE Processing Pipeline	7ef61ba610ab72688fcc29044117db55		https://www.encodeproject.org/files/ENCFF842VTH/@@download/ENCFF842VTH.bigBed	GRCh38			released				
ENCFF325SZG	bigBed bedMethyl	methylation state at CHH	ENCSR914REH	whole-genome shotgun bisulfite sequencing	UBERON:0002370	thymus	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF296OAY, ENCFF674DYK"	12286867833	ENCODE Processing Pipeline	1c0b2a34f1350edc8d450bfd36bfeac5		https://www.encodeproject.org/files/ENCFF325SZG/@@download/ENCFF325SZG.bigBed	GRCh38			released				
ENCFF491UHA	bigBed bedMethyl	methylation state at CHG	ENCSR914REH	whole-genome shotgun bisulfite sequencing	UBERON:0002370	thymus	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF296OAY, ENCFF674DYK"	4777077964	ENCODE Processing Pipeline	8b35811b84e02038c390813fbf6803d9		https://www.encodeproject.org/files/ENCFF491UHA/@@download/ENCFF491UHA.bigBed	GRCh38			released				
ENCFF823DCZ	bigBed bedMethyl	methylation state at CpG	ENCSR914REH	whole-genome shotgun bisulfite sequencing	UBERON:0002370	thymus	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF296OAY, ENCFF674DYK"	1281484326	ENCODE Processing Pipeline	b7dbe65a7c8a0cb94a11874147faac19		https://www.encodeproject.org/files/ENCFF823DCZ/@@download/ENCFF823DCZ.bigBed	GRCh38			released				
ENCFF757DWT	bigBed bedMethyl	methylation state at CpG	ENCSR608JPV	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF501PAS, ENCFF502RJT"	1245817358	ENCODE Processing Pipeline	793613b65f7a70fccdf81b9f2c7c987e		https://www.encodeproject.org/files/ENCFF757DWT/@@download/ENCFF757DWT.bigBed	GRCh38			released				
ENCFF046HKC	bigBed bedMethyl	methylation state at CHH	ENCSR608JPV	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF501PAS, ENCFF502RJT"	11577030800	ENCODE Processing Pipeline	8a55da2fad3ee3886abe0751885d9100		https://www.encodeproject.org/files/ENCFF046HKC/@@download/ENCFF046HKC.bigBed	GRCh38			released				
ENCFF635HDG	bigBed bedMethyl	methylation state at CHG	ENCSR608JPV	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF501PAS, ENCFF502RJT"	4578583801	ENCODE Processing Pipeline	1f81fd5ffd82d53c7e14d01876bdd5ed		https://www.encodeproject.org/files/ENCFF635HDG/@@download/ENCFF635HDG.bigBed	GRCh38			released				
ENCFF970ELR	bigBed bedMethyl	methylation state at CHG	ENCSR357BWB	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF675AAS, ENCFF969EWC"	4548320978	ENCODE Processing Pipeline	b8579e5d86f85c6096f5aeb79ff2535e		https://www.encodeproject.org/files/ENCFF970ELR/@@download/ENCFF970ELR.bigBed	GRCh38			released				
ENCFF186MWN	bigBed bedMethyl	methylation state at CHH	ENCSR357BWB	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF675AAS, ENCFF969EWC"	11022538979	ENCODE Processing Pipeline	dfd8cd5eade98136ce8438003cfd1e86		https://www.encodeproject.org/files/ENCFF186MWN/@@download/ENCFF186MWN.bigBed	GRCh38			released				
ENCFF820FNC	bigBed bedMethyl	methylation state at CpG	ENCSR357BWB	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF675AAS, ENCFF969EWC"	1241221914	ENCODE Processing Pipeline	5090d7c2addcf26db57b8b713f2cbf77		https://www.encodeproject.org/files/ENCFF820FNC/@@download/ENCFF820FNC.bigBed	GRCh38			released				
ENCFF994FHF	bigBed bedMethyl	methylation state at CHG	ENCSR925GVY	whole-genome shotgun bisulfite sequencing	UBERON:0002078	right cardiac atrium	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF012ERG, ENCFF246HVP, ENCFF724EVE, ENCFF735DJH"	4788771067	ENCODE Processing Pipeline	231124ffb8a9f36420d11b68c836058c		https://www.encodeproject.org/files/ENCFF994FHF/@@download/ENCFF994FHF.bigBed	GRCh38			released				
ENCFF516SWK	bigBed bedMethyl	methylation state at CpG	ENCSR925GVY	whole-genome shotgun bisulfite sequencing	UBERON:0002078	right cardiac atrium	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF012ERG, ENCFF246HVP, ENCFF724EVE, ENCFF735DJH"	1301899463	ENCODE Processing Pipeline	a605d4377024d960c122773adfc97467		https://www.encodeproject.org/files/ENCFF516SWK/@@download/ENCFF516SWK.bigBed	GRCh38			released				
ENCFF467CRB	bigBed bedMethyl	methylation state at CHH	ENCSR925GVY	whole-genome shotgun bisulfite sequencing	UBERON:0002078	right cardiac atrium	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF012ERG, ENCFF246HVP, ENCFF724EVE, ENCFF735DJH"	12335023430	ENCODE Processing Pipeline	bce5e11607d3c8eb3995b0f926295fec		https://www.encodeproject.org/files/ENCFF467CRB/@@download/ENCFF467CRB.bigBed	GRCh38			released				
ENCFF244YSS	bigBed bedMethyl	methylation state at CHG	ENCSR781LIC	whole-genome shotgun bisulfite sequencing	UBERON:0001264	pancreas	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF129FXM, ENCFF246HVP, ENCFF860VOZ"	4845983848	ENCODE Processing Pipeline	9b7a4135045bdeb86fd473eedb2c6f8a		https://www.encodeproject.org/files/ENCFF244YSS/@@download/ENCFF244YSS.bigBed	GRCh38			released				
ENCFF753ZMQ	bigBed bedMethyl	methylation state at CpG	ENCSR781LIC	whole-genome shotgun bisulfite sequencing	UBERON:0001264	pancreas	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF129FXM, ENCFF246HVP, ENCFF860VOZ"	1321620819	ENCODE Processing Pipeline	79e16929ce5855f6add2c865f6672b6f		https://www.encodeproject.org/files/ENCFF753ZMQ/@@download/ENCFF753ZMQ.bigBed	GRCh38			released				
ENCFF016CLN	bigBed bedMethyl	methylation state at CHH	ENCSR781LIC	whole-genome shotgun bisulfite sequencing	UBERON:0001264	pancreas	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF129FXM, ENCFF246HVP, ENCFF860VOZ"	12422386376	ENCODE Processing Pipeline	571e818ebcd8aac7d6347dbe17be5d79		https://www.encodeproject.org/files/ENCFF016CLN/@@download/ENCFF016CLN.bigBed	GRCh38			released				
ENCFF076ZTC	bigBed bedMethyl	methylation state at CHH	ENCSR113KSF	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF109IEE, ENCFF231KBM, ENCFF246HVP"	11525919077	ENCODE Processing Pipeline	fa2f2c43f1ccff48c97cc84ed5056a78		https://www.encodeproject.org/files/ENCFF076ZTC/@@download/ENCFF076ZTC.bigBed	GRCh38			released				
ENCFF827YVO	bigBed bedMethyl	methylation state at CHG	ENCSR113KSF	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF109IEE, ENCFF231KBM, ENCFF246HVP"	4564693769	ENCODE Processing Pipeline	649388133d8a471114c78fceb65bb6f5		https://www.encodeproject.org/files/ENCFF827YVO/@@download/ENCFF827YVO.bigBed	GRCh38			released				
ENCFF816OLU	bigBed bedMethyl	methylation state at CpG	ENCSR113KSF	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF109IEE, ENCFF231KBM, ENCFF246HVP"	1243102681	ENCODE Processing Pipeline	5ad00b003875232345c84ef8c866c1a8		https://www.encodeproject.org/files/ENCFF816OLU/@@download/ENCFF816OLU.bigBed	GRCh38			released				
ENCFF390OPB	bigBed bedMethyl	methylation state at CHH	ENCSR317JGM	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF076KAT, ENCFF246HVP, ENCFF548BFU"	11675009113	ENCODE Processing Pipeline	59d5151f5195a5cc08d68e67364b8817		https://www.encodeproject.org/files/ENCFF390OPB/@@download/ENCFF390OPB.bigBed	GRCh38			released				
ENCFF962FRM	bigBed bedMethyl	methylation state at CpG	ENCSR317JGM	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF076KAT, ENCFF246HVP, ENCFF548BFU"	1245225923	ENCODE Processing Pipeline	21c2f2ce72f79a7fe0ac0414e5b7fd97		https://www.encodeproject.org/files/ENCFF962FRM/@@download/ENCFF962FRM.bigBed	GRCh38			released				
ENCFF717TDI	bigBed bedMethyl	methylation state at CHG	ENCSR317JGM	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF076KAT, ENCFF246HVP, ENCFF548BFU"	4605197036	ENCODE Processing Pipeline	4a68035e4cfaf785cc4267ddd64a24a4		https://www.encodeproject.org/files/ENCFF717TDI/@@download/ENCFF717TDI.bigBed	GRCh38			released				
ENCFF670DSB	bigBed bedMethyl	methylation state at CHH	ENCSR577RUU	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF297RGZ, ENCFF639KSF"	11733886282	ENCODE Processing Pipeline	ed0aa2034a069104158b8822cdbc0778		https://www.encodeproject.org/files/ENCFF670DSB/@@download/ENCFF670DSB.bigBed	GRCh38			released				
ENCFF715BKU	bigBed bedMethyl	methylation state at CHG	ENCSR577RUU	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF297RGZ, ENCFF639KSF"	4616964175	ENCODE Processing Pipeline	84fd91909beca1524f02d2777a9b132f		https://www.encodeproject.org/files/ENCFF715BKU/@@download/ENCFF715BKU.bigBed	GRCh38			released				
ENCFF096LJW	bigBed bedMethyl	methylation state at CpG	ENCSR577RUU	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF297RGZ, ENCFF639KSF"	1257937433	ENCODE Processing Pipeline	16f5a3564516ddf608623a4bace8a2c4		https://www.encodeproject.org/files/ENCFF096LJW/@@download/ENCFF096LJW.bigBed	GRCh38			released				
ENCFF174XEL	bigBed bedMethyl	methylation state at CHH	ENCSR848CUY	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF146FBV, ENCFF246HVP, ENCFF689NEU"	11688176984	ENCODE Processing Pipeline	127efc4d6f0c8a8c8ff5031af06978c1		https://www.encodeproject.org/files/ENCFF174XEL/@@download/ENCFF174XEL.bigBed	GRCh38			released				
ENCFF244ZXH	bigBed bedMethyl	methylation state at CHG	ENCSR848CUY	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF146FBV, ENCFF246HVP, ENCFF689NEU"	4606303425	ENCODE Processing Pipeline	e0ce34f8387da7d55b4189655ff6665f		https://www.encodeproject.org/files/ENCFF244ZXH/@@download/ENCFF244ZXH.bigBed	GRCh38			released				
ENCFF494DHJ	bigBed bedMethyl	methylation state at CpG	ENCSR848CUY	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF146FBV, ENCFF246HVP, ENCFF689NEU"	1253407964	ENCODE Processing Pipeline	d03c480c2c9dbec15a45cbdf02c4f6d6		https://www.encodeproject.org/files/ENCFF494DHJ/@@download/ENCFF494DHJ.bigBed	GRCh38			released				
ENCFF909ZQI	bigBed bedMethyl	methylation state at CHG	ENCSR634GFF	whole-genome shotgun bisulfite sequencing	UBERON:0001043	esophagus	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF247LYJ, ENCFF794BXD"	4592565695	ENCODE Processing Pipeline	68e4baca7f2c5510f2a0249c03bb38fc		https://www.encodeproject.org/files/ENCFF909ZQI/@@download/ENCFF909ZQI.bigBed	GRCh38			released				
ENCFF342VXD	bigBed bedMethyl	methylation state at CHH	ENCSR634GFF	whole-genome shotgun bisulfite sequencing	UBERON:0001043	esophagus	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF247LYJ, ENCFF794BXD"	11628857840	ENCODE Processing Pipeline	bf6419344e4c5d898f892a54c9164a36		https://www.encodeproject.org/files/ENCFF342VXD/@@download/ENCFF342VXD.bigBed	GRCh38			released				
ENCFF602ING	bigBed bedMethyl	methylation state at CpG	ENCSR634GFF	whole-genome shotgun bisulfite sequencing	UBERON:0001043	esophagus	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF247LYJ, ENCFF794BXD"	1250947226	ENCODE Processing Pipeline	58572cc0783d3618f154b65866024df5		https://www.encodeproject.org/files/ENCFF602ING/@@download/ENCFF602ING.bigBed	GRCh38			released				
ENCFF276QCF	bigBed bedMethyl	methylation state at CHH	ENCSR652ELW	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF129CBM, ENCFF246HVP, ENCFF722OJB"	12379527959	ENCODE Processing Pipeline	870b34bdd7d6b36737bf25cf3ad97969		https://www.encodeproject.org/files/ENCFF276QCF/@@download/ENCFF276QCF.bigBed	GRCh38			released				
ENCFF496JAB	bigBed bedMethyl	methylation state at CpG	ENCSR652ELW	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF129CBM, ENCFF246HVP, ENCFF722OJB"	1315946228	ENCODE Processing Pipeline	c69c5a10f94c655b4de72541f791cbab		https://www.encodeproject.org/files/ENCFF496JAB/@@download/ENCFF496JAB.bigBed	GRCh38			released				
ENCFF857AZJ	bigBed bedMethyl	methylation state at CHG	ENCSR652ELW	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF129CBM, ENCFF246HVP, ENCFF722OJB"	4847647887	ENCODE Processing Pipeline	041a8e25344224e1d6e41438cc84884c		https://www.encodeproject.org/files/ENCFF857AZJ/@@download/ENCFF857AZJ.bigBed	GRCh38			released				
ENCFF104TZI	bigBed bedMethyl	methylation state at CHH	ENCSR999RWT	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF553DNR, ENCFF661GJC, ENCFF737XVC"	12290640468	ENCODE Processing Pipeline	cb7e0fbfc8f0228942b3b7123fd970c6		https://www.encodeproject.org/files/ENCFF104TZI/@@download/ENCFF104TZI.bigBed	GRCh38			released				
ENCFF297CUW	bigBed bedMethyl	methylation state at CpG	ENCSR999RWT	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF553DNR, ENCFF661GJC, ENCFF737XVC"	1298118013	ENCODE Processing Pipeline	5f95a214e0d9c7b4e4fe69d45178a950		https://www.encodeproject.org/files/ENCFF297CUW/@@download/ENCFF297CUW.bigBed	GRCh38			released				
ENCFF262EUT	bigBed bedMethyl	methylation state at CHG	ENCSR999RWT	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF553DNR, ENCFF661GJC, ENCFF737XVC"	4777594728	ENCODE Processing Pipeline	f8a8105067d8a4a547cdec5667e4bb8b		https://www.encodeproject.org/files/ENCFF262EUT/@@download/ENCFF262EUT.bigBed	GRCh38			released				
ENCFF888MYB	bigBed bedMethyl	methylation state at CHH	ENCSR265ZHH	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF520PHX, ENCFF848HWO, ENCFF995SGT"	12402231166	ENCODE Processing Pipeline	f6f547a3f78b28ddcc7d44844c564693		https://www.encodeproject.org/files/ENCFF888MYB/@@download/ENCFF888MYB.bigBed	GRCh38			released				
ENCFF518AWN	bigBed bedMethyl	methylation state at CpG	ENCSR265ZHH	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF520PHX, ENCFF848HWO, ENCFF995SGT"	1317950450	ENCODE Processing Pipeline	e2bfe3db2eaa99670ac7b400af68729d		https://www.encodeproject.org/files/ENCFF518AWN/@@download/ENCFF518AWN.bigBed	GRCh38			released				
ENCFF095TVC	bigBed bedMethyl	methylation state at CHG	ENCSR265ZHH	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF520PHX, ENCFF848HWO, ENCFF995SGT"	4852007855	ENCODE Processing Pipeline	3347e6068b40a2dad311cf0332a0beaa		https://www.encodeproject.org/files/ENCFF095TVC/@@download/ENCFF095TVC.bigBed	GRCh38			released				
ENCFF805NOZ	bigBed bedMethyl	methylation state at CHG	ENCSR556KEJ	whole-genome shotgun bisulfite sequencing	UBERON:0002048	lung	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF036ODG, ENCFF246HVP, ENCFF780CEC"	4838237830	ENCODE Processing Pipeline	933d76926b3c07202db9e488f08f16e3		https://www.encodeproject.org/files/ENCFF805NOZ/@@download/ENCFF805NOZ.bigBed	GRCh38			released				
ENCFF833EGV	bigBed bedMethyl	methylation state at CHH	ENCSR556KEJ	whole-genome shotgun bisulfite sequencing	UBERON:0002048	lung	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF036ODG, ENCFF246HVP, ENCFF780CEC"	12389742904	ENCODE Processing Pipeline	bd8f15e0d86246c233c9cd20c44754a2		https://www.encodeproject.org/files/ENCFF833EGV/@@download/ENCFF833EGV.bigBed	GRCh38			released				
ENCFF783BNK	bigBed bedMethyl	methylation state at CpG	ENCSR556KEJ	whole-genome shotgun bisulfite sequencing	UBERON:0002048	lung	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF036ODG, ENCFF246HVP, ENCFF780CEC"	1310703452	ENCODE Processing Pipeline	56d92f1e6ef3b9fc9a55aa92e471262c		https://www.encodeproject.org/files/ENCFF783BNK/@@download/ENCFF783BNK.bigBed	GRCh38			released				
ENCFF939APD	bigBed bedMethyl	methylation state at CHH	ENCSR414XEF	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF165QNS, ENCFF246HVP, ENCFF512FUD"	11598089645	ENCODE Processing Pipeline	986416ae524cef5549f7ca782d76225b		https://www.encodeproject.org/files/ENCFF939APD/@@download/ENCFF939APD.bigBed	GRCh38			released				
ENCFF360MWS	bigBed bedMethyl	methylation state at CHG	ENCSR414XEF	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF165QNS, ENCFF246HVP, ENCFF512FUD"	4582087187	ENCODE Processing Pipeline	30d147683a2a47c72219b170574317d9		https://www.encodeproject.org/files/ENCFF360MWS/@@download/ENCFF360MWS.bigBed	GRCh38			released				
ENCFF020AWX	bigBed bedMethyl	methylation state at CpG	ENCSR414XEF	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF165QNS, ENCFF246HVP, ENCFF512FUD"	1242474421	ENCODE Processing Pipeline	f49759c57b172d405a88687a2163e4b1		https://www.encodeproject.org/files/ENCFF020AWX/@@download/ENCFF020AWX.bigBed	GRCh38			released				
ENCFF890QML	bigBed bedMethyl	methylation state at CHH	ENCSR442IUA	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF151RSB, ENCFF246HVP, ENCFF732MWA"	11715144552	ENCODE Processing Pipeline	e76a7d190e53299db66099e0335fddba		https://www.encodeproject.org/files/ENCFF890QML/@@download/ENCFF890QML.bigBed	GRCh38			released				
