CpG Probe ID 	Chr	Start	Cerebellum Average	Brain Average	Average of all tissues (not brain) 	Prefrontal Cortex Average	Leukocyte Average 
cg01637289	11	118769157	0.28345	0.80115	0.877073239	0.84764	0.92995
cg01638225	4	1202930	0.332833333	0.772005	0.878260563	0.69408	0.9644875
cg01640443	14	102510281	0.376666667	0.4194875	0.821564789	0.3918	0.9286125
cg01650245	12	105626788	0.290316667	0.2651525	0.852069014	0.37582	0.927825
cg01652476	7	809048	0.264816667	0.7304375	0.811795775	0.77196	0.9188
cg01657380	12	53901523	0.47365	0.8003225	0.865794366	0.82046	0.9397375
cg01660407	2	101008576	0.144516667	0.580005	0.899322535	0.60418	0.9206375
cg01660827	2	97486072	0.271916667	0.7817525	0.874769014	0.83928	0.950225
cg01663008	2	134357740	0.155616667	0.3072575	0.84568169	0.47514	0.9264125
cg01667493	7	101466750	0.496266667	0.706945	0.853611268	0.701	0.9245
cg01670714	20	33111318	0.499933333	0.3414125	0.836029577	0.40458	0.9162125
cg01670896	8	1933522	0.2307	0.81537	0.88148169	0.90048	0.961925
cg01671575	1	230513566	0.3308	0.5029825	0.85986338	0.50978	0.95065
cg01676844	16	1828146	0.385533333	0.7288475	0.8549	0.69994	0.9455125
cg01678313	3	13083892	0.438133333	0.374525	0.833978873	0.41374	0.9153625
cg01678472	17	73056797	0.39535	0.8070375	0.82981831	0.78322	0.9067
cg01683986	4	893986	0.1637	0.79902	0.91144507	0.89414	0.95775
cg01694527	8	145895530	0.204666667	0.79967	0.912021127	0.88518	0.9486125
cg01698567	14	36942999	0.425133333	0.73186	0.820773239	0.77986	0.9060125
cg01708636	4	166301085	0.127366667	0.4979675	0.847060563	0.42144	0.9302375
cg01709568	9	72285588	0.205516667	0.65869	0.847247887	0.62736	0.93565
cg01712159	16	88994740	0.497383333	0.861935	0.904626761	0.88482	0.943575
cg01712700	2	241535695	0.405683333	0.74741	0.832660563	0.76746	0.9016375
cg01714727	16	86160719	0.350883333	0.727555	0.883002817	0.71676	0.9140375
cg01717517	15	76029699	0.417016667	0.79109	0.866487324	0.818	0.919325
cg01719433	20	62583564	0.32015	0.81992	0.872560563	0.84902	0.9374375
cg01726982	1	228630108	0.35715	0.8119075	0.849957746	0.85236	0.9087
cg01727408	16	85609071	0.364983333	0.591955	0.84124507	0.60256	0.924675
cg01728055	1	2116458	0.488766667	0.7906125	0.881311268	0.81598	0.9226625
cg01749718	12	5581281	0.411783333	0.838085	0.817890141	0.8957	0.933625
cg01753966	4	3531945	0.300133333	0.39297	0.883056338	0.52286	0.932425
cg01766718	15	86313851	0.4884	0.797645	0.860135211	0.8151	0.9571375
cg01767599	6	88871927	0.4774	0.8339625	0.901376056	0.82184	0.945625
cg01768001	1	24831147	0.461283333	0.8601625	0.92411831	0.91102	0.938375
cg01768446	16	89982419	0.175566667	0.728165	0.930870423	0.73746	0.94535
cg01768868	17	38613760	0.4273	0.8486	0.874607042	0.87882	0.9048625
cg01769813	16	2135281	0.422666667	0.751815	0.888723944	0.74	0.9520875
cg01770948	16	649132	0.12415	0.7013475	0.807292958	0.7161	0.9536
cg01772422	17	81021456	0.269966667	0.694835	0.800060563	0.64606	0.9157875
cg01773807	7	98579466	0.362	0.845765	0.942935211	0.88966	0.9465875
cg01773858	11	73076892	0.2072	0.52949	0.86235493	0.48892	0.942425
cg01774705	17	4447783	0.403983333	0.726765	0.904395775	0.5871	0.93845
cg01778643	7	1153106	0.214416667	0.71162	0.895715493	0.79628	0.953175
cg01782247	16	85317807	0.38605	0.52369	0.91004507	0.75094	0.957775
cg01792229	7	4308327	0.3811	0.780545	0.825219718	0.82558	0.90435
cg01794862	12	51822406	0.446266667	0.830825	0.927556338	0.82334	0.974525
cg01796641	22	50728271	0.485416667	0.848705	0.914278873	0.90102	0.9752875
cg01799791	17	20690807	0.43345	0.8404025	0.908238028	0.88004	0.9463375
cg01803856	17	650796	0.326133333	0.8308575	0.936069014	0.85416	0.966425
cg01807313	12	117407970	0.17115	0.408965	0.818771831	0.53718	0.9517
cg01807737	6	33246895	0.177816667	0.68321	0.831160563	0.72534	0.9363125
cg01821226	2	1743009	0.4339	0.8106275	0.828356338	0.80026	0.9430125
cg01826056	12	41902309	0.207216667	0.39507	0.824577465	0.42506	0.93
cg01829657	16	89000980	0.243583333	0.6946175	0.858138028	0.79292	0.9170625
cg01835446	22	50845159	0.28035	0.84119	0.939604225	0.912	0.9743375
cg01843459	16	1782859	0.2652	0.6812275	0.829535211	0.64286	0.9453375
cg01846046	11	64034019	0.308983333	0.81993	0.813111268	0.84714	0.9315625
cg01846486	16	87445533	0.406483333	0.6930575	0.916183099	0.6447	0.9574
cg01850889	2	130636190	0.318716667	0.42332	0.809202817	0.4397	0.930825
cg01851968	16	4431502	0.269633333	0.5479225	0.87956338	0.56838	0.9537375
cg01852238	20	33596631	0.215016667	0.70548	0.848583099	0.7769	0.951125
cg01860805	5	180659749	0.270233333	0.6549975	0.856822535	0.71	0.900125
cg01863319	19	1429261	0.353583333	0.8262075	0.884871831	0.854	0.9521875
cg01869548	16	2934299	0.1714	0.6276	0.830930986	0.65054	0.9569125
cg01872840	2	97513895	0.407633333	0.765985	0.849371831	0.7534	0.9184125
cg01875018	20	35413655	0.25065	0.7775725	0.889112676	0.86162	0.9186
cg01878019	1	200763765	0.216733333	0.710045	0.878183099	0.73612	0.9368125
cg01881136	16	89438758	0.452916667	0.58988	0.973364789	0.67382	0.9695125
cg01883966	6	31938886	0.260116667	0.7403125	0.811092958	0.77526	0.908025
cg01884681	17	70339149	0.336	0.301905	0.814508451	0.34222	0.9377625
cg01884917	17	1038155	0.460216667	0.57095	0.808428169	0.52926	0.9411125
cg01895992	6	151671966	0.392683333	0.81477	0.880135211	0.85206	0.91405
cg01901624	12	133306722	0.248983333	0.756525	0.912978873	0.73904	0.95465
cg01906054	17	14683649	0.306966667	0.314205	0.88526338	0.39348	0.9599375
cg01909993	16	88935844	0.290683333	0.846275	0.917839437	0.89246	0.924125
cg01911440	17	78818045	0.335433333	0.85815	0.908774648	0.91908	0.9585625
cg01916421	4	1302238	0.48325	0.7705825	0.908039437	0.73922	0.9529375
cg01923429	6	159186810	0.489866667	0.4812775	0.913188732	0.51996	0.9639875
cg01923516	7	3989167	0.294533333	0.72256	0.85415493	0.63408	0.959625
cg01924481	22	50898563	0.35235	0.79135	0.890847887	0.8386	0.9006
cg01925521	4	166299123	0.337816667	0.6103725	0.849928169	0.56656	0.9248625
cg01929615	4	6540063	0.213	0.73549	0.892584507	0.71542	0.9364375
cg01938025	1	2228319	0.2126	0.5976975	0.838383099	0.5072	0.92185
cg01943447	1	180901423	0.4525	0.85073	0.920584507	0.89028	0.926025
cg01943851	16	29825733	0.377483333	0.776895	0.908315493	0.77008	0.9451
cg01959238	16	85200915	0.44635	0.8369	0.851009859	0.87914	0.9724375
cg01959421	2	72368797	0.414483333	0.832305	0.895277465	0.86884	0.9079625
cg01961783	2	3471056	0.1931	0.7878425	0.933384507	0.85326	0.971675
cg01970427	1	2006896	0.269483333	0.3112475	0.922921127	0.37032	0.9433
cg01970726	3	8609346	0.43595	0.85842	0.927456338	0.91212	0.9673
cg01973174	1	3441168	0.2437	0.7962675	0.870928169	0.86604	0.91085
cg01974195	5	171766747	0.469666667	0.88805	0.959933803	0.92546	0.94945
cg01975093	11	62474759	0.210366667	0.66129	0.933807042	0.62572	0.9648875
cg01980495	9	2047595	0.418416667	0.620405	0.82398169	0.57606	0.9303375
cg01981433	6	138200309	0.2909	0.750585	0.84325493	0.75368	0.9296375
cg01983216	1	244217562	0.1055	0.227535	0.886870423	0.30378	0.9473375
cg01995265	21	31710060	0.45875	0.73753	0.908598592	0.79862	0.963825
cg02004044	17	79107140	0.3657	0.650465	0.838325352	0.72082	0.9005375
cg02006610	8	30889718	0.3966	0.760465	0.91176338	0.7423	0.9403375
cg02009103	10	102766386	0.288533333	0.43812	0.940883099	0.60884	0.97115
cg02009794	12	131061275	0.198083333	0.6669375	0.868615493	0.62294	0.95
cg02010047	22	50655146	0.4601	0.7525775	0.874738028	0.75882	0.915825
cg02013146	16	89452259	0.208	0.7781275	0.953916901	0.745	0.9576125
cg02013918	12	131170584	0.292383333	0.842805	0.944230986	0.89024	0.945625
cg02015707	17	1061091	0.279816667	0.7687525	0.889170423	0.79422	0.943575
cg02015800	22	20937702	0.372166667	0.38724	0.889112676	0.4963	0.9645875
cg02016094	7	44345367	0.267383333	0.636785	0.852212676	0.58212	0.9337375
cg02016467	16	801549	0.405866667	0.5498125	0.833480282	0.56974	0.9757625
cg02018180	5	150910600	0.44165	0.849525	0.900973239	0.89026	0.9432625
cg02022491	17	2323612	0.369866667	0.67362	0.895546479	0.67068	0.919
cg02023895	17	40010041	0.289866667	0.818305	0.911715493	0.89258	0.971325
cg02026049	17	79049229	0.17195	0.6732925	0.894630986	0.57778	0.940275
cg02038233	15	45456024	0.461066667	0.8094025	0.856009859	0.8209	0.9094125
cg02046854	7	2699640	0.323633333	0.65123	0.894452113	0.58522	0.9120625
cg02057305	16	83974834	0.2488	0.8488575	0.962921127	0.91156	0.9669
cg02066936	1	54808648	0.216916667	0.6973	0.861871831	0.63594	0.9665
cg02068505	16	2225341	0.3192	0.768525	0.864214085	0.80036	0.9154
cg02070077	6	168199753	0.229766667	0.8131575	0.885085915	0.87846	0.92795
cg02070118	4	952128	0.2186	0.75014	0.863864789	0.7656	0.9243125
cg02076848	1	111147106	0.37235	0.692565	0.889107042	0.61792	0.91545
cg02081198	11	2922845	0.190016667	0.8338825	0.946471831	0.91724	0.9729
cg02083080	6	169104434	0.17345	0.3393975	0.826240845	0.4439	0.9227625
cg02084758	17	77536754	0.261683333	0.7674225	0.961009859	0.69954	0.97025
cg02084979	14	102981630	0.262066667	0.7992925	0.84711831	0.85046	0.9369625
cg02090418	4	113333269	0.44945	0.35714	0.853994366	0.52454	0.9397375
cg02092589	6	160498383	0.34755	0.4291425	0.818004225	0.56192	0.9048625
cg02096663	4	178650141	0.408416667	0.81802	0.877529577	0.8668	0.925575
cg02108731	22	50297217	0.230366667	0.7741225	0.877998592	0.8409	0.9332
cg02109969	10	135275325	0.20405	0.7982325	0.900840845	0.87932	0.94
cg02112681	7	1120141	0.45715	0.7848275	0.897483099	0.74636	0.959775
cg02118886	6	158464852	0.161733333	0.5023275	0.8098	0.58618	0.9486875
cg02124746	9	91615137	0.3024	0.7935125	0.920825352	0.83118	0.9645625
cg02129127	20	60635142	0.2854	0.735265	0.864297183	0.7992	0.9094875
cg02132702	16	30040929	0.446316667	0.84281	0.955159155	0.83464	0.97085
cg02133011	3	63803766	0.4664	0.582155	0.815728169	0.62548	0.92275
cg02135821	14	94545678	0.461633333	0.5330175	0.856557746	0.53174	0.9599
cg02143743	15	87070843	0.25225	0.645615	0.830884507	0.70212	0.9422
cg02144924	22	45244265	0.457566667	0.790775	0.834576056	0.80926	0.919075
cg02147316	3	38501099	0.443183333	0.8351175	0.821888732	0.85378	0.9646
cg02151997	6	32060791	0.167033333	0.4851025	0.803697183	0.5028	0.9573875
cg02152265	19	17324656	0.378916667	0.7417525	0.84851831	0.7906	0.9265
cg02153497	12	112591144	0.398383333	0.6331	0.815471831	0.63698	0.943875
cg02155360	15	83519898	0.158716667	0.61636	0.842707042	0.6253	0.9273
cg02170490	16	2647690	0.335783333	0.78812	0.906023944	0.84632	0.9657375
cg02172669	7	149410459	0.283583333	0.8302875	0.912978873	0.90656	0.951325
cg02174486	6	31600348	0.409616667	0.71369	0.850570423	0.74718	0.907675
cg02175739	11	875980	0.3457	0.691025	0.842971831	0.65532	0.9000375
cg02180979	10	73575440	0.174783333	0.6213075	0.861769014	0.67054	0.915525
cg02184281	18	46447797	0.187333333	0.3486775	0.833230986	0.49184	0.935275
cg02184918	16	75269222	0.276783333	0.35112	0.830052113	0.41856	0.9497
cg02192555	8	9952926	0.19775	0.286955	0.935660563	0.40806	0.9461125
cg02201066	6	114376759	0.336183333	0.4748125	0.894660563	0.62404	0.9614
cg02205013	16	1758798	0.2121	0.6564625	0.807619718	0.6157	0.9334875
cg02209075	22	21798794	0.274883333	0.7318625	0.877276056	0.74902	0.935
cg02213214	7	7170845	0.387166667	0.784345	0.892729577	0.8348	0.9442
cg02220418	10	130831421	0.206466667	0.751805	0.856394366	0.78086	0.932125
cg02222066	17	76672617	0.271833333	0.49124	0.890957746	0.66292	0.9710625
cg02227026	8	8173791	0.4958	0.8105	0.884333803	0.8319	0.9117375
cg02235041	8	144676053	0.468466667	0.80276	0.942450704	0.80838	0.9604
cg02236949	11	68972906	0.210116667	0.839245	0.896894366	0.91782	0.9414875
cg02240665	17	78683272	0.385916667	0.8692975	0.948304225	0.90376	0.9109625
cg02249030	6	99961954	0.450816667	0.826955	0.909077465	0.83808	0.9447375
cg02258303	16	87377426	0.319033333	0.79572	0.907412676	0.8543	0.945775
cg02259047	14	104175555	0.178766667	0.47506	0.808298592	0.47822	0.9170375
cg02260430	5	149673232	0.461116667	0.402315	0.825264789	0.40662	0.9458125
cg02271275	11	984616	0.234533333	0.553935	0.912271831	0.59226	0.953575
cg02276361	10	65351566	0.35825	0.405075	0.807046479	0.49464	0.9172875
cg02276763	1	161144907	0.32145	0.85454	0.955222535	0.89216	0.953875
cg02286270	13	26584279	0.29005	0.5010125	0.851812676	0.63572	0.932625
cg02287685	15	76492581	0.280216667	0.8006875	0.867753521	0.85458	0.90845
cg02288552	7	1152401	0.4095	0.837555	0.927692958	0.84184	0.908075
cg02288564	19	49934404	0.429566667	0.7760625	0.955342254	0.68372	0.9528125
cg02292533	10	11344086	0.413283333	0.6791575	0.899143662	0.51916	0.9368375
cg02294420	17	72110293	0.405783333	0.79258	0.817108451	0.81332	0.950525
cg02301019	16	85465191	0.31305	0.791685	0.860578873	0.83666	0.91895
cg02301319	2	239930865	0.4663	0.8224725	0.806226761	0.82032	0.924925
cg02305353	12	113307748	0.387566667	0.8391675	0.893028169	0.86548	0.9323125
cg02307681	16	1589378	0.2956	0.762415	0.876377465	0.75564	0.9463625
cg02307880	7	101566857	0.429516667	0.8126975	0.894926761	0.8421	0.9498875
cg02312706	16	87384599	0.146633333	0.2633025	0.819221127	0.31824	0.9368625
cg02319990	15	75641529	0.49445	0.7934025	0.854602817	0.82002	0.9676125
cg02322048	19	3646574	0.33905	0.8164225	0.917794366	0.82964	0.9564875
cg02324291	10	112234911	0.207316667	0.657215	0.807726761	0.70648	0.9238875
cg02324529	4	57179371	0.4242	0.8390075	0.917430986	0.88416	0.96955
cg02328793	1	6446234	0.266766667	0.83383	0.813371831	0.88432	0.9529625
cg02329886	15	50557917	0.422816667	0.37092	0.893735211	0.36832	0.9407125
cg02330169	6	12458951	0.272283333	0.726615	0.825814085	0.74892	0.926975
cg02331291	14	36467322	0.336566667	0.8495575	0.935321127	0.90744	0.9710375
cg02332206	3	47933600	0.442483333	0.5972525	0.913095775	0.537	0.9122125
cg02332902	7	1103177	0.413033333	0.8358325	0.939687324	0.84826	0.9737375
cg02340223	19	30938840	0.3098	0.516525	0.863215493	0.63626	0.9322125
cg02343602	11	2127087	0.224433333	0.7347625	0.825828169	0.83198	0.902075
cg02346282	5	72793476	0.339866667	0.3330775	0.825778873	0.33622	0.9583125
cg02350767	15	99250527	0.300516667	0.806085	0.913740845	0.8867	0.9604375
cg02358755	6	31512810	0.31235	0.722595	0.856547887	0.75526	0.916675
cg02360367	1	2180027	0.38675	0.74816	0.807111268	0.74432	0.9635875
cg02362848	1	33848786	0.304016667	0.3817575	0.859474648	0.52518	0.937125
cg02370923	2	106227122	0.208766667	0.6921625	0.869835211	0.66798	0.9603125
cg02377900	8	41478738	0.280833333	0.7797875	0.944019718	0.80496	0.962675
cg02381965	2	3418480	0.258416667	0.81116	0.963539437	0.80456	0.9355625
cg02386957	13	111838481	0.245483333	0.7248375	0.902297183	0.67904	0.9548875
cg02387639	3	179384293	0.148133333	0.59173	0.820498592	0.54544	0.959125
cg02388319	7	155019321	0.380966667	0.854085	0.89168169	0.88204	0.904025
cg02390188	19	10802968	0.3494	0.7729925	0.876392958	0.81218	0.9316375
cg02395917	8	139613712	0.11515	0.4000175	0.812416901	0.45232	0.918875
cg02397064	17	75462916	0.282416667	0.7693675	0.884690141	0.74964	0.9425
cg02400538	3	43406311	0.4678	0.839985	0.903049296	0.8754	0.9467
cg02402630	16	87738623	0.297183333	0.77663	0.957312676	0.79902	0.951675
cg02405003	4	146850277	0.388916667	0.7932225	0.907495775	0.80848	0.9462
cg02410304	10	685448	0.3245	0.50701	0.896449296	0.62148	0.9494125
cg02410867	19	16198843	0.190233333	0.7949725	0.814469014	0.86158	0.9572
cg02413285	20	4668134	0.1256	0.305545	0.863109859	0.29074	0.971125
cg02421172	7	1938701	0.498716667	0.7261	0.814056338	0.66702	0.9426375
cg02426611	16	87681276	0.374433333	0.87097	0.875770423	0.92244	0.9592
cg02428753	17	21278628	0.23065	0.76496	0.871869014	0.79316	0.93165
cg02430183	9	95947766	0.434016667	0.8002375	0.865390141	0.78328	0.926075
cg02439266	7	27150042	0.338466667	0.3082325	0.808450704	0.2952	0.9762875
cg02443652	2	96906221	0.1952	0.69322	0.812309859	0.7473	0.9520875
cg02444305	6	31591597	0.335033333	0.6707225	0.880115493	0.7042	0.973375
cg02447095	16	70748321	0.288833333	0.75652	0.871229577	0.78604	0.911025
cg02447733	22	50845380	0.406166667	0.808845	0.940597183	0.8096	0.977075
cg02451467	16	50832749	0.245883333	0.79765	0.848591549	0.84212	0.9342125
cg02461739	17	72860448	0.464016667	0.87811	0.943501408	0.91818	0.9314875
cg02474195	3	43391449	0.434283333	0.7692525	0.872212676	0.73094	0.942475
cg02475283	11	978289	0.228183333	0.72557	0.863242254	0.7268	0.93845
cg02481669	6	31496733	0.4547	0.71594	0.817011268	0.70814	0.9533375
cg02483043	10	134536498	0.417916667	0.8173425	0.831438028	0.83444	0.9485
cg02499814	17	79430641	0.319566667	0.811305	0.897507042	0.87544	0.9497375
cg02506501	1	1228990	0.448233333	0.79699	0.858629577	0.83636	0.901425
cg02511363	12	3365683	0.2503	0.726675	0.86306338	0.86024	0.9316
cg02512021	16	88966376	0.375983333	0.87083	0.969284507	0.9179	0.9623625
cg02514000	7	70702212	0.3015	0.52315	0.851464789	0.52226	0.954875
cg02531277	7	101558597	0.12235	0.5799975	0.867721127	0.57928	0.9678125
cg02532293	4	1994816	0.151983333	0.5906425	0.865984507	0.52428	0.97
cg02534659	5	2112561	0.110233333	0.2181175	0.820550704	0.2716	0.9383625
cg02538507	14	56264322	0.236066667	0.828555	0.914939437	0.90218	0.9633875
cg02540220	7	98586497	0.440316667	0.8654525	0.924533803	0.91422	0.96875
cg02554361	16	11001757	0.48945	0.85952	0.94233662	0.85788	0.9206875
cg02556940	15	44092166	0.457566667	0.809795	0.871177465	0.84842	0.9290875
cg02562579	15	68889832	0.1866	0.4115175	0.825560563	0.54918	0.9004375
cg02564259	16	67978429	0.27505	0.3093275	0.80606338	0.42434	0.9519
cg02569219	17	2266849	0.448316667	0.776865	0.958919718	0.71166	0.9551375
cg02573134	16	2502163	0.32695	0.7860825	0.882088732	0.84294	0.912175
cg02578103	16	67021154	0.496016667	0.7319175	0.846330986	0.70228	0.9199125
cg02582754	6	160327345	0.356066667	0.84198	0.886501408	0.91868	0.962975
cg02591564	12	125578355	0.4463	0.78985	0.947949296	0.72046	0.958525
cg02592525	13	25740027	0.151533333	0.226245	0.900960563	0.3681	0.954075
cg02598756	7	45126148	0.3824	0.4068675	0.9108	0.50892	0.94635
cg02605601	10	3724557	0.3178	0.5378	0.810177465	0.56048	0.970525
cg02606480	8	6366994	0.4924	0.78766	0.82251831	0.79212	0.9243
cg02613380	10	99330076	0.311233333	0.7677475	0.849039437	0.8304	0.942475
cg02619656	16	72460083	0.148033333	0.338225	0.94673662	0.41828	0.977225
cg02642949	5	176078832	0.280683333	0.79705	0.889495775	0.8319	0.910625
cg02656609	17	57228618	0.373983333	0.4881925	0.830343662	0.54428	0.912025
cg02691264	13	113706204	0.356733333	0.6616275	0.897409859	0.64424	0.9228625
cg02700447	6	31591642	0.482216667	0.675575	0.84051831	0.66458	0.905725
cg02707071	7	27143806	0.341783333	0.3506025	0.814552113	0.3318	0.9654125
cg02712546	16	69969166	0.4103	0.785135	0.902267606	0.77336	0.9628625
cg02721751	6	31838684	0.233766667	0.5777825	0.835885915	0.67686	0.9403
cg02733994	8	141600191	0.294566667	0.3076225	0.854073239	0.38582	0.9573625
cg02734955	7	4210983	0.495283333	0.673065	0.883250704	0.65852	0.936475
cg02743895	17	77394015	0.28155	0.8038175	0.941735211	0.8118	0.972825
cg02747412	17	80271631	0.47905	0.743465	0.801729577	0.75924	0.9085625
cg02766680	3	37458845	0.463666667	0.85712	0.894457746	0.89186	0.964425
cg02768912	1	2216264	0.325566667	0.800445	0.878978873	0.85652	0.9381875
cg02770683	12	57597238	0.241583333	0.79197	0.899439437	0.83144	0.9702375
cg02772159	5	171808623	0.230566667	0.419295	0.884205634	0.47738	0.9591125
cg02772951	1	15478280	0.430116667	0.8337775	0.8552	0.85282	0.9717625
cg02776128	4	982826	0.4706	0.8628225	0.915339437	0.86444	0.9410125
cg02801277	18	44334713	0.181233333	0.685475	0.818614085	0.63702	0.9300625
cg02801772	19	3101499	0.4415	0.821395	0.893242254	0.84068	0.939
cg02806802	15	45461444	0.278633333	0.7207075	0.839814085	0.75662	0.938525
cg02809591	16	1817232	0.2621	0.8300325	0.910719718	0.87006	0.9627
cg02818775	10	105362057	0.4915	0.861265	0.929308451	0.87788	0.9244
cg02823437	2	242616875	0.397116667	0.7393875	0.826359155	0.79466	0.9009375
cg02827132	16	1052529	0.43215	0.8738075	0.925357746	0.90688	0.943875
cg02829992	2	10710499	0.250683333	0.782565	0.888122535	0.82718	0.90995
cg02840535	16	27523174	0.258416667	0.4500225	0.872240845	0.50524	0.94655
cg02842850	19	5148130	0.3768	0.76177	0.86546338	0.70538	0.9624
cg02844051	19	36004233	0.372466667	0.61169	0.854743662	0.71254	0.9327625
cg02849583	3	120129820	0.398116667	0.6867525	0.872835211	0.76754	0.9088125
cg02850602	12	83150597	0.236883333	0.7066475	0.854474648	0.74112	0.903125
cg02851203	1	54808689	0.273333333	0.72475	0.821112676	0.68596	0.9339375
cg02855981	2	26204237	0.3074	0.711505	0.901994366	0.64488	0.9281625
