							als1	als2						
chr11	66137059	66137135		chr11	66137080	66137081	42.85714286	NA	77.77777778	66.66666667	60	87.5	80	NA
chr11	66137059	66137135		chr11	66137081	66137082	100	81.81818182	66.66666667	70	100	57.14285714	50	NA
chr11	66315164	66315240		.	-1	-1	.	.	.	.	.	.	.	.
chr11	68517454	68517530		chr11	68517499	68517500	NA	42.85714286	41.66666667	NA	75	76.92307692	64.28571429	NA
chr11	68517454	68517530		chr11	68517500	68517501	NA	77.77777778	50	66.66666667	50	87.5	NA	NA
chr11	70516483	70516559		.	-1	-1	.	.	.	.	.	.	.	.
chr11	73720331	73720407		chr11	73720337	73720338	100	100	NA	NA	NA	100	100	NA
chr11	73720331	73720407		chr11	73720338	73720339	100	100	NA	100	100	77.77777778	100	85.71428571
chr11	75898120	75898196		chr11	75898120	75898121	NA	100	NA	100	NA	NA	83.33333333	NA
chr11	75898120	75898196		chr11	75898121	75898122	NA	100	100	83.33333333	100	100	87.5	NA
chr11	75898120	75898196		chr11	75898148	75898149	NA	100	83.33333333	100	NA	100	NA	NA
chr11	75898120	75898196		chr11	75898149	75898150	100	100	100	83.33333333	100	100	75	85.71428571
chr11	75898120	75898196		chr11	75898160	75898161	66.66666667	100	100	71.42857143	NA	100	NA	NA
chr11	75898120	75898196		chr11	75898161	75898162	100	80	87.5	NA	100	91.66666667	100	100
chr11	75898128	75898204		chr11	75898148	75898149	NA	100	83.33333333	100	NA	100	NA	NA
chr11	75898128	75898204		chr11	75898149	75898150	100	100	100	83.33333333	100	100	75	85.71428571
chr11	75898128	75898204		chr11	75898160	75898161	66.66666667	100	100	71.42857143	NA	100	NA	NA
chr11	75898128	75898204		chr11	75898161	75898162	100	80	87.5	NA	100	91.66666667	100	100
chr11	77534422	77534498		chr11	77534427	77534428	NA	100	100	87.5	100	100	100	NA
chr11	77534422	77534498		chr11	77534428	77534429	NA	100	90.90909091	100	100	88.88888889	100	NA
chr11	111154667	111154743		.	-1	-1	.	.	.	.	.	.	.	.
chr11	111154751	111154827		.	-1	-1	.	.	.	.	.	.	.	.
chr11	112163282	112163358		chr11	112163323	112163324	33.33333333	35.29411765	20	22.22222222	42.85714286	31.57894737	10	28.57142857
chr11	112163282	112163358		chr11	112163324	112163325	33.33333333	6.666666667	0	25	45.45454545	20	50	0
chr11	113725612	113725688		chr11	113725679	113725680	78.57142857	85.71428571	73.33333333	93.33333333	72.72727273	81.81818182	82.35294118	NA
chr11	113725612	113725688		chr11	113725680	113725681	88.88888889	87.5	70.58823529	92.30769231	100	94.44444444	88.23529412	100
chr11	114082519	114082595		chr11	114082528	114082529	10	20	0	9.090909091	NA	0	7.692307692	NA
chr11	114082519	114082595		chr11	114082529	114082530	NA	0	0	NA	0	0	NA	16.66666667
chr11	122118601	122118677		.	-1	-1	.	.	.	.	.	.	.	.
chr11	125214634	125214710		.	-1	-1	.	.	.	.	.	.	.	.
chr11	131965740	131965816		.	-1	-1	.	.	.	.	.	.	.	.
chr11	132031342	132031418		chr11	132031401	132031402	100	83.33333333	90	80	81.81818182	90	100	88.88888889
chr11	132031342	132031418		chr11	132031402	132031403	NA	NA	90	100	NA	100	88.88888889	NA
chr11	132582413	132582489		.	-1	-1	.	.	.	.	.	.	.	.
chr11	132582733	132582809		chr11	132582763	132582764	NA	11.11111111	100	28.57142857	22.22222222	NA	100	42.85714286
chr11	132582733	132582809		chr11	132582764	132582765	50	0	100	0	27.27272727	0	88.88888889	11.11111111
chr11	132582733	132582809		chr11	132582787	132582788	NA	66.66666667	NA	16.66666667	44.44444444	14.28571429	NA	0
chr11	132582733	132582809		chr11	132582788	132582789	33.33333333	28.57142857	88.88888889	16.66666667	38.46153846	9.090909091	75	42.85714286
chr12	1478686	1478762		chr12	1478713	1478714	100	91.66666667	100	100	100	83.33333333	NA	NA
chr12	1478686	1478762		chr12	1478714	1478715	NA	100	NA	100	NA	100	NA	83.33333333
chr12	1478686	1478762		chr12	1478743	1478744	83.33333333	93.75	100	100	NA	100	NA	NA
chr12	1478686	1478762		chr12	1478744	1478745	85.71428571	100	NA	100	NA	100	100	NA
chr12	1609170	1609246		chr12	1609232	1609233	NA	NA	NA	NA	NA	33.33333333	NA	NA
chr12	1609170	1609246		chr12	1609233	1609234	NA	36.36363636	33.33333333	42.85714286	69.23076923	35.71428571	50	50
chr12	3142770	3142846		chr12	3142826	3142827	100	100	90	83.33333333	100	91.66666667	100	NA
chr12	3142770	3142846		chr12	3142827	3142828	100	100	100	85.71428571	100	89.47368421	100	88.88888889
chr12	4226502	4226578		.	-1	-1	.	.	.	.	.	.	.	.
chr12	6950048	6950124		chr12	6950059	6950060	NA	71.42857143	NA	NA	NA	NA	NA	NA
chr12	6950048	6950124		chr12	6950060	6950061	NA	83.33333333	NA	100	NA	NA	88.88888889	NA
chr12	6950048	6950124		chr12	6950071	6950072	NA	85.71428571	NA	NA	NA	NA	NA	NA
chr12	6950048	6950124		chr12	6950072	6950073	NA	100	NA	100	100	NA	100	NA
chr12	6950048	6950124		chr12	6950075	6950076	NA	85.71428571	NA	NA	NA	NA	NA	NA
chr12	6950048	6950124		chr12	6950076	6950077	NA	100	NA	100	85.71428571	NA	100	NA
chr12	6950048	6950124		chr12	6950087	6950088	NA	88.88888889	NA	NA	NA	NA	NA	NA
chr12	6950048	6950124		chr12	6950088	6950089	NA	NA	NA	87.5	100	NA	62.5	NA
chr12	11151547	11151623		.	-1	-1	.	.	.	.	.	.	.	.
chr12	12856674	12856750		.	-1	-1	.	.	.	.	.	.	.	.
chr12	29891231	29891307		.	-1	-1	.	.	.	.	.	.	.	.
chr12	45686188	45686264		.	-1	-1	.	.	.	.	.	.	.	.
chr12	56109190	56109266		.	-1	-1	.	.	.	.	.	.	.	.
chr12	56515019	56515095		chr12	56515087	56515088	NA	NA	NA	NA	NA	100	NA	NA
chr12	56515019	56515095		chr12	56515088	56515089	87.5	85.71428571	76.92307692	100	100	85.71428571	100	NA
chr12	56655746	56655822		chr12	56655815	56655816	87.5	100	90	100	NA	100	90.90909091	NA
chr12	57644583	57644659		.	-1	-1	.	.	.	.	.	.	.	.
chr12	57645033	57645109		.	-1	-1	.	.	.	.	.	.	.	.
chr12	58274939	58275015		.	-1	-1	.	.	.	.	.	.	.	.
chr12	61266934	61267010		.	-1	-1	.	.	.	.	.	.	.	.
chr12	68046830	68046906		chr12	68046854	68046855	100	93.75	91.66666667	90.90909091	100	83.33333333	80	100
chr12	68046830	68046906		chr12	68046855	68046856	NA	100	92.30769231	100	100	91.66666667	86.66666667	NA
chr12	75435287	75435363		.	-1	-1	.	.	.	.	.	.	.	.
chr12	76927132	76927208		.	-1	-1	.	.	.	.	.	.	.	.
chr12	96034205	96034281		chr12	96034253	96034254	85.71428571	66.66666667	76.92307692	76.92307692	44.44444444	90	62.5	57.14285714
chr12	96034205	96034281		chr12	96034254	96034255	85.71428571	75	72.72727273	56.25	53.33333333	62.5	87.5	57.14285714
chr12	101961182	101961258		.	-1	-1	.	.	.	.	.	.	.	.
chr12	105024398	105024474		chr12	105024442	105024443	NA	100	84.21052632	88.88888889	100	85.71428571	NA	NA
chr12	105024398	105024474		chr12	105024443	105024444	100	81.81818182	90	87.5	88.88888889	63.63636364	83.33333333	88.88888889
chr12	109059604	109059680		chr12	109059606	109059607	NA	NA	NA	83.33333333	NA	NA	100	NA
chr12	109059604	109059680		chr12	109059607	109059608	100	100	100	94.73684211	100	91.66666667	100	NA
chr12	109059604	109059680		chr12	109059616	109059617	NA	NA	NA	NA	NA	NA	100	NA
chr12	109059604	109059680		chr12	109059617	109059618	100	100	100	100	94.73684211	100	90	NA
chr12	109059604	109059680		chr12	109059670	109059671	NA	NA	NA	100	NA	NA	NA	NA
chr12	109059604	109059680		chr12	109059671	109059672	90	100	100	88.88888889	100	NA	100	NA
chr12	109059604	109059680		chr12	109059674	109059675	NA	NA	NA	100	100	NA	NA	NA
chr12	109059604	109059680		chr12	109059675	109059676	90	100	100	100	89.47368421	NA	100	NA
chr12	111358552	111358628		chr12	111358572	111358573	NA	100	87.5	100	100	100	NA	NA
chr12	111358552	111358628		chr12	111358573	111358574	NA	NA	NA	90	NA	NA	NA	NA
chr12	111598253	111598329		chr12	111598284	111598285	NA	NA	NA	0	NA	NA	NA	NA
chr12	115255908	115255984		.	-1	-1	.	.	.	.	.	.	.	.
chr12	115255936	115256012		.	-1	-1	.	.	.	.	.	.	.	.
chr12	117036628	117036704		chr12	117036646	117036647	NA	100	NA	100	NA	100	NA	NA
chr12	117036628	117036704		chr12	117036674	117036675	NA	87.5	NA	71.42857143	NA	NA	NA	NA
chr12	117036628	117036704		chr12	117036703	117036704	NA	100	NA	NA	NA	NA	NA	NA
chr12	120621169	120621245		chr12	120621192	120621193	100	90.90909091	94.73684211	100	90	100	NA	100
chr12	120621169	120621245		chr12	120621193	120621194	100	90.90909091	100	100	100	100	100	NA
chr12	120621169	120621245		chr12	120621215	120621216	85.71428571	91.66666667	94.73684211	100	88.88888889	100	100	83.33333333
chr12	120621169	120621245		chr12	120621216	120621217	100	100	100	100	77.77777778	100	100	NA
chr12	120621169	120621245		chr12	120621228	120621229	88.88888889	92.30769231	89.47368421	100	100	100	83.33333333	NA
chr12	120621169	120621245		chr12	120621229	120621230	100	100	NA	100	100	100	83.33333333	NA
chr12	122614555	122614631		chr12	122614565	122614566	100	100	95.83333333	100	92.85714286	100	100	NA
chr12	122614555	122614631		chr12	122614566	122614567	NA	100	100	100	NA	100	100	NA
chr12	122614555	122614631		chr12	122614602	122614603	87.5	100	95.45454545	100	100	100	88.88888889	NA
chr12	122614555	122614631		chr12	122614603	122614604	NA	87.5	NA	100	100	100	NA	NA
chr12	122614555	122614631		chr12	122614606	122614607	100	100	100	100	93.33333333	100	100	100
chr12	122614555	122614631		chr12	122614607	122614608	NA	100	NA	80	100	100	100	NA
chr12	122868898	122868974		chr12	122868900	122868901	NA	NA	NA	100	NA	80	NA	NA
chr12	122868898	122868974		chr12	122868901	122868902	NA	80	72.72727273	100	60	NA	87.5	NA
chr12	122868898	122868974		chr12	122868943	122868944	NA	NA	NA	75	NA	71.42857143	NA	NA
chr12	122868898	122868974		chr12	122868944	122868945	NA	80	54.54545455	80	77.77777778	71.42857143	50	NA
chr12	122868898	122868974		chr12	122868947	122868948	NA	NA	NA	100	NA	71.42857143	NA	NA
chr12	122868898	122868974		chr12	122868948	122868949	NA	90	83.33333333	90	100	75	37.5	NA
chr12	122868898	122868974		chr12	122868955	122868956	NA	NA	NA	100	NA	57.14285714	NA	NA
chr12	122868898	122868974		chr12	122868956	122868957	NA	88.88888889	66.66666667	90	90.90909091	50	37.5	NA
chr12	122868898	122868974		chr12	122868968	122868969	NA	NA	NA	NA	NA	71.42857143	NA	NA
chr12	122868898	122868974		chr12	122868969	122868970	NA	90	78.57142857	90	83.33333333	87.5	100	NA
chr12	124248851	124248927		.	-1	-1	.	.	.	.	.	.	.	.
chr12	125197426	125197502		chr12	125197489	125197490	72.72727273	66.66666667	61.53846154	100	84.61538462	100	58.33333333	87.5
chr12	125197426	125197502		chr12	125197490	125197491	91.66666667	80	42.85714286	90	85.71428571	75	100	75
chr12	128170402	128170478		chr12	128170435	128170436	70	41.66666667	44.44444444	46.15384615	55.55555556	66.66666667	73.33333333	NA
chr12	128170402	128170478		chr12	128170436	128170437	NA	NA	NA	25	NA	NA	NA	NA
chr12	130262889	130262965		.	-1	-1	.	.	.	.	.	.	.	.
chr12	130603920	130603996		.	-1	-1	.	.	.	.	.	.	.	.
chr12	130670685	130670761		.	-1	-1	.	.	.	.	.	.	.	.
chr12	130765331	130765407		chr12	130765353	130765354	100	95.45454545	86.36363636	100	94.44444444	93.75	91.30434783	NA
chr12	130765331	130765407		chr12	130765389	130765390	100	100	96.96969697	100	100	100	100	NA
chr12	130765331	130765407		chr12	130765390	130765391	NA	NA	NA	100	100	83.33333333	NA	NA
chr12	130961874	130961950		chr12	130961905	130961906	NA	100	85.71428571	87.5	83.33333333	NA	100	100
chr12	130961874	130961950		chr12	130961906	130961907	NA	95	100	89.47368421	100	100	86.66666667	100
chr12	130961874	130961950		chr12	130961915	130961916	NA	100	66.66666667	100	83.33333333	NA	100	83.33333333
chr12	130961874	130961950		chr12	130961916	130961917	NA	85	100	88.88888889	100	100	93.33333333	100
chr12	130961874	130961950		chr12	130961919	130961920	NA	85.71428571	100	100	85.71428571	NA	73.33333333	83.33333333
chr12	130961874	130961950		chr12	130961920	130961921	NA	95	100	88.88888889	85.71428571	80	92.30769231	100
chr12	132845261	132845337		chr12	132845327	132845328	88.88888889	100	85.71428571	81.81818182	NA	100	91.66666667	NA
chr12	132845261	132845337		chr12	132845328	132845329	NA	NA	100	NA	NA	NA	NA	NA
chr12	132845799	132845875		.	-1	-1	.	.	.	.	.	.	.	.
chr12	132865399	132865475		chr12	132865415	132865416	NA	NA	NA	100	NA	NA	100	NA
chr12	132865399	132865475		chr12	132865416	132865417	NA	100	100	100	100	100	100	100
chr12	132865399	132865475		chr12	132865417	132865418	NA	NA	NA	100	NA	NA	100	NA
chr12	132865399	132865475		chr12	132865418	132865419	NA	100	100	100	100	100	100	100
chr12	132865399	132865475		chr12	132865423	132865424	NA	NA	NA	100	NA	NA	NA	NA
chr12	132865399	132865475		chr12	132865424	132865425	NA	100	92.30769231	100	100	100	100	83.33333333
chr12	132865399	132865475		chr12	132865440	132865441	NA	NA	NA	NA	NA	NA	50	NA
chr12	132865399	132865475		chr12	132865441	132865442	NA	100	100	100	90.90909091	100	100	NA
chr12	133352352	133352428		.	-1	-1	.	.	.	.	.	.	.	.
chr13	21303002	21303078		chr13	21303046	21303047	NA	100	NA	100	NA	100	100	NA
chr13	21303002	21303078		chr13	21303047	21303048	NA	90.90909091	91.66666667	92.30769231	100	NA	100	100
chr13	21303002	21303078		chr13	21303060	21303061	NA	100	NA	66.66666667	NA	100	100	NA
chr13	21303002	21303078		chr13	21303061	21303062	NA	100	100	100	100	NA	100	100
chr13	21303002	21303078		chr13	21303071	21303072	NA	100	NA	NA	NA	NA	NA	NA
chr13	21303002	21303078		chr13	21303072	21303073	NA	95.23809524	95.23809524	91.66666667	100	100	90	100
chr13	21400250	21400326		.	-1	-1	.	.	.	.	.	.	.	.
chr13	23942104	23942180		.	-1	-1	.	.	.	.	.	.	.	.
chr13	26496728	26496804		.	-1	-1	.	.	.	.	.	.	.	.
chr13	30054365	30054441		.	-1	-1	.	.	.	.	.	.	.	.
chr13	35166925	35167001		.	-1	-1	.	.	.	.	.	.	.	.
chr13	38276132	38276208		chr13	38276178	38276179	NA	94.73684211	100	100	71.42857143	100	83.33333333	NA
chr13	38276132	38276208		chr13	38276179	38276180	NA	NA	100	NA	100	100	NA	NA
chr13	41109490	41109566		chr13	41109532	41109533	81.81818182	100	76.92307692	100	100	87.5	100	NA
chr13	41109490	41109566		chr13	41109533	41109534	90	100	83.33333333	100	100	100	100	100
chr13	41109523	41109599		chr13	41109532	41109533	81.81818182	100	76.92307692	100	100	87.5	100	NA
chr13	41109523	41109599		chr13	41109533	41109534	90	100	83.33333333	100	100	100	100	100
chr13	45966204	45966280		.	-1	-1	.	.	.	.	.	.	.	.
chr13	51011626	51011702		.	-1	-1	.	.	.	.	.	.	.	.
chr13	89179186	89179262		.	-1	-1	.	.	.	.	.	.	.	.
chr13	103532084	103532160		chr13	103532134	103532135	66.66666667	78.57142857	63.63636364	90	100	91.66666667	100	NA
chr13	103532084	103532160		chr13	103532135	103532136	NA	91.66666667	NA	75	100	100	70	NA
chr13	103532264	103532340		chr13	103532331	103532332	100	88.88888889	86.66666667	100	100	100	93.75	75
chr13	103532264	103532340		chr13	103532332	103532333	NA	91.66666667	100	80	87.5	100	93.33333333	87.5
chr13	103532274	103532350		chr13	103532331	103532332	100	88.88888889	86.66666667	100	100	100	93.75	75
chr13	103532274	103532350		chr13	103532332	103532333	NA	91.66666667	100	80	87.5	100	93.33333333	87.5
chr13	110591177	110591253		chr13	110591194	110591195	NA	NA	100	83.33333333	NA	NA	66.66666667	NA
chr13	110591177	110591253		chr13	110591195	110591196	NA	71.42857143	76.92307692	NA	100	63.63636364	100	NA
chr13	110591177	110591253		chr13	110591207	110591208	100	NA	87.5	85.71428571	83.33333333	NA	85.71428571	NA
chr13	110591177	110591253		chr13	110591208	110591209	NA	87.5	80	83.33333333	87.5	91.66666667	54.54545455	NA
chr13	110591177	110591253		chr13	110591227	110591228	100	100	100	100	NA	100	100	NA
chr13	110591177	110591253		chr13	110591228	110591229	NA	90	100	100	100	100	100	NA
chr13	110591177	110591253		chr13	110591229	110591230	100	85.71428571	87.5	90	NA	62.5	100	NA
chr13	110591177	110591253		chr13	110591230	110591231	NA	90	84.61538462	100	100	80	92.30769231	100
chr13	111562971	111563047		.	-1	-1	.	.	.	.	.	.	.	.
chr13	113648532	113648608		.	-1	-1	.	.	.	.	.	.	.	.
chr13	114064933	114065009		chr13	114064938	114064939	NA	25	NA	NA	NA	37.5	18.18181818	NA
chr13	114064933	114065009		chr13	114064939	114064940	NA	NA	27.27272727	20	NA	NA	35.71428571	NA
chr13	114064933	114065009		chr13	114064942	114064943	NA	0	NA	NA	NA	12.5	45.45454545	NA
chr13	114064933	114065009		chr13	114064943	114064944	33.33333333	NA	0	10	NA	NA	28.57142857	NA
chr13	114065822	114065898		.	-1	-1	.	.	.	.	.	.	.	.
chr13	114106344	114106420		.	-1	-1	.	.	.	.	.	.	.	.
chr13	114106570	114106646		chr13	114106587	114106588	NA	100	100	100	100	100	87.5	NA
chr13	114106570	114106646		chr13	114106588	114106589	NA	100	100	100	NA	100	100	NA
chr13	114106570	114106646		chr13	114106627	114106628	NA	100	NA	NA	100	100	100	NA
chr13	114106570	114106646		chr13	114106628	114106629	NA	100	100	100	NA	100	92.85714286	NA
chr13	114106570	114106646		chr13	114106634	114106635	NA	100	NA	NA	71.42857143	83.33333333	100	NA
chr13	114106570	114106646		chr13	114106635	114106636	NA	100	100	100	NA	100	100	NA
chr13	114106570	114106646		chr13	114106639	114106640	NA	100	NA	NA	NA	100	100	NA
chr13	114106570	114106646		chr13	114106640	114106641	NA	100	91.66666667	90	NA	100	100	NA
chr13	114107479	114107555		chr13	114107553	114107554	NA	NA	NA	83.33333333	NA	NA	NA	NA
chr13	114107715	114107791		chr13	114107749	114107750	NA	NA	NA	NA	85.71428571	NA	71.42857143	NA
chr13	114107715	114107791		chr13	114107750	114107751	NA	NA	NA	100	NA	NA	NA	NA
chr14	20904094	20904170		.	-1	-1	.	.	.	.	.	.	.	.
chr14	31859430	31859506		chr14	31859453	31859454	100	100	84.61538462	72.72727273	60	73.91304348	53.33333333	NA
chr14	31859430	31859506		chr14	31859454	31859455	83.33333333	88.88888889	85.71428571	44.44444444	55.55555556	87.5	46.15384615	40
chr14	31859440	31859516		chr14	31859453	31859454	100	100	84.61538462	72.72727273	60	73.91304348	53.33333333	NA
chr14	31859440	31859516		chr14	31859454	31859455	83.33333333	88.88888889	85.71428571	44.44444444	55.55555556	87.5	46.15384615	40
chr14	60001399	60001475		.	-1	-1	.	.	.	.	.	.	.	.
chr14	64680921	64680997		chr14	64680924	64680925	NA	NA	NA	NA	NA	100	NA	NA
chr14	64680921	64680997		chr14	64680925	64680926	83.33333333	100	80	100	50	100	100	NA
chr14	64680921	64680997		chr14	64680939	64680940	85.71428571	100	100	NA	100	100	100	NA
chr14	64681182	64681258		chr14	64681241	64681242	100	100	NA	100	NA	90	100	NA
chr14	64681182	64681258		chr14	64681242	64681243	NA	85.71428571	90.90909091	85.71428571	100	81.81818182	90.90909091	NA
chr14	64682627	64682703		chr14	64682673	64682674	NA	85.71428571	83.33333333	77.77777778	NA	NA	100	NA
chr14	64682837	64682913		.	-1	-1	.	.	.	.	.	.	.	.
chr14	70316563	70316639		.	-1	-1	.	.	.	.	.	.	.	.
chr14	75108550	75108626		.	-1	-1	.	.	.	.	.	.	.	.
chr14	76394348	76394424		chr14	76394378	76394379	100	100	85.71428571	87.5	100	NA	100	88.88888889
chr14	76630245	76630321		chr14	76630254	76630255	NA	81.25	91.66666667	NA	NA	100	81.81818182	NA
chr14	76630245	76630321		chr14	76630255	76630256	71.42857143	50	NA	NA	100	NA	NA	NA
chr14	76630245	76630321		chr14	76630275	76630276	NA	76.92307692	84.61538462	NA	NA	87.5	66.66666667	NA
chr14	76630245	76630321		chr14	76630276	76630277	NA	NA	NA	NA	100	NA	NA	NA
chr14	77730999	77731075		.	-1	-1	.	.	.	.	.	.	.	.
chr14	85779854	85779930		chr14	85779882	85779883	80	94.11764706	96.2962963	100	92.30769231	94.11764706	84.21052632	83.33333333
chr14	85779854	85779930		chr14	85779883	85779884	71.42857143	100	76.92307692	81.81818182	80	91.30434783	85	83.33333333
chr14	85779854	85779930		chr14	85779926	85779927	72.72727273	80	69.23076923	66.66666667	84.61538462	86.66666667	88.88888889	83.33333333
chr14	85779854	85779930		chr14	85779927	85779928	81.81818182	100	66.66666667	91.66666667	NA	91.30434783	70.58823529	72.72727273
chr14	92357878	92357954		.	-1	-1	.	.	.	.	.	.	.	.
chr14	94423117	94423193		.	-1	-1	.	.	.	.	.	.	.	.
chr14	94423875	94423951		.	-1	-1	.	.	.	.	.	.	.	.
chr14	94432087	94432163		.	-1	-1	.	.	.	.	.	.	.	.
chr14	94448418	94448494		chr14	94448435	94448436	NA	100	100	87.5	100	55.55555556	90.90909091	NA
chr14	95331391	95331467		.	-1	-1	.	.	.	.	.	.	.	.
chr14	95584948	95585024		chr14	95584982	95584983	NA	NA	NA	77.77777778	NA	NA	50	NA
chr14	95584948	95585024		chr14	95584983	95584984	83.33333333	82.35294118	75	90	71.42857143	100	73.33333333	NA
chr14	95584948	95585024		chr14	95585018	95585019	NA	NA	NA	85.71428571	100	NA	100	NA
chr14	95584948	95585024		chr14	95585019	95585020	66.66666667	100	100	83.33333333	87.5	NA	78.57142857	NA
chr14	101244467	101244543		.	-1	-1	.	.	.	.	.	.	.	.
chr14	101542975	101543051		chr14	101543043	101543044	NA	NA	NA	NA	NA	100	NA	NA
chr14	101542975	101543051		chr14	101543044	101543045	NA	NA	NA	NA	NA	NA	100	NA
chr14	102394698	102394774		.	-1	-1	.	.	.	.	.	.	.	.
chr14	103990586	103990662		.	-1	-1	.	.	.	.	.	.	.	.
chr14	104687294	104687370		chr14	104687353	104687354	NA	90	30.76923077	45.45454545	57.14285714	44.44444444	50	50
chr14	104687294	104687370		chr14	104687354	104687355	NA	NA	NA	42.85714286	NA	NA	NA	NA
chr14	105618501	105618577		.	-1	-1	.	.	.	.	.	.	.	.
chr14	105793235	105793311		.	-1	-1	.	.	.	.	.	.	.	.
chr14	105793479	105793555		.	-1	-1	.	.	.	.	.	.	.	.
chr15	25841787	25841863		.	-1	-1	.	.	.	.	.	.	.	.
chr15	25841950	25842026		.	-1	-1	.	.	.	.	.	.	.	.
chr15	25842036	25842112		.	-1	-1	.	.	.	.	.	.	.	.
chr15	31246197	31246273		chr15	31246237	31246238	NA	NA	83.33333333	NA	NA	NA	NA	NA
chr15	33165488	33165564		chr15	33165491	33165492	NA	100	100	71.42857143	NA	100	NA	NA
chr15	33165488	33165564		chr15	33165492	33165493	NA	87.5	93.75	100	100	88.88888889	100	NA
chr15	33165488	33165564		chr15	33165515	33165516	NA	87.5	NA	NA	NA	77.77777778	NA	NA
chr15	33165488	33165564		chr15	33165516	33165517	NA	85.71428571	83.33333333	100	85.71428571	100	80	NA
chr15	33165488	33165564		chr15	33165535	33165536	NA	100	NA	NA	NA	100	NA	NA
chr15	33165488	33165564		chr15	33165536	33165537	NA	100	100	90	100	100	76.92307692	NA
chr15	33165488	33165564		chr15	33165539	33165540	NA	88.88888889	NA	NA	NA	100	NA	NA
chr15	33165488	33165564		chr15	33165540	33165541	NA	100	100	27.27272727	25	100	92.85714286	NA
chr15	33165488	33165564		chr15	33165547	33165548	NA	100	NA	100	NA	100	NA	NA
chr15	33165488	33165564		chr15	33165548	33165549	NA	100	100	91.66666667	100	100	78.57142857	NA
chr15	33165488	33165564		chr15	33165551	33165552	NA	100	100	100	NA	100	NA	NA
chr15	33165488	33165564		chr15	33165552	33165553	NA	91.66666667	100	100	100	100	92.85714286	NA
chr15	42650587	42650663		chr15	42650637	42650638	NA	NA	NA	NA	0	NA	14.28571429	NA
chr15	42650587	42650663		chr15	42650638	42650639	NA	0	NA	0	NA	NA	NA	NA
chr15	42651011	42651087		chr15	42651011	42651012	100	100	100	91.66666667	100	88.88888889	100	100
chr15	50519299	50519375		.	-1	-1	.	.	.	.	.	.	.	.
chr15	55799852	55799928		.	-1	-1	.	.	.	.	.	.	.	.
chr15	57404005	57404081		.	-1	-1	.	.	.	.	.	.	.	.
chr15	58839480	58839556		chr15	58839512	58839513	NA	87.5	NA	NA	NA	NA	100	NA
chr15	58839480	58839556		chr15	58839513	58839514	100	91.66666667	66.66666667	100	81.81818182	89.47368421	72.22222222	NA
chr15	61946209	61946285		.	-1	-1	.	.	.	.	.	.	.	.
chr15	63270566	63270642		.	-1	-1	.	.	.	.	.	.	.	.
chr15	63372763	63372839		chr15	63372800	63372801	NA	63.63636364	73.33333333	77.77777778	NA	75	58.33333333	NA
chr15	65602248	65602324		chr15	65602316	65602317	100	100	92.30769231	100	100	100	100	NA
chr15	65602248	65602324		chr15	65602317	65602318	NA	95.65217391	95.45454545	100	88.23529412	100	100	75
chr15	68399146	68399222		chr15	68399201	68399202	NA	87.5	92.30769231	85.71428571	100	78.57142857	66.66666667	NA
chr15	68399146	68399222		chr15	68399202	68399203	100	66.66666667	69.23076923	100	87.5	100	78.57142857	83.33333333
chr15	72105805	72105881		chr15	72105805	72105806	NA	100	100	100	NA	NA	NA	NA
chr15	72105805	72105881		chr15	72105806	72105807	100	NA	100	66.66666667	NA	100	85.71428571	100
chr15	78295966	78296042		chr15	78295984	78295985	NA	NA	57.14285714	100	NA	NA	100	NA
chr15	78295966	78296042		chr15	78295985	78295986	NA	NA	92.85714286	85.71428571	83.33333333	100	100	NA
chr15	80818752	80818828		.	-1	-1	.	.	.	.	.	.	.	.
chr15	81648654	81648730		chr15	81648708	81648709	87.5	100	100	100	81.81818182	100	100	66.66666667
chr15	81648654	81648730		chr15	81648709	81648710	NA	78.57142857	73.33333333	70	85.71428571	100	84.21052632	100
chr15	86040453	86040529		chr15	86040460	86040461	80	81.25	92.30769231	88.23529412	91.66666667	84.61538462	83.33333333	NA
chr15	86040453	86040529		chr15	86040461	86040462	100	91.66666667	90	NA	100	100	100	NA
chr15	86040453	86040529		chr15	86040504	86040505	100	100	100	86.66666667	NA	77.77777778	80	NA
chr15	86040453	86040529		chr15	86040505	86040506	100	100	NA	100	88.88888889	100	100	NA
chr15	89693581	89693657		.	-1	-1	.	.	.	.	.	.	.	.
chr15	99650237	99650313		.	-1	-1	.	.	.	.	.	.	.	.
chr15	99715850	99715926		.	-1	-1	.	.	.	.	.	.	.	.
chr15	102193341	102193417		.	-1	-1	.	.	.	.	.	.	.	.
chr16	1147754	1147830		chr16	1147770	1147771	NA	85.71428571	100	NA	NA	100	NA	NA
chr16	1147754	1147830		chr16	1147771	1147772	100	100	100	NA	NA	100	92.30769231	100
chr16	1147754	1147830		chr16	1147780	1147781	NA	100	100	NA	NA	100	NA	NA
chr16	1147754	1147830		chr16	1147781	1147782	100	100	90.90909091	NA	NA	72.72727273	92.85714286	100
chr16	1147754	1147830		chr16	1147822	1147823	NA	NA	100	83.33333333	NA	100	NA	NA
chr16	1147754	1147830		chr16	1147823	1147824	NA	100	100	NA	NA	93.75	100	NA
chr16	2140329	2140405		chr16	2140355	2140356	85.71428571	80	68.18181818	62.5	66.66666667	85.71428571	88.88888889	50
chr16	2140329	2140405		chr16	2140356	2140357	83.33333333	70	50	77.77777778	71.42857143	50	83.33333333	NA
