CpG. Probe	chr	start	"Average of all tissues, not lung"	Fibrotic Average	Lung Average	Leukocyte Average
cg01787944	1	2928145	0.92351982	-1	-1	0.9645
cg01789978	4	528576	0.923217117	-1	-1	0.9684625
cg01791338	1	70606906	0.856233333	-1	-1	0.9421375
cg01792876	8	116684801	0.821927027	-1	-1	0.9488625
cg01801842	7	72413471	0.922768468	-1	-1	0.9223875
cg01806258	1	228682590	0.893652252	-1	-1	0.961575
cg01808762	5	179563866	0.924862162	-1	-1	0.9643625
cg01812047	1	44482771	0.813785586	-1	-1	0.9649375
cg01812947	2	240904978	0.926169369	-1	-1	0.9186125
cg01814898	1	110530427	0.841895495	-1	-1	0.9611625
cg01821005	X	30266537	0.838363063	-1	-1	0.932575
cg01824948	14	102057263	0.939666667	-1	-1	0.9029375
cg01826117	16	85181279	0.800506306	-1	-1	0.9335875
cg01831527	12	130106865	0.950030631	0.486175	0.978275	0.9714625
cg01833044	8	1759492	0.958054955	-1	-1	0.945625
cg01834878	11	56259243	0.892147748	-1	-1	0.9319625
cg01836861	6	46094735	0.8934	-1	-1	0.9521625
cg01838853	12	109716837	0.868965766	-1	-1	0.9655375
cg01842719	2	241658550	0.938299099	-1	-1	0.9239875
cg01851632	2	219131114	0.821924324	-1	-1	0.9006875
cg01853390	11	62677518	0.922724324	-1	-1	0.9060375
cg01854499	8	102054564	0.876843243	-1	-1	0.908275
cg01862180	7	1792902	0.893002703	-1	-1	0.968175
cg01865786	2	60743489	0.821359459	-1	-1	0.9227
cg01866148	8	38306034	0.912781081	-1	-1	0.9051125
cg01868347	2	38817587	0.853453153	-1	-1	0.9502625
cg01869136	14	56755262	0.926320721	-1	-1	0.949925
cg01869618	8	143397339	0.953575676	-1	-1	0.956275
cg01871829	7	6696120	0.933796396	-1	-1	0.9237875
cg01872840	2	97513895	0.819322523	-1	-1	0.9184125
cg01876771	3	61939159	0.8728	-1	-1	0.90545
cg01880691	6	33218759	0.870063964	-1	-1	0.9470875
cg01883917	6	30314540	0.905055856	-1	-1	0.9527125
cg01887881	8	8997420	0.908907207	-1	-1	0.9398625
cg01888044	17	19617307	0.958212613	-1	-1	0.962975
cg01889169	7	927986	0.891951351	-1	-1	0.960775
cg01891209	1	44401222	0.889594595	-1	-1	0.92675
cg01895333	3	109035405	0.942885586	0.465625	0.920375	0.9690375
cg01900364	19	11649194	0.867025225	-1	-1	0.9016875
cg01901022	13	112874796	0.862693694	-1	-1	0.933475
cg01902059	17	80671131	0.876552252	-1	-1	0.9595375
cg01903523	5	6750369	0.883443243	-1	-1	0.920375
cg01906733	5	6491443	0.886711712	0.43665	0.8891	0.9133
cg01906797	6	84905020	0.907045045	-1	-1	0.965925
cg01911529	1	27994223	0.902053153	-1	-1	0.9434625
cg01911678	12	133302035	0.930651351	-1	-1	0.9730875
cg01916743	1	2238932	0.918573874	-1	-1	0.94855
cg01918081	7	98988510	0.907952252	-1	-1	0.9114
cg01923272	1	237167524	0.861392793	-1	-1	0.908475
cg01933559	7	62809321	0.935630631	0.462925	0.948075	0.9398
cg01933917	7	737039	0.85218018	-1	-1	0.924875
cg01937399	7	5233952	0.97299009	0.4831	0.97065	0.9708875
cg01938359	5	1335135	0.945036937	-1	-1	0.92735
cg01938570	9	129593426	0.877064865	-1	-1	0.9391
cg01946510	16	88039257	0.929582883	0.43715	0.914675	0.91045
cg01948844	21	47807045	0.851984685	-1	-1	0.9072625
cg01949837	8	133143837	0.916815315	-1	-1	0.95395
cg01950810	6	31598385	0.827877477	-1	-1	0.9332375
cg01953069	9	139804179	0.886136036	-1	-1	0.9158
cg01958928	8	81081594	0.802742342	-1	-1	0.9062
cg01960575	17	73321676	0.880736036	-1	-1	0.9157875
cg01966522	3	126236504	0.857664865	-1	-1	0.9437875
cg01969683	8	23341028	0.924361261	-1	-1	0.962875
cg01969759	8	53301169	0.937962162	-1	-1	0.9319125
cg01971224	1	109801661	0.877454054	0.44485	0.92975	0.9363625
cg01971755	1	200967863	0.851984685	-1	-1	0.9291875
cg01975093	11	62474759	0.835602703	-1	-1	0.9648875
cg01975934	8	119970761	0.817117117	-1	-1	0.9316375
cg01987065	7	158550278	0.925107207	0.46245	0.960775	0.945425
cg01990695	6	168416740	0.831181982	0.385725	0.375825	0.9490625
cg01991150	11	46407677	0.916601802	-1	-1	0.968475
cg01991234	19	16013809	0.882542342	-1	-1	0.9104375
cg01994252	12	130670747	0.867704505	0.439375	0.9193	0.9017375
cg02002125	2	631818	0.860517117	0.399475	0.847775	0.933275
cg02006095	1	181382291	0.871805405	-1	-1	0.9463
cg02014134	8	144733030	0.916558559	-1	-1	0.957025
cg02015823	16	50584989	0.800095495	-1	-1	0.9402
cg02015848	6	31922132	0.877627928	-1	-1	0.922525
cg02018544	19	45391646	0.901654955	-1	-1	0.96275
cg02023895	17	40010041	0.878054054	-1	-1	0.971325
cg02028023	5	662907	0.901253153	-1	-1	0.955775
cg02031849	8	145620185	0.901171171	-1	-1	0.9515125
cg02032097	3	46755916	0.934718919	-1	-1	0.9457125
cg02039689	5	1088570	0.890579279	-1	-1	0.96215
cg02043172	15	41820721	0.902104505	-1	-1	0.935475
cg02046854	7	2699640	0.806804505	-1	-1	0.9120625
cg02046941	19	11707472	0.915593694	-1	-1	0.9481125
cg02047601	10	135107088	0.894309009	-1	-1	0.9019875
cg02052845	17	79658835	0.904504505	-1	-1	0.9485125
cg02054200	6	161563629	0.909491892	0.398175	0.89785	0.95015
cg02056918	10	324049	0.952493694	-1	-1	0.9386875
cg02057013	7	1778923	0.893040541	-1	-1	0.9555375
cg02059950	16	88094335	0.921818919	-1	-1	0.969575
cg02062466	12	105712307	0.89028018	0.37325	0.9149	0.967325
cg02064740	1	151146902	0.871548649	-1	-1	0.9137875
cg02065707	7	158903832	0.891904505	-1	-1	0.906075
cg02068318	2	234355785	0.881890991	-1	-1	0.9498375
cg02075822	7	75365585	0.865388288	-1	-1	0.9009625
cg02076964	9	140327534	0.880887387	-1	-1	0.9183375
cg02083322	6	151185666	0.857456757	0.407075	0.873575	0.9025
cg02087332	11	120119213	0.847397297	-1	-1	0.9168
cg02088626	1	226596422	0.914438739	-1	-1	0.9276
cg02092149	17	19581939	0.910013514	-1	-1	0.962525
cg02094071	8	92113770	0.907068468	-1	-1	0.9583375
cg02103653	5	111504758	0.896412613	0.411575	0.829825	0.9310125
cg02106116	2	174074460	0.888043243	-1	-1	0.9348625
cg02109189	13	112611279	0.912418018	-1	-1	0.9496875
cg02113751	2	242179412	0.902979279	-1	-1	0.9686125
cg02116794	10	32341127	0.846117117	-1	-1	0.9630875
cg02121612	5	356571	0.89399009	-1	-1	0.9216625
cg02127411	6	32186496	0.90765045	-1	-1	0.941675
cg02128572	17	3716214	0.918622523	-1	-1	0.965575
cg02128981	11	58904901	0.96671982	-1	-1	0.9606125
cg02133694	2	10566553	0.90293964	-1	-1	0.940825
cg02136635	12	111348709	0.868641441	-1	-1	0.9263625
cg02140159	12	131217388	0.912013514	0.4542	0.896875	0.90485
cg02141726	2	129493678	0.901059459	-1	-1	0.9523
cg02143936	11	12284949	0.800601802	-1	-1	0.9261125
cg02149193	12	132512069	0.936076577	-1	-1	0.9428375
cg02154436	16	88826569	0.945410811	0.47235	0.95085	0.9380125
cg02154456	1	235530015	0.888902703	-1	-1	0.9379125
cg02161534	5	39721549	0.924156757	-1	-1	0.9611
cg02165151	5	1546960	0.92163964	-1	-1	0.952375
cg02171718	2	1921046	0.910432432	-1	-1	0.9451125
cg02172216	10	131514248	0.889131532	-1	-1	0.9580875
cg02172402	7	110764536	0.921672072	-1	-1	0.952925
cg02172891	10	134593761	0.960885586	-1	-1	0.9546
cg02172915	6	44211962	0.914883784	-1	-1	0.9335
cg02181080	10	7564424	0.902379279	-1	-1	0.935125
cg02187988	7	138677596	0.898122523	-1	-1	0.9404
cg02189017	7	158933456	0.898891892	-1	-1	0.9396125
cg02195925	X	147800074	0.823069369	-1	-1	0.9063875
cg02202589	2	241101064	0.858941441	-1	-1	0.902675
cg02206375	17	45889969	0.920065766	-1	-1	0.94545
cg02212811	6	137248538	0.913791892	-1	-1	0.9616375
cg02213214	7	7170845	0.853672072	-1	-1	0.9442
cg02222235	14	106095532	0.923574775	-1	-1	0.94035
cg02224819	3	169754231	0.891222523	-1	-1	0.912175
cg02227969	12	120536722	0.939538739	0.47435	0.967	0.9417
cg02228226	8	143857045	0.940336937	-1	-1	0.9526625
cg02236913	1	20005598	0.909428829	-1	-1	0.9530375
cg02240013	3	48680392	0.856598198	-1	-1	0.922875
cg02240370	10	101996963	0.881572973	0.380925	0.842325	0.9261625
cg02241357	4	80885279	0.859395495	-1	-1	0.9550625
cg02243278	8	2076984	0.877726126	-1	-1	0.94145
cg02245417	2	32293342	0.930037838	-1	-1	0.9673875
cg02257048	17	78880031	0.959184685	0.463025	0.923275	0.959525
cg02260823	3	125457948	0.89576036	-1	-1	0.9207625
cg02261174	19	52216726	0.973483784	-1	-1	0.978525
cg02269091	15	78462248	0.913981982	-1	-1	0.960275
cg02271343	11	72464203	0.870089189	-1	-1	0.91505
cg02273779	12	131164421	0.900406306	-1	-1	0.92325
cg02279082	2	236417590	0.868582883	-1	-1	0.9312
cg02280599	11	23325737	0.906572072	-1	-1	0.940575
cg02287142	2	242998277	0.858190991	-1	-1	0.9110375
cg02290264	1	244616177	0.921447748	-1	-1	0.9681375
cg02295023	1	165910942	0.947492793	-1	-1	0.943625
cg02298038	8	144786802	0.906825225	-1	-1	0.9425875
cg02301031	6	31964288	0.813756757	-1	-1	0.9036125
cg02302165	1	178751288	0.89420991	-1	-1	0.9323625
cg02305164	19	1798227	0.818131532	-1	-1	0.918175
cg02310165	8	10892734	0.962399099	0.45925	0.9469	0.950125
cg02318596	3	88188181	0.875377477	-1	-1	0.940875
cg02345758	19	56349119	0.884768468	-1	-1	0.9631375
cg02346563	11	8084670	0.847290991	-1	-1	0.9578625
cg02349468	5	1093661	0.805309009	0.41405	0.459575	0.939875
cg02350295	16	3784620	0.871395495	0.455025	0.918625	0.9568
cg02350767	15	99250527	0.874945946	-1	-1	0.9604375
cg02353427	2	25079600	0.846293694	-1	-1	0.91845
cg02364970	17	77921375	0.859323423	-1	-1	0.9554875
cg02370815	7	18831390	0.881117117	-1	-1	0.9176125
cg02379684	5	154181831	0.972497297	0.4882	0.98065	0.9765875
cg02381767	5	19892845	0.871836937	0.38995	0.8729	0.925225
cg02384419	7	104568180	0.906118018	-1	-1	0.9581125
cg02387675	12	130683325	0.904690991	-1	-1	0.9104375
cg02388276	6	170744041	0.967681081	-1	-1	0.9598375
cg02389825	4	2575339	0.858263063	-1	-1	0.9290375
cg02391400	1	237032112	0.926578378	-1	-1	0.9563125
cg02396005	5	1524950	0.932099099	-1	-1	0.9445375
cg02397525	19	39666095	0.969604505	-1	-1	0.9385875
cg02400162	7	57710252	0.947369369	-1	-1	0.9432625
cg02411529	8	93062790	0.912275676	0.42075	0.89495	0.9605
cg02419835	5	60625717	0.802857658	0.4164	0.51195	0.903175
cg02423579	7	2872169	0.908165766	-1	-1	0.9691
cg02428072	3	169900473	0.86829009	-1	-1	0.930575
cg02433139	10	346807	0.950324324	-1	-1	0.9553875
cg02439937	17	73996867	0.898838739	-1	-1	0.9256375
cg02443148	7	37533599	0.941991892	0.47465	0.964375	0.9566375
cg02455232	9	139349150	0.867305405	-1	-1	0.9663125
cg02459016	15	94768612	0.920362162	-1	-1	0.967375
cg02460314	10	101841285	0.941163964	-1	-1	0.975825
cg02467692	2	234681522	0.84796036	-1	-1	0.9330875
cg02470923	13	22392755	0.937954054	-1	-1	0.931025
cg02476374	16	1204932	0.858631532	0.4816	0.378175	0.9114375
cg02480077	8	86934762	0.911392793	-1	-1	0.924675
cg02480602	6	137518909	0.883368468	0.40175	0.8712	0.9401875
cg02482003	1	181046756	0.864710811	-1	-1	0.92275
cg02482150	1	2008365	0.874345946	-1	-1	0.9452125
cg02483043	10	134536498	0.826358559	-1	-1	0.9485
cg02484343	16	2284734	0.945864865	-1	-1	0.9551
cg02490182	8	103563653	0.881194595	-1	-1	0.91925
cg02490718	2	149631191	0.905322523	-1	-1	0.93895
cg02497963	17	80812328	0.961232432	-1	-1	0.9483625
cg02501978	4	5570208	0.933625225	-1	-1	0.9203625
cg02504622	3	150238257	0.907499099	-1	-1	0.927625
cg02513392	12	112601463	0.981452252	0.491325	0.98985	0.974725
cg02516800	11	59659903	0.855144144	-1	-1	0.9423625
cg02520593	12	109015999	0.852528829	-1	-1	0.90695
cg02520660	3	52441080	0.877104505	-1	-1	0.944025
cg02527375	3	41724686	0.861646847	-1	-1	0.90505
cg02527739	7	72657899	0.907981081	-1	-1	0.9427
cg02528112	7	156754734	0.862641441	-1	-1	0.940625
cg02531431	2	23853232	0.900025225	-1	-1	0.93405
cg02545688	3	194143461	0.873934234	-1	-1	0.9318625
cg02548199	16	11264705	0.879678378	-1	-1	0.9415875
cg02550069	4	181749222	0.832179279	-1	-1	0.9705875
cg02550537	15	25450131	0.867006306	-1	-1	0.923025
cg02553655	5	150029718	0.917812613	0.4629	0.958125	0.95565
cg02563922	16	920048	0.915073874	-1	-1	0.904875
cg02565132	2	109559473	0.84945045	-1	-1	0.955375
cg02565891	1	202171505	0.914971171	-1	-1	0.9580625
cg02578327	2	668370	0.856410811	-1	-1	0.9228625
cg02579494	7	129594061	0.873872973	-1	-1	0.9048125
cg02580409	6	24535222	0.910754955	-1	-1	0.9362375
cg02582754	6	160327345	0.870457658	-1	-1	0.962975
cg02583234	1	22157799	0.968386486	-1	-1	0.96285
cg02584537	10	131569018	0.938451351	-1	-1	0.948225
cg02584624	11	114121292	0.971252252	-1	-1	0.9669375
cg02595378	4	763997	0.890594595	-1	-1	0.9155125
cg02600347	7	148334227	0.888236036	-1	-1	0.9337625
cg02602545	11	74161010	0.912463063	-1	-1	0.955675
cg02604304	7	64451414	0.859233333	-1	-1	0.916925
cg02604799	3	138231780	0.872826126	-1	-1	0.927325
cg02611466	7	101901707	0.87169009	0.386425	0.866925	0.934875
cg02612657	2	13879237	0.94386036	-1	-1	0.9454125
cg02614683	11	68153951	0.971663063	0.4884	0.4908	0.9756125
cg02616647	4	14446755	0.883286486	-1	-1	0.9095625
cg02618968	17	79410544	0.939118018	-1	-1	0.940025
cg02621087	7	123277601	0.870915315	-1	-1	0.94815
cg02622542	3	184527511	0.86967027	-1	-1	0.9248875
cg02630349	1	978667	0.97445045	-1	-1	0.97095
cg02630854	3	177652347	0.807204505	-1	-1	0.94755
cg02631868	2	242190788	0.897663063	-1	-1	0.95605
cg02634762	1	2839859	0.911267568	-1	-1	0.924575
cg02639435	10	13534679	0.926009009	-1	-1	0.9682625
cg02643667	21	43786699	0.910697297	-1	-1	0.959875
cg02643835	3	44598699	0.874843243	-1	-1	0.9026875
cg02645993	6	170674463	0.862886486	-1	-1	0.91945
cg02650028	21	47418282	0.906666667	-1	-1	0.9251375
cg02652978	16	81944263	0.931035135	-1	-1	0.9080125
cg02658564	4	3447935	0.967597297	-1	-1	0.9722875
cg02658681	6	100584308	0.877731532	-1	-1	0.9131625
cg02660119	19	56196747	0.965959459	-1	-1	0.970475
cg02665660	2	240309681	0.899912613	-1	-1	0.9486
cg02669727	1	109642057	0.917673874	-1	-1	0.9065875
cg02671382	1	120457856	0.887702703	-1	-1	0.9477125
cg02675260	11	64135691	0.942696396	0.48885	0.97605	0.9672125
cg02681858	2	39965301	0.902512613	-1	-1	0.9745375
cg02692075	4	53886883	0.876417117	-1	-1	0.9529125
cg02693150	8	96040122	0.822422523	-1	-1	0.913425
cg02695906	3	135643169	0.912564865	-1	-1	0.9416875
cg02697427	16	29196668	0.826671171	0.339375	0.25405	0.9080625
cg02700472	19	2822608	0.934591892	-1	-1	0.9715
cg02702041	9	91996229	0.862536036	-1	-1	0.9464375
cg02703235	6	30123198	0.837144144	-1	-1	0.9142875
cg02709064	8	142264163	0.963402703	-1	-1	0.9637375
cg02710119	21	45078694	0.893541441	-1	-1	0.9657875
cg02712222	6	7314903	0.905964865	-1	-1	0.92515
cg02715304	11	67381183	0.854857658	-1	-1	0.9357125
cg02716401	8	41668188	0.953992793	-1	-1	0.970825
cg02720342	5	142276783	0.897988288	-1	-1	0.9525375
cg02722618	6	31852980	0.945381081	0.463975	0.94505	0.9250125
cg02723458	7	138391286	0.828069369	-1	-1	0.93375
cg02723688	6	33163745	0.828287387	-1	-1	0.960225
cg02723718	7	99520026	0.922488288	-1	-1	0.9393375
cg02724404	15	100274248	0.86154955	-1	-1	0.9525375
cg02725259	8	62048493	0.905645946	-1	-1	0.936075
cg02734955	7	4210983	0.807508108	-1	-1	0.936475
cg02737418	1	147384040	0.899595495	-1	-1	0.93125
cg02740435	21	47551220	0.871541441	-1	-1	0.907425
cg02747280	16	89202817	0.883237838	-1	-1	0.96555
cg02747563	7	157289477	0.916071171	-1	-1	0.97515
cg02749984	4	141418478	0.917931532	0.4378	0.917225	0.9624875
cg02759903	2	28515960	0.840474775	-1	-1	0.9329125
cg02761960	18	77507709	0.973111712	-1	-1	0.9821
cg02764416	6	31852426	0.945779279	-1	-1	0.9555625
cg02767633	5	2253242	0.938083784	-1	-1	0.9591125
cg02767634	5	179036637	0.869096396	-1	-1	0.9422625
cg02771684	1	117901042	0.892220721	-1	-1	0.9470375
cg02776119	7	131016452	0.855856757	0.3446	0.692475	0.9297875
cg02778678	20	62037503	0.933317117	-1	-1	0.9613625
cg02781268	4	71706646	0.861351351	-1	-1	0.9263875
cg02781280	10	134538426	0.903886486	-1	-1	0.9394875
cg02782292	4	144433846	0.852356757	-1	-1	0.9354625
cg02783662	1	212605266	0.869611712	-1	-1	0.95385
cg02787560	16	3998777	0.940447748	0.481425	0.98025	0.966625
cg02788633	7	1483537	0.937275676	-1	-1	0.9464625
cg02788798	3	103645700	0.885417117	-1	-1	0.933675
cg02802289	7	160024	0.888454955	-1	-1	0.9317
cg02813931	10	65956613	0.955516216	-1	-1	0.9303875
cg02817421	10	88414271	0.830194595	-1	-1	0.9040875
cg02821416	6	2842941	0.889374775	-1	-1	0.92245
cg02822037	19	5135388	0.887506306	-1	-1	0.94415
cg02823300	3	8481749	0.938962162	-1	-1	0.90075
cg02831383	1	3329820	0.881933333	-1	-1	0.928275
cg02832915	2	70188531	0.811823423	-1	-1	0.9473125
cg02850401	12	133178636	0.945810811	0.41595	0.854	0.9360375
cg02850934	9	98788085	0.895544144	-1	-1	0.96035
cg02853107	4	41984968	0.946643243	-1	-1	0.9566
cg02860696	12	132935480	0.908362162	0.234225	0.9469	0.9597
cg02861541	1	35220251	0.842651351	-1	-1	0.9216125
cg02861775	6	166344351	0.823572973	0.445975	0.939625	0.923375
cg02862867	1	201797597	0.805194595	-1	-1	0.9039875
cg02864377	6	33374147	0.919309009	-1	-1	0.95825
cg02870960	3	122334717	0.832290991	-1	-1	0.927925
cg02873541	11	111206925	0.869172973	0.427375	0.872775	0.9118
cg02876221	4	134545513	0.830399099	-1	-1	0.905725
cg02877269	2	233409115	0.825103604	-1	-1	0.9113125
cg02879136	10	127966455	0.897803604	-1	-1	0.9001375
cg02879438	13	113425003	0.901482883	-1	-1	0.9062
cg02882493	16	1508309	0.874036937	-1	-1	0.935175
cg02883829	16	68301407	0.897168468	-1	-1	0.932975
cg02887726	6	29641082	0.827820721	-1	-1	0.9739375
cg02892893	2	1488516	0.942386486	-1	-1	0.9301
cg02893204	10	576012	0.970138739	-1	-1	0.9636
cg02900136	14	50049393	0.86298018	-1	-1	0.925175
cg02906377	16	1448489	0.839883784	-1	-1	0.903175
cg02906725	13	103426972	0.92528018	-1	-1	0.9538625
cg02906827	16	84217575	0.819035135	-1	-1	0.908075
cg02910194	3	173438075	0.856518018	-1	-1	0.9244375
cg02911492	11	67017791	0.837096396	-1	-1	0.92195
cg02913918	1	181767609	0.887102703	-1	-1	0.9401625
cg02915776	8	93889911	0.867092793	-1	-1	0.902675
cg02915805	1	91460456	0.908867568	-1	-1	0.9535625
cg02920045	3	73434063	0.910705405	-1	-1	0.9406875
cg02920449	16	2320411	0.887408108	-1	-1	0.956325
cg02922150	16	1514587	0.918259459	-1	-1	0.9292875
cg02925831	8	36874159	0.881756757	-1	-1	0.946625
cg02939356	3	46875760	0.88550991	-1	-1	0.9527625
cg02954052	3	194324527	0.931176577	0.459225	0.919575	0.9682875
cg02955476	16	71550297	0.973378378	-1	-1	0.9645125
cg02957408	14	34273113	0.82126036	-1	-1	0.9023875
cg02966236	2	85262076	0.904218018	-1	-1	0.9477875
cg02967198	16	84797528	0.876540541	-1	-1	0.9145
cg02967289	16	21649081	0.932040541	-1	-1	0.9183375
cg02968175	16	4690020	0.900244144	-1	-1	0.9587
cg02971392	X	70887792	0.900525225	-1	-1	0.9393625
cg02974456	16	86378930	0.931404505	-1	-1	0.9665375
cg02975223	4	68750080	0.886895495	-1	-1	0.93725
cg02978013	1	24972744	0.91524955	-1	-1	0.955
cg02978262	7	32582769	0.882071171	-1	-1	0.9344
cg02985694	4	123300456	0.918176577	-1	-1	0.9202125
cg02988763	7	87994688	0.875516216	-1	-1	0.9334125
cg02989645	13	59398014	0.939665766	0.45865	0.948575	0.93765
cg02990439	17	4875527	0.856013514	-1	-1	0.953875
cg02997735	19	44096738	0.890816216	-1	-1	0.9490125
cg02998427	2	242955553	0.887818919	-1	-1	0.934375
cg02999476	16	427684	0.931864865	-1	-1	0.9681875
cg03001867	16	47047897	0.858852252	-1	-1	0.907875
cg03003746	1	1102833	0.916553153	-1	-1	0.9552
cg03005040	15	82119192	0.845917117	-1	-1	0.9354125
cg03013892	6	134954675	0.925299099	-1	-1	0.9016375
cg03015585	22	43523322	0.877277477	-1	-1	0.9373125
cg03016571	17	48844124	0.890464865	-1	-1	0.956025
cg03017920	4	3505905	0.921944144	-1	-1	0.9552375
cg03018678	16	54352341	0.857238739	-1	-1	0.90895
cg03025825	17	1975245	0.808875676	-1	-1	0.956475
cg03027013	14	95157380	0.935525225	-1	-1	0.9141625
cg03037437	2	232263444	0.90039009	-1	-1	0.9482
cg03042537	2	27264194	0.896254054	-1	-1	0.9302625
cg03048457	19	36128262	0.971204505	-1	-1	0.9721
cg03050473	7	50512766	0.87422973	-1	-1	0.9235
cg03055733	1	979268	0.88858018	-1	-1	0.936675
cg03058371	1	155198391	0.86095045	-1	-1	0.93055
cg03061892	7	135434923	0.890192793	-1	-1	0.9369625
cg03062544	13	113440521	0.921168468	0.43365	0.909125	0.9710625
cg03063943	8	848452	0.809172072	-1	-1	0.9134875
cg03064403	2	242754596	0.819982883	-1	-1	0.9191375
cg03072483	17	78327711	0.947291892	-1	-1	0.9371375
cg03078141	4	129721849	0.825435135	-1	-1	0.909075
cg03078593	12	26789311	0.895287387	0.381675	0.84335	0.9406
cg03083680	9	139317015	0.873101802	-1	-1	0.9320625
cg03084923	6	2636289	0.957578378	-1	-1	0.9517625
cg03087163	5	178956073	0.878027027	-1	-1	0.964225
cg03087996	6	109614293	0.902907207	-1	-1	0.929425
cg03094285	4	8617738	0.936172973	-0.023825	0.965775	0.9564
cg03098981	21	37021315	0.816730631	-1	-1	0.915975
cg03108419	19	1476376	0.956945045	0.48065	0.4779	0.9549625
cg03112243	7	1895458	0.899581081	-1	-1	0.933
cg03112772	4	82157455	0.903781081	-1	-1	0.933975
cg03114253	1	158122905	0.890032432	-1	-1	0.9167625
cg03118960	7	4736129	0.88877027	0.47365	0.947575	0.9210125
cg03121538	16	30017856	0.851331532	-1	-1	0.9472
cg03125955	8	17903536	0.875667568	-1	-1	0.9660125
cg03129103	7	70599643	0.902397297	-1	-1	0.943325
cg03137700	2	32905314	0.88642973	-1	-1	0.9478125
cg03141526	3	194106934	0.853342342	-1	-1	0.9435
cg03141879	10	3180309	0.948534234	-1	-1	0.94525
cg03142411	4	3375410	0.945957658	-1	-1	0.9373125
cg03146012	7	131831483	0.882061261	-1	-1	0.9372125
cg03148739	11	420777	0.892641441	-1	-1	0.9387125
cg03150210	16	14200854	0.91766036	-1	-1	0.956725
cg03150647	16	88761332	0.918243243	-1	-1	0.9701875
cg03152720	4	2399925	0.893542342	-1	-1	0.908025
cg03156396	16	816177	0.916203604	-1	-1	0.907175
cg03157922	11	108628756	0.934557658	-1	-1	0.959375
cg03174038	16	2134317	0.961190991	-1	-1	0.967125
cg03175513	8	18528041	0.904982883	-1	-1	0.953125
cg03183176	4	145772621	0.922618018	-1	-1	0.960825
cg03183215	10	1252341	0.901700901	-1	-1	0.9033375
cg03184368	4	40555722	0.884556757	-1	-1	0.9099
cg03187713	7	51330698	0.886277477	-1	-1	0.915425
cg03197762	15	89765952	0.910881081	-1	-1	0.9511875
cg03198678	3	194381165	0.900663063	-0.53545	0.840625	0.9549875
cg03199221	3	65364705	0.90212973	-1	-1	0.94835
cg03200136	6	33405517	0.876917117	-1	-1	0.93415
cg03201262	10	101835788	0.969371171	-1	-1	0.970625
cg03207674	7	1523569	0.915427928	-1	-1	0.908475
cg03208044	1	113337251	0.913018919	-1	-1	0.943575
cg03215714	12	132564653	0.87569009	-1	-1	0.965325
cg03216884	6	56514787	0.851543243	-1	-1	0.9522375
