PeakID (cmd=annotatePeaks.pl pc-site.txt hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
0-177	chr14	104870210	104870210	+	0	NA	Intergenic	Intergenic	-175811	NM_001008404	400258	Hs.153827	NM_001008404	ENSG00000184601	C14orf180	C14orf77|NRAC	chromosome 14 open reading frame 180	protein-coding
0-254	chr3	55995053	55995053	+	0	NA	intron (NM_015576, intron 11 of 16)	AluSz6|SINE|Alu	-108431	NR_037502	100500875		NR_037502	ENSG00000264013	MIR3938	-	microRNA 3938	ncRNA
0-36	chr2	159857605	159857605	+	0	NA	5' UTR (NM_001145909, exon 2 of 27)	5' UTR (NM_001145909, exon 2 of 27)	32459	NM_001145909	85461	Hs.61590	NM_033394	ENSG00000115183	TANC1	ROLSB|TANC	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	protein-coding
0-397	chr7	128229639	128229639	+	0	NA	Intergenic	L1ME3B|LINE|L1	-51656	NR_024368	402483	Hs.722350	NM_001039682		LINC01000	-	long intergenic non-protein coding RNA 1000	ncRNA
0-121	chr16	69654377	69654377	+	0	NA	intron (NM_001113178, intron 2 of 14)	AluJo|SINE|Alu	54508	NM_006599	10725	Hs.371987	NM_006599	ENSG00000102908	NFAT5	NF-AT5|NFATL1|NFATZ|OREBP|TONEBP	nuclear factor of activated T-cells 5	protein-coding
0-166	chr2	36490476	36490476	+	0	NA	Intergenic	Intergenic	92237	NR_037631	100288911	Hs.432924	NR_037631		LOC100288911	-	uncharacterized LOC100288911	ncRNA
0-156	chr16	84021670	84021670	+	0	NA	intron (NM_001329749, intron 4 of 11)	L1MEe|LINE|L1	19433	NM_001329748	54550	Hs.140950	NM_019065	ENSG00000103154	NECAB2	EFCBP2|stip-2	N-terminal EF-hand calcium binding protein 2	protein-coding
0-3	chr7	100957105	100957105	+	0	NA	3' UTR (NM_001130820, exon 4 of 4)	3' UTR (NM_001130820, exon 4 of 4)	5517	NR_110115	101927746	Hs.698373	NR_110115		LOC101927746	-	uncharacterized LOC101927746	ncRNA
0-411	chr6	167008524	167008524	+	0	NA	intron (NM_001006932, intron 2 of 21)	MIR3|SINE|MIR	32241	NM_021135	6196	Hs.655277	NM_021135	ENSG00000071242	RPS6KA2	HU-2|MAPKAPK1C|RSK|RSK3|S6K-alpha|S6K-alpha2|p90-RSK3|p90RSK2|pp90RSK3	ribosomal protein S6 kinase A2	protein-coding
0-80	chr12	88123045	88123045	+	0	NA	Intergenic	Intergenic	55443	NR_033410	400058	Hs.572212	NR_033410		MKRN9P	MKRN5|MKRN9|MKRNP6|RNF65|ZNF127L3	makorin ring finger protein 9, pseudogene	pseudo
0-226	chr8	12576373	12576373	+	0	NA	promoter-TSS (NR_049875)	promoter-TSS (NR_049875)	-263	NR_049875	100847066		NR_049875	ENSG00000266318	MIR5692A1	-	microRNA 5692a-1	ncRNA
0-142	chr2	17192133	17192133	+	0	NA	Intergenic	Intergenic	-344999	NM_030797	81553	Hs.467769	NM_030797	ENSG00000197872	FAM49A	-	family with sequence similarity 49 member A	protein-coding
0-464	chr10	649686	649686	+	0	NA	intron (NM_014974, intron 1 of 36)	MLT1D|LTR|ERVL-MaLR	38032	NR_049884	100847086		NR_049884	ENSG00000263511	MIR5699	mir-5699	microRNA 5699	ncRNA
0-287	chr5	112776179	112776179	+	0	NA	intron (NM_001085377, intron 1 of 18)	L2c|LINE|L2	-5451	NM_032028	83942	Hs.519507	NM_032028	ENSG00000212122	TSSK1B	FKSG81|SPOGA4|STK22D|TSK1|TSSK1	testis specific serine kinase 1B	protein-coding
0-450	chr1	224195483	224195483	+	0	NA	intron (NR_136590, intron 3 of 3)	L1MC4|LINE|L1	15051	NR_136593	100287497	Hs.568390	NR_136590		LOC100287497	-	septin 7 pseudogene	pseudo
0-220	chr6	65358058	65358058	+	0	NA	intron (NM_001292009, intron 22 of 43)	MLT1G|LTR|ERVL-MaLR	-653253	NM_001271675	441155	Hs.546686	NM_001271675		LOC441155	-	zinc finger CCCH-type domain-containing-like	protein-coding
0-363	chr7	156009406	156009406	+	0	NA	Intergenic	Intergenic	228876	NR_038232	285889	Hs.407095	NR_038232	ENSG00000233878	LOC285889	-	uncharacterized LOC285889	ncRNA
0-86	chr17	55949329	55949329	+	0	NA	intron (NM_001292025, intron 5 of 10)	intron (NM_001292025, intron 5 of 10)	-21896	NM_016070	51649	Hs.5836	NM_016070	ENSG00000181610	MRPS23	CGI-138|HSPC329|MRP-S23	mitochondrial ribosomal protein S23	protein-coding
0-278	chr14	99398635	99398635	+	0	NA	Intergenic	Intergenic	220685	NM_001346979	283598	Hs.448754	NM_182560	ENSG00000176605	C14orf177	-	chromosome 14 open reading frame 177	protein-coding
0-114	chr3	66600640	66600640	+	0	NA	Intergenic	Intergenic	-49795	NM_015541	26018	Hs.518055	NM_015541	ENSG00000144749	LRIG1	LIG-1|LIG1	leucine rich repeats and immunoglobulin like domains 1	protein-coding
0-357	chr11	78103585	78103585	+	0	NA	intron (NM_080491, intron 1 of 9)	intron (NM_080491, intron 1 of 9)	25283	NM_080491	9846	Hs.429434	NM_012296	ENSG00000033327	GAB2	-	GRB2 associated binding protein 2	protein-coding
0-404	chr6	112011667	112011667	+	0	NA	intron (NM_002037, intron 12 of 13)	L2|LINE|L2	29598	NM_153047	2534	Hs.390567	NM_002037	ENSG00000010810	FYN	SLK|SYN|p59-FYN	FYN proto-oncogene, Src family tyrosine kinase	protein-coding
0-217	chr7	128999435	128999435	+	0	NA	intron (NM_001130720, intron 1 of 16)	intron (NM_001130720, intron 1 of 16)	-8529	NM_001130723	23382	Hs.600789	NM_015328	ENSG00000158467	AHCYL2	ADOHCYASE3|IRBIT2	adenosylhomocysteinase like 2	protein-coding
0-54	chr11	69152503	69152503	+	0	NA	Intergenic	L1ME1|LINE|L1	-87936	NM_001319657	102724265	Hs.448669	NM_001319657	ENSG00000255980	LOC102724265	-	uncharacterized LOC102724265	protein-coding
0-291	chr1	54266908	54266908	+	0	NA	intron (NR_033142, intron 9 of 16)	intron (NR_033142, intron 9 of 16)	37317	NM_001168551	55706	Hs.476525	NM_018087	ENSG00000058804	NDC1	NET3|TMEM48	NDC1 transmembrane nucleoporin	protein-coding
0-222	chr1	99225849	99225849	+	0	NA	non-coding (NR_033716, exon 9 of 9)	non-coding (NR_033716, exon 9 of 9)	98613	NM_015976	51375	Hs.197015	NM_015976	ENSG00000162627	SNX7	-	sorting nexin 7	protein-coding
0-162	chr6	84213702	84213702	+	0	NA	Intergenic	Intergenic	-8492	NM_001170423	167681	Hs.98381	NM_153362	ENSG00000146250	PRSS35	C6orf158|dJ223E3.1	protease, serine 35	protein-coding
0-34	chr17	35423227	35423227	+	0	NA	Intergenic	Intergenic	32185	NR_036056	100422969		NR_036056	ENSG00000276326	MIR2909	-	microRNA 2909	ncRNA
0-261	chr7	104618547	104618547	+	0	NA	Intergenic	Intergenic	13065	NR_039981	100216546	Hs.369356	NR_039981		LINC01004	-	long intergenic non-protein coding RNA 1004	ncRNA
0-143	chr3	87281750	87281750	+	0	NA	intron (NM_001244644, intron 1 of 4)	intron (NM_001244644, intron 1 of 4)	5337	NM_001244644	25978	Hs.476930	NM_014043	ENSG00000083937	CHMP2B	ALS17|CHMP2.5|DMT1|VPS2-2|VPS2B	charged multivesicular body protein 2B	protein-coding
0-312	chr5	34422264	34422264	+	0	NA	Intergenic	MER11D|LTR|ERVK	-234169	NM_015577	26064	Hs.431400	NM_015577	ENSG00000039560	RAI14	NORPEG|RAI13	retinoic acid induced 14	protein-coding
0-171	chr6	109251705	109251705	+	0	NA	intron (NM_032131, intron 11 of 17)	L1MEe|LINE|L1	-6399	NR_104137	101929716		NR_104137		ARMC2-AS1	-	ARMC2 antisense RNA 1	ncRNA
0-133	chr2	180196376	180196376	+	0	NA	Intergenic	L1PA16|LINE|L1	-67026	NM_178123	91404	Hs.30977	NM_178123	ENSG00000187231	SESTD1	SOLO	SEC14 and spectrin domain containing 1	protein-coding
0-118	chr16	81961949	81961949	+	0	NA	intron (NM_002661, intron 23 of 32)	intron (NM_002661, intron 23 of 32)	83144	NM_145168	93517	Hs.87779	NM_145168	ENSG00000184860	SDR42E1	HSPC105	short chain dehydrogenase/reductase family 42E, member 1	protein-coding
0-490	chr10	132214048	132214048	+	0	NA	Intergenic	L1MEc|LINE|L1	279375	NM_001321980	10539	Hs.42644	NM_006541	ENSG00000108010	GLRX3	GLRX4|GRX3|GRX4|PICOT|TXNL2|TXNL3	glutaredoxin 3	protein-coding
0-225	chr11	69579490	69579490	+	0	NA	Intergenic	Intergenic	10681	NM_002007	2249	Hs.1755	NM_002007	ENSG00000075388	FGF4	HBGF-4|HST|HST-1|HSTF1|K-FGF|KFGF	fibroblast growth factor 4	protein-coding
0-335	chr5	11345295	11345295	+	0	NA	intron (NR_109988, intron 7 of 21)	intron (NR_109988, intron 7 of 21)	243734	NM_001288716	1501	Hs.314543	NM_001332	ENSG00000169862	CTNND2	GT24|NPRAP	catenin delta 2	protein-coding
0-145	chr7	124891544	124891544	+	0	NA	intron (NR_110182, intron 1 of 4)	AluSg|SINE|Alu	12801	NR_110182	101928254	Hs.571236	NR_110182	ENSG00000219445	LOC101928254	-	uncharacterized LOC101928254	ncRNA
0-419	chr14	88464137	88464137	+	0	NA	Intergenic	L1PA15|LINE|L1	-4128	NM_001201402	2581	Hs.513439	NM_000153	ENSG00000054983	GALC	-	galactosylceramidase	protein-coding
0-22	chr3	162565942	162565942	+	0	NA	Intergenic	Intergenic	455147	NR_033945	647107	Hs.408584	NR_033945	ENSG00000241369	LINC01192	CT64	long intergenic non-protein coding RNA 1192	ncRNA
0-392	chr2	180103075	180103075	+	0	NA	intron (NM_178123, intron 1 of 17)	intron (NM_178123, intron 1 of 17)	26275	NM_178123	91404	Hs.30977	NM_178123	ENSG00000187231	SESTD1	SOLO	SEC14 and spectrin domain containing 1	protein-coding
0-13	chr3	170192120	170192120	+	0	NA	intron (NR_135557, intron 1 of 2)	intron (NR_135557, intron 1 of 2)	7047	NR_135556	101928583	Hs.407600	NR_135555	ENSG00000013297	LOC101928583	-	uncharacterized LOC101928583	ncRNA
0-293	chr6	40837259	40837259	+	0	NA	Intergenic	AluSx1|SINE|Alu	153760	NR_110873	101929555	Hs.552555	NR_110873		LOC101929555	-	uncharacterized LOC101929555	ncRNA
0-424	chr13	109761433	109761433	+	0	NA	intron (NM_001198950, intron 28 of 34)	MER106B|DNA|hAT-Charlie	58218	NR_047700	100885782	Hs.655942	NR_047700	ENSG00000236242	MYO16-AS1	-	MYO16 antisense RNA 1	ncRNA
0-440	chr6	157358533	157358533	+	0	NA	intron (NM_020732, intron 5 of 19)	intron (NM_020732, intron 5 of 19)	-257668	NR_039676	100616154		NR_039676	ENSG00000271899	MIR4466	mir-4466	microRNA 4466	ncRNA
0-415	chr10	3912481	3912481	+	0	NA	Intergenic	AluSx1|SINE|Alu	36339	NR_134490	105376365	Hs.460114	NR_134490	ENSG00000230573	LOC105376365	-	uncharacterized LOC105376365	ncRNA
0-7	chr1	191814353	191814353	+	0	NA	Intergenic	A-rich|Low_complexity|Low_complexity	-313239	NM_130782	64407	Hs.440890	NM_130782	ENSG00000150681	RGS18	RGS13	regulator of G-protein signaling 18	protein-coding
0-281	chr20	8535883	8535883	+	0	NA	intron (NM_182734, intron 3 of 32)	intron (NM_182734, intron 3 of 32)	306532	NR_046809	100874337	Hs.662218	NR_046809		PLCB1-IT1	-	PLCB1 intronic transcript 1	ncRNA
0-377	chr2	111037622	111037622	+	0	NA	Intergenic	Intergenic	-4808	NR_049830	100847033		NR_049830	ENSG00000263881	MIR4436B2	-	microRNA 4436b-2	ncRNA
0-44	chr8	58265155	58265155	+	0	NA	intron (NR_125818, intron 6 of 8)	AluJb|SINE|Alu	8809	NR_125818	101929488	Hs.407557	NR_125818	ENSG00000253871	LOC101929488	-	uncharacterized LOC101929488	ncRNA
