chr	start	end	not_musc_avg	musc_average	dist	leuk_average	chr	start	end	als.1.meth	als.1.unmeth	als.2.meth	als.2.unmeth	als.3.meth	als.3.unmeth	als.4.meth	als.4.unmeth	ctrl.1.meth	ctrl.1.unmeth	ctrl.2.meth	ctrl.2.unmeth	ctrl.3.meth	ctrl.3.unmeth	ctrl.4.meth	ctrl.4.unmeth
chr1	12609158	12609459	0.812199099	0.37975	0.432449099	0.96135	chr1	12609292	12609293	6	2	NA	NA	NA	NA	5	1	4	2	7	1	4	4	5	1
chr1	12609158	12609459	0.812199099	0.37975	0.432449099	0.96135	chr1	12609305	12609306	NA	NA	NA	NA	4	2	9	3	NA	NA	NA	NA	NA	NA	NA	NA
chr1	12609158	12609459	0.812199099	0.37975	0.432449099	0.96135	chr1	12609306	12609307	5	2	NA	NA	NA	NA	NA	NA	5	1	5	5	4	2	5	1
chr1	12609158	12609459	0.812199099	0.37975	0.432449099	0.96135	chr1	12609448	12609449	NA	NA	3	4	11	0	10	1	NA	NA	NA	NA	2	4	NA	NA
chr1	12625809	12626110	0.856065766	0.452566667	0.403499099	0.9500125	chr1	12625874	12625875	9	1	8	0	3	3	10	2	7	1	10	2	10	0	6	0
chr1	12625809	12626110	0.856065766	0.452566667	0.403499099	0.9500125	chr1	12625970	12625971	9	2	10	1	NA	NA	NA	NA	8	0	12	1	NA	NA	NA	NA
chr1	12625809	12626110	0.856065766	0.452566667	0.403499099	0.9500125	chr1	12625971	12625972	7	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	12625809	12626110	0.856065766	0.452566667	0.403499099	0.9500125	chr1	12625987	12625988	11	3	11	0	6	0	NA	NA	11	0	11	3	NA	NA	NA	NA
chr1	12625809	12626110	0.856065766	0.452566667	0.403499099	0.9500125	chr1	12625988	12625989	7	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	12625809	12626110	0.856065766	0.452566667	0.403499099	0.9500125	chr1	12626068	12626069	10	2	12	1	10	0	8	3	12	0	9	0	NA	NA	NA	NA
chr1	12625809	12626110	0.856065766	0.452566667	0.403499099	0.9500125	chr1	12626069	12626070	NA	NA	7	0	NA	NA	6	1	NA	NA	NA	NA	6	1	NA	NA
chr1	16342005	16342306	0.928425225	0.4535	0.474925225	0.96355	chr1	16342134	16342135	NA	NA	8	0	NA	NA	6	0	NA	NA	6	0	NA	NA	NA	NA
chr1	16342005	16342306	0.928425225	0.4535	0.474925225	0.96355	chr1	16342135	16342136	NA	NA	6	0	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16342005	16342306	0.928425225	0.4535	0.474925225	0.96355	chr1	16342167	16342168	NA	NA	10	0	NA	NA	8	0	NA	NA	8	0	6	0	NA	NA
chr1	16342005	16342306	0.928425225	0.4535	0.474925225	0.96355	chr1	16342168	16342169	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16342005	16342306	0.928425225	0.4535	0.474925225	0.96355	chr1	16342171	16342172	NA	NA	10	0	NA	NA	8	0	NA	NA	8	0	6	0	NA	NA
chr1	16342005	16342306	0.928425225	0.4535	0.474925225	0.96355	chr1	16342172	16342173	NA	NA	6	0	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16342005	16342306	0.928425225	0.4535	0.474925225	0.96355	chr1	16342225	16342226	NA	NA	9	1	6	1	6	1	NA	NA	8	0	7	0	6	0
chr1	16342005	16342306	0.928425225	0.4535	0.474925225	0.96355	chr1	16342252	16342253	NA	NA	11	0	7	0	6	0	NA	NA	7	0	7	0	NA	NA
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966206	16966207	NA	NA	NA	NA	6	0	7	0	NA	NA	6	1	NA	NA	NA	NA
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966362	16966363	NA	NA	7	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966387	16966388	NA	NA	8	0	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966410	16966411	NA	NA	7	0	NA	NA	NA	NA	NA	NA	6	0	NA	NA	7	0
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966413	16966414	NA	NA	8	0	NA	NA	NA	NA	NA	NA	6	0	NA	NA	7	0
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966428	16966429	NA	NA	9	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	9	0
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966436	16966437	NA	NA	9	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	9	0
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966447	16966448	NA	NA	6	0	11	0	NA	NA	NA	NA	5	1	NA	NA	10	0
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966456	16966457	NA	NA	4	2	10	0	NA	NA	NA	NA	7	0	NA	NA	9	0
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966476	16966477	NA	NA	7	0	10	0	NA	NA	NA	NA	9	0	6	0	9	0
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966479	16966480	NA	NA	7	0	10	0	NA	NA	NA	NA	9	0	6	0	9	0
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966480	16966481	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966488	16966489	NA	NA	5	1	10	0	NA	NA	NA	NA	10	0	7	0	9	0
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966489	16966490	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966494	16966495	NA	NA	6	0	10	0	NA	NA	NA	NA	10	0	6	0	9	0
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966495	16966496	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966497	16966498	NA	NA	6	0	10	0	NA	NA	NA	NA	10	1	5	1	9	0
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966498	16966499	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	16966204	16966505	0.805543243	0.436733333	0.36880991	0.9014875	chr1	16966504	16966505	NA	NA	NA	NA	10	0	NA	NA	NA	NA	10	1	6	0	8	0
chr1	30511598	30511899	0.815589189	0.458666667	0.356922523	0.914175	chr1	30511600	30511601	NA	NA	NA	NA	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	30511598	30511899	0.815589189	0.458666667	0.356922523	0.914175	chr1	30511601	30511602	13	3	13	1	19	5	17	3	8	3	12	1	9	1	9	0
chr1	30511598	30511899	0.815589189	0.458666667	0.356922523	0.914175	chr1	30511676	30511677	13	1	10	4	14	4	9	6	NA	NA	12	0	3	4	8	0
chr1	30511598	30511899	0.815589189	0.458666667	0.356922523	0.914175	chr1	30511777	30511778	NA	NA	8	0	7	1	10	1	NA	NA	10	0	NA	NA	8	0
chr1	30511598	30511899	0.815589189	0.458666667	0.356922523	0.914175	chr1	30511816	30511817	NA	NA	5	4	NA	NA	10	1	NA	NA	2	7	NA	NA	NA	NA
chr1	30511598	30511899	0.815589189	0.458666667	0.356922523	0.914175	chr1	30511817	30511818	NA	NA	1	5	NA	NA	10	2	NA	NA	6	3	NA	NA	6	0
chr1	30511598	30511899	0.815589189	0.458666667	0.356922523	0.914175	chr1	30511841	30511842	NA	NA	9	0	8	0	11	1	NA	NA	14	0	NA	NA	NA	NA
chr1	30511598	30511899	0.815589189	0.458666667	0.356922523	0.914175	chr1	30511842	30511843	NA	NA	10	1	NA	NA	8	1	NA	NA	5	1	7	1	NA	NA
chr1	32664831	32665132	0.808536937	0.495983333	0.312553604	0.9451375	chr1	32664910	32664911	6	0	14	3	9	2	9	2	8	2	7	1	NA	NA	NA	NA
chr1	32664831	32665132	0.808536937	0.495983333	0.312553604	0.9451375	chr1	32664911	32664912	4	2	6	3	8	4	13	1	11	0	7	0	13	3	NA	NA
chr1	32664831	32665132	0.808536937	0.495983333	0.312553604	0.9451375	chr1	32665098	32665099	NA	NA	10	1	14	0	11	1	11	0	6	1	7	2	10	0
chr1	32664831	32665132	0.808536937	0.495983333	0.312553604	0.9451375	chr1	32665099	32665100	11	0	9	0	7	0	13	0	13	1	9	0	16	1	6	1
chr1	32664831	32665132	0.808536937	0.495983333	0.312553604	0.9451375	chr1	32665110	32665111	NA	NA	12	0	12	2	16	0	13	0	8	0	11	0	12	0
chr1	32664831	32665132	0.808536937	0.495983333	0.312553604	0.9451375	chr1	32665111	32665112	7	3	13	0	8	1	12	0	14	1	8	0	17	0	9	1
chr1	33864857	33865158	0.805078378	0.48445	0.320628378	0.95895	chr1	33865113	33865114	NA	NA	3	11	6	9	1	7	4	8	1	9	5	2	1	6
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859130	36859131	NA	NA	7	1	8	0	7	0	NA	NA	7	0	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859131	36859132	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859134	36859135	NA	NA	10	0	8	0	7	0	NA	NA	6	0	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859135	36859136	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859142	36859143	6	2	12	0	8	0	6	1	NA	NA	5	1	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859143	36859144	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859157	36859158	7	1	12	0	8	1	6	0	NA	NA	6	0	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859158	36859159	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859179	36859180	6	0	10	0	6	0	6	0	NA	NA	NA	NA	NA	NA	6	0
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859180	36859181	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859196	36859197	NA	NA	11	0	6	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859209	36859210	5	1	10	0	6	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859215	36859216	6	0	10	1	6	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859224	36859225	6	1	10	1	6	0	7	0	NA	NA	NA	NA	NA	NA	7	0
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859225	36859226	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859227	36859228	7	0	10	1	6	0	5	2	NA	NA	NA	NA	NA	NA	5	2
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859228	36859229	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859230	36859231	7	0	8	0	NA	NA	7	1	NA	NA	NA	NA	NA	NA	7	0
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859231	36859232	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859277	36859278	4	2	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859278	36859279	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859400	36859401	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	36859122	36859423	0.807458559	0.457416667	0.350041892	0.9198	chr1	36859401	36859402	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	38467554	38467855	0.867884685	0.404866667	0.463018018	0.9351375	chr1	38467612	38467613	12	1	15	3	7	0	12	0	12	2	12	0	21	2	6	0
chr1	38467554	38467855	0.867884685	0.404866667	0.463018018	0.9351375	chr1	38467613	38467614	5	2	11	1	17	1	8	1	16	2	9	0	7	4	NA	NA
chr1	38467554	38467855	0.867884685	0.404866667	0.463018018	0.9351375	chr1	38467685	38467686	12	0	21	1	11	0	11	2	15	0	20	1	18	1	6	0
chr1	38467554	38467855	0.867884685	0.404866667	0.463018018	0.9351375	chr1	38467686	38467687	10	0	19	1	21	0	22	0	15	1	16	2	16	4	11	1
chr1	52210354	52210655	0.826487387	0.44205	0.384437387	0.9162875	chr1	52210370	52210371	8	2	20	2	18	4	12	1	10	2	14	3	23	0	8	2
chr1	52210354	52210655	0.826487387	0.44205	0.384437387	0.9162875	chr1	52210371	52210372	8	1	20	1	17	2	11	1	17	0	14	4	12	5	6	0
chr1	54859771	54860072	0.883561261	0.467816667	0.415744595	0.9481375	chr1	54859781	54859782	4	3	3	7	6	13	2	4	2	6	3	5	7	7	NA	NA
chr1	54859771	54860072	0.883561261	0.467816667	0.415744595	0.9481375	chr1	54859782	54859783	1	5	7	11	4	15	4	8	2	10	5	14	1	6	NA	NA
chr1	54859771	54860072	0.883561261	0.467816667	0.415744595	0.9481375	chr1	54859803	54859804	NA	NA	4	6	3	16	1	9	0	6	0	6	2	12	NA	NA
chr1	54859771	54860072	0.883561261	0.467816667	0.415744595	0.9481375	chr1	54859804	54859805	2	8	1	19	2	18	2	10	1	18	1	19	0	6	NA	NA
chr1	55024694	55024995	0.831656757	0.471816667	0.35984009	0.9362375	chr1	55024718	55024719	NA	NA	8	0	5	1	NA	NA	NA	NA	NA	NA	5	1	NA	NA
chr1	55024694	55024995	0.831656757	0.471816667	0.35984009	0.9362375	chr1	55024719	55024720	12	2	13	3	12	1	10	0	11	1	13	0	17	1	NA	NA
chr1	55024694	55024995	0.831656757	0.471816667	0.35984009	0.9362375	chr1	55024816	55024817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	NA	NA
chr1	55024694	55024995	0.831656757	0.471816667	0.35984009	0.9362375	chr1	55024817	55024818	NA	NA	NA	NA	16	2	6	0	12	0	10	4	12	0	5	1
chr1	55024694	55024995	0.831656757	0.471816667	0.35984009	0.9362375	chr1	55024830	55024831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1	NA	NA
chr1	55024694	55024995	0.831656757	0.471816667	0.35984009	0.9362375	chr1	55024831	55024832	NA	NA	NA	NA	22	1	6	1	9	1	8	2	11	1	NA	NA
chr1	55024694	55024995	0.831656757	0.471816667	0.35984009	0.9362375	chr1	55024838	55024839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	NA	NA
chr1	55024694	55024995	0.831656757	0.471816667	0.35984009	0.9362375	chr1	55024839	55024840	NA	NA	NA	NA	20	2	6	0	10	0	10	1	11	1	NA	NA
chr1	55024694	55024995	0.831656757	0.471816667	0.35984009	0.9362375	chr1	55024912	55024913	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	9	0	NA	NA
chr1	55024694	55024995	0.831656757	0.471816667	0.35984009	0.9362375	chr1	55024913	55024914	NA	NA	NA	NA	15	0	7	0	7	0	NA	NA	9	0	NA	NA
chr1	55024694	55024995	0.831656757	0.471816667	0.35984009	0.9362375	chr1	55024919	55024920	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	9	0	NA	NA
chr1	55024694	55024995	0.831656757	0.471816667	0.35984009	0.9362375	chr1	55024920	55024921	NA	NA	NA	NA	13	1	8	0	7	0	NA	NA	9	0	NA	NA
chr1	55024694	55024995	0.831656757	0.471816667	0.35984009	0.9362375	chr1	55024936	55024937	NA	NA	NA	NA	NA	NA	6	1	NA	NA	NA	NA	9	0	NA	NA
chr1	55024694	55024995	0.831656757	0.471816667	0.35984009	0.9362375	chr1	55024937	55024938	NA	NA	NA	NA	8	2	8	0	NA	NA	NA	NA	8	0	NA	NA
chr1	55024694	55024995	0.831656757	0.471816667	0.35984009	0.9362375	chr1	55024938	55024939	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	9	0	NA	NA
chr1	55024694	55024995	0.831656757	0.471816667	0.35984009	0.9362375	chr1	55024939	55024940	NA	NA	NA	NA	10	0	8	0	NA	NA	NA	NA	8	0	NA	NA
chr1	55024694	55024995	0.831656757	0.471816667	0.35984009	0.9362375	chr1	55024970	55024971	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	59893042	59893343	0.808321622	0.352916667	0.455404955	0.9168	chr1	59893140	59893141	6	0	17	1	6	1	11	1	10	2	6	1	10	4	NA	NA
chr1	59893042	59893343	0.808321622	0.352916667	0.455404955	0.9168	chr1	59893141	59893142	4	2	12	4	18	2	9	3	7	0	8	1	16	2	7	0
chr1	64067544	64067845	0.883706306	0.455416667	0.42828964	0.96955	chr1	64067735	64067736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1	6	0	NA	NA
chr1	64067544	64067845	0.883706306	0.455416667	0.42828964	0.96955	chr1	64067736	64067737	NA	NA	7	1	7	0	NA	NA	14	1	6	1	10	2	NA	NA
chr1	64067544	64067845	0.883706306	0.455416667	0.42828964	0.96955	chr1	64067743	64067744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	6	0	NA	NA
chr1	64067544	64067845	0.883706306	0.455416667	0.42828964	0.96955	chr1	64067744	64067745	NA	NA	8	0	6	1	NA	NA	15	0	7	0	12	0	NA	NA
chr1	64067544	64067845	0.883706306	0.455416667	0.42828964	0.96955	chr1	64067754	64067755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	2	5	3	NA	NA
chr1	64067544	64067845	0.883706306	0.455416667	0.42828964	0.96955	chr1	64067755	64067756	NA	NA	10	0	5	1	NA	NA	13	0	7	1	12	1	5	1
chr1	64067544	64067845	0.883706306	0.455416667	0.42828964	0.96955	chr1	64067781	64067782	NA	NA	NA	NA	NA	NA	NA	NA	6	0	7	0	NA	NA	NA	NA
chr1	64067544	64067845	0.883706306	0.455416667	0.42828964	0.96955	chr1	64067782	64067783	NA	NA	NA	NA	8	1	8	0	12	1	6	2	17	1	7	1
chr1	64067544	64067845	0.883706306	0.455416667	0.42828964	0.96955	chr1	64067798	64067799	NA	NA	NA	NA	NA	NA	NA	NA	6	0	7	0	NA	NA	NA	NA
chr1	64067544	64067845	0.883706306	0.455416667	0.42828964	0.96955	chr1	64067799	64067800	NA	NA	NA	NA	11	0	9	0	11	1	8	0	16	2	8	0
chr1	64067544	64067845	0.883706306	0.455416667	0.42828964	0.96955	chr1	64067805	64067806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA
chr1	64067544	64067845	0.883706306	0.455416667	0.42828964	0.96955	chr1	64067806	64067807	NA	NA	NA	NA	10	1	9	0	12	0	8	0	16	2	7	0
chr1	68225563	68225864	0.832634234	0.483216667	0.349417568	0.9131875	chr1	68225659	68225660	8	0	11	2	4	5	12	1	NA	NA	7	0	8	2	NA	NA
chr1	68225563	68225864	0.832634234	0.483216667	0.349417568	0.9131875	chr1	68225660	68225661	9	2	10	0	16	3	7	1	9	0	8	3	10	3	6	1
chr1	68225563	68225864	0.832634234	0.483216667	0.349417568	0.9131875	chr1	68225698	68225699	NA	NA	14	0	6	0	9	2	NA	NA	6	0	10	1	NA	NA
chr1	68225563	68225864	0.832634234	0.483216667	0.349417568	0.9131875	chr1	68225699	68225700	13	0	14	0	26	1	12	0	7	0	8	0	13	0	7	0
chr1	68225563	68225864	0.832634234	0.483216667	0.349417568	0.9131875	chr1	68225832	68225833	NA	NA	NA	NA	NA	NA	8	0	NA	NA	7	0	6	0	NA	NA
chr1	68225563	68225864	0.832634234	0.483216667	0.349417568	0.9131875	chr1	68225833	68225834	12	0	14	0	15	0	8	0	9	1	7	2	7	1	9	0
chr1	71632094	71632395	0.810024324	0.440033333	0.369990991	0.943875	chr1	71632250	71632251	11	0	6	1	8	2	3	3	7	0	5	3	11	1	NA	NA
chr1	71632094	71632395	0.810024324	0.440033333	0.369990991	0.943875	chr1	71632251	71632252	6	1	7	3	14	0	15	0	11	2	12	0	3	3	NA	NA
chr1	76839882	76840183	0.843282883	0.4654	0.377882883	0.9442125	chr1	76840060	76840061	NA	NA	9	1	14	4	13	1	6	3	6	5	11	4	6	1
chr1	76839882	76840183	0.843282883	0.4654	0.377882883	0.9442125	chr1	76840061	76840062	4	3	9	2	11	5	4	4	8	0	10	3	11	3	NA	NA
chr1	86533982	86534283	0.818443243	0.463983333	0.35445991	0.9502875	chr1	86534077	86534078	NA	NA	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA
chr1	86533982	86534283	0.818443243	0.463983333	0.35445991	0.9502875	chr1	86534078	86534079	NA	NA	6	0	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	110889848	110890149	0.80022973	0.432783333	0.367446396	0.94535	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr1	116311429	116311730	0.837530631	0.4265	0.411030631	0.9441	chr1	116311601	116311602	NA	NA	5	1	4	2	NA	NA	NA	NA	6	0	8	0	NA	NA
chr1	116311429	116311730	0.837530631	0.4265	0.411030631	0.9441	chr1	116311602	116311603	8	1	8	0	7	0	11	0	9	0	9	0	10	3	NA	NA
chr1	116311429	116311730	0.837530631	0.4265	0.411030631	0.9441	chr1	116311681	116311682	NA	NA	NA	NA	NA	NA	9	0	NA	NA	NA	NA	8	1	NA	NA
chr1	116311429	116311730	0.837530631	0.4265	0.411030631	0.9441	chr1	116311682	116311683	8	0	8	0	12	2	NA	NA	5	1	7	1	12	0	8	0
chr1	116311494	116311795	0.813510811	0.390866667	0.422644144	0.917675	chr1	116311601	116311602	NA	NA	5	1	4	2	NA	NA	NA	NA	6	0	8	0	NA	NA
chr1	116311494	116311795	0.813510811	0.390866667	0.422644144	0.917675	chr1	116311602	116311603	8	1	8	0	7	0	11	0	9	0	9	0	10	3	NA	NA
chr1	116311494	116311795	0.813510811	0.390866667	0.422644144	0.917675	chr1	116311681	116311682	NA	NA	NA	NA	NA	NA	9	0	NA	NA	NA	NA	8	1	NA	NA
chr1	116311494	116311795	0.813510811	0.390866667	0.422644144	0.917675	chr1	116311682	116311683	8	0	8	0	12	2	NA	NA	5	1	7	1	12	0	8	0
chr1	116311494	116311795	0.813510811	0.390866667	0.422644144	0.917675	chr1	116311730	116311731	NA	NA	NA	NA	NA	NA	8	0	NA	NA	NA	NA	6	1	NA	NA
chr1	116311494	116311795	0.813510811	0.390866667	0.422644144	0.917675	chr1	116311731	116311732	8	1	11	0	14	0	6	0	10	0	7	2	14	0	11	0
chr1	116311494	116311795	0.813510811	0.390866667	0.422644144	0.917675	chr1	116311734	116311735	NA	NA	NA	NA	NA	NA	8	0	NA	NA	NA	NA	5	1	NA	NA
chr1	116311494	116311795	0.813510811	0.390866667	0.422644144	0.917675	chr1	116311735	116311736	9	0	11	0	15	0	NA	NA	9	0	9	0	14	0	11	0
chr1	116311494	116311795	0.813510811	0.390866667	0.422644144	0.917675	chr1	116311774	116311775	NA	NA	3	3	NA	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA
chr1	116311494	116311795	0.813510811	0.390866667	0.422644144	0.917675	chr1	116311775	116311776	6	1	5	1	10	1	NA	NA	5	4	8	0	5	1	8	2
chr1	145486460	145486761	0.827827027	0.457316667	0.37051036	0.9576375	chr1	145486496	145486497	6	1	15	2	NA	NA	9	1	NA	NA	18	0	7	3	NA	NA
chr1	145486460	145486761	0.827827027	0.457316667	0.37051036	0.9576375	chr1	145486497	145486498	10	1	11	2	6	0	9	3	6	0	12	1	11	1	NA	NA
chr1	145486460	145486761	0.827827027	0.457316667	0.37051036	0.9576375	chr1	145486581	145486582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA	NA	NA	NA
chr1	145486460	145486761	0.827827027	0.457316667	0.37051036	0.9576375	chr1	145486582	145486583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA
chr1	147083799	147084100	0.855436036	0.402716667	0.452719369	0.9339375	chr1	147083877	147083878	NA	NA	9	1	5	1	6	4	4	2	12	0	9	1	NA	NA
chr1	147083799	147084100	0.855436036	0.402716667	0.452719369	0.9339375	chr1	147083878	147083879	NA	NA	11	1	2	5	8	2	6	2	6	1	8	1	NA	NA
chr1	147083799	147084100	0.855436036	0.402716667	0.452719369	0.9339375	chr1	147083880	147083881	NA	NA	9	0	6	2	8	2	4	2	12	1	9	0	NA	NA
chr1	147083799	147084100	0.855436036	0.402716667	0.452719369	0.9339375	chr1	147083881	147083882	NA	NA	9	2	4	3	8	2	5	3	6	1	7	2	NA	NA
chr1	147083799	147084100	0.855436036	0.402716667	0.452719369	0.9339375	chr1	147083980	147083981	1	5	3	5	2	6	3	10	0	6	1	10	4	5	3	6
chr1	147083799	147084100	0.855436036	0.402716667	0.452719369	0.9339375	chr1	147083981	147083982	NA	NA	6	7	0	11	6	4	2	5	NA	NA	NA	NA	NA	NA
chr1	147083799	147084100	0.855436036	0.402716667	0.452719369	0.9339375	chr1	147083998	147083999	NA	NA	NA	NA	2	6	3	8	1	6	2	7	6	4	3	4
chr1	147083799	147084100	0.855436036	0.402716667	0.452719369	0.9339375	chr1	147083999	147084000	NA	NA	4	6	1	10	8	3	0	6	NA	NA	2	4	NA	NA
chr1	147083799	147084100	0.855436036	0.402716667	0.452719369	0.9339375	chr1	147084003	147084004	NA	NA	NA	NA	2	6	3	8	3	4	4	6	8	2	6	1
chr1	147083799	147084100	0.855436036	0.402716667	0.452719369	0.9339375	chr1	147084004	147084005	NA	NA	3	7	2	9	8	4	0	6	NA	NA	2	4	NA	NA
chr1	147083799	147084100	0.855436036	0.402716667	0.452719369	0.9339375	chr1	147084028	147084029	NA	NA	NA	NA	NA	NA	3	6	1	5	3	6	7	5	NA	NA
