chr	start	end 	not_leuk_avg	leuk_average	chr	start	end	als.1.meth	als.1.unmeth	als.2.meth	als.2.unmeth	als.3.meth	als.3.unmeth	als.4.meth	als.4.unmeth	ctrl.1.meth	ctrl.1.unmeth	ctrl.2.meth	ctrl.2.unmeth	ctrl.3.meth	ctrl.3.unmeth	ctrl.4.meth	ctrl.4.unmeth
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838633	49838634	5	1	13	0	6	0	NA	NA	10	0	10	0	9	1	7	0
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838634	49838635	NA	NA	NA	NA	NA	NA	9	0	NA	NA	NA	NA	5	1	5	1
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838692	49838693	7	0	9	0	7	2	NA	NA	12	0	7	0	11	1	7	0
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838693	49838694	NA	NA	NA	NA	NA	NA	6	3	7	0	NA	NA	7	1	7	0
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838723	49838724	NA	NA	12	1	10	0	6	1	12	0	8	1	10	0	8	1
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838724	49838725	NA	NA	8	1	NA	NA	8	0	9	0	NA	NA	6	1	5	1
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838755	49838756	NA	NA	14	1	10	0	NA	NA	10	1	7	0	NA	NA	8	0
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838756	49838757	NA	NA	9	1	6	0	NA	NA	4	3	NA	NA	3	3	7	1
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838777	49838778	NA	NA	14	0	8	1	6	0	13	0	8	0	6	0	5	1
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838778	49838779	NA	NA	9	0	6	1	NA	NA	10	0	NA	NA	6	1	NA	NA
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838794	49838795	NA	NA	14	0	8	0	6	0	12	1	9	0	5	1	6	0
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838795	49838796	NA	NA	8	0	8	0	NA	NA	9	1	NA	NA	9	0	NA	NA
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838841	49838842	NA	NA	19	0	12	0	8	0	14	0	8	0	8	1	7	0
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838842	49838843	NA	NA	6	0	6	0	NA	NA	9	0	NA	NA	8	1	NA	NA
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838858	49838859	NA	NA	18	0	18	2	8	0	12	0	8	1	12	0	7	0
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838859	49838860	NA	NA	NA	NA	6	0	NA	NA	8	0	NA	NA	8	0	NA	NA
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838860	49838861	NA	NA	18	0	20	0	8	0	12	0	9	0	12	0	7	1
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838861	49838862	NA	NA	NA	NA	6	0	NA	NA	6	1	NA	NA	9	0	NA	NA
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838871	49838872	NA	NA	18	1	21	0	8	0	14	0	7	0	9	2	8	0
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838872	49838873	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	9	0	NA	NA
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838874	49838875	NA	NA	17	2	21	0	8	0	14	1	6	1	11	0	8	0
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838875	49838876	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	9	0	NA	NA
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838879	49838880	NA	NA	17	0	21	0	9	0	15	0	6	1	12	0	8	0
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838880	49838881	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	9	0	NA	NA
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838887	49838888	NA	NA	14	3	18	2	8	1	10	2	7	0	12	0	8	0
chr19	49838627	49838928	0.687361261	0.0289125	chr19	49838888	49838889	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	7	0	NA	NA
chr12	51717962	51718263	0.713175676	0.0549625	chr12	51717984	51717985	7	2	8	0	9	1	NA	NA	9	2	14	3	9	0	NA	NA
chr12	51717962	51718263	0.713175676	0.0549625	chr12	51717985	51717986	6	0	14	1	7	1	NA	NA	7	1	14	1	9	1	NA	NA
chr12	51717962	51718263	0.713175676	0.0549625	chr12	51718112	51718113	5	2	18	1	14	4	NA	NA	8	0	18	0	16	1	NA	NA
chr12	51717962	51718263	0.713175676	0.0549625	chr12	51718113	51718114	8	0	NA	NA	4	2	7	1	NA	NA	14	0	8	1	NA	NA
chr12	51717962	51718263	0.713175676	0.0549625	chr12	51718207	51718208	7	1	11	3	21	3	8	0	7	0	14	1	13	0	6	0
chr12	51717962	51718263	0.713175676	0.0549625	chr12	51718208	51718209	10	1	9	1	11	0	6	0	NA	NA	12	0	10	0	5	1
chr14	52867720	52868021	0.6947	0.0364875	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr4	187549308	187549609	0.733208108	0.07605	chr4	187549373	187549374	8	0	8	0	14	2	7	0	7	3	10	2	6	5	NA	NA
chr4	187549308	187549609	0.733208108	0.07605	chr4	187549374	187549375	NA	NA	9	1	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr4	187549308	187549609	0.733208108	0.07605	chr4	187549398	187549399	NA	NA	10	0	10	3	6	1	8	3	10	0	4	2	NA	NA
chr4	187549308	187549609	0.733208108	0.07605	chr4	187549399	187549400	NA	NA	10	0	NA	NA	NA	NA	NA	NA	4	2	NA	NA	NA	NA
chr4	187549308	187549609	0.733208108	0.07605	chr4	187549417	187549418	NA	NA	10	0	6	5	7	0	9	2	6	3	7	0	NA	NA
chr4	187549308	187549609	0.733208108	0.07605	chr4	187549418	187549419	NA	NA	8	1	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr4	187549308	187549609	0.733208108	0.07605	chr4	187549535	187549536	0	7	1	14	1	11	0	8	0	7	0	6	NA	NA	NA	NA
chr4	187549308	187549609	0.733208108	0.07605	chr4	187549536	187549537	NA	NA	1	5	NA	NA	NA	NA	NA	NA	0	7	NA	NA	NA	NA
chr3	27521215	27521516	0.758840541	0.103275	chr3	27521477	27521478	7	0	18	1	12	1	13	2	28	0	23	2	23	1	NA	NA
chr3	27521215	27521516	0.758840541	0.103275	chr3	27521478	27521479	10	0	14	0	19	0	6	1	8	0	11	1	8	2	6	0
chr3	27521215	27521516	0.758840541	0.103275	chr3	27521488	27521489	7	0	18	1	15	0	13	2	29	1	23	0	26	1	NA	NA
chr3	27521215	27521516	0.758840541	0.103275	chr3	27521489	27521490	13	0	16	0	18	0	7	0	10	0	11	0	9	2	NA	NA
chr16	50700914	50701215	0.727881982	0.0733875	chr16	50701054	50701055	NA	NA	15	3	12	2	11	0	21	0	14	0	9	0	7	0
chr16	50700914	50701215	0.727881982	0.0733875	chr16	50701055	50701056	5	1	15	3	13	1	14	1	NA	NA	20	2	14	1	9	0
chr1	159769986	159770287	0.775965766	0.1216625	chr1	159769986	159769987	NA	NA	8	1	8	1	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	159769986	159770287	0.775965766	0.1216625	chr1	159769987	159769988	NA	NA	7	0	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA
chr1	159769986	159770287	0.775965766	0.1216625	chr1	159769988	159769989	NA	NA	8	1	8	1	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	159769986	159770287	0.775965766	0.1216625	chr1	159769989	159769990	NA	NA	7	0	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA
chr2	158300335	158300636	0.674372973	0.0213875	chr2	158300437	158300438	NA	NA	5	1	5	6	7	4	7	1	4	2	3	4	NA	NA
chr2	158300335	158300636	0.674372973	0.0213875	chr2	158300438	158300439	NA	NA	3	6	2	4	10	4	4	3	3	3	NA	NA	NA	NA
chr6	25875083	25875384	0.728113514	0.0753	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr2	143886176	143886477	0.678952252	0.026625	chr2	143886322	143886323	7	0	8	0	10	0	7	0	14	1	12	0	15	2	NA	NA
chr2	143886176	143886477	0.678952252	0.026625	chr2	143886323	143886324	NA	NA	8	0	11	3	7	0	10	0	9	1	12	0	NA	NA
chr2	143886176	143886477	0.678952252	0.026625	chr2	143886331	143886332	8	0	7	1	10	0	7	0	13	1	13	0	14	1	NA	NA
chr2	143886176	143886477	0.678952252	0.026625	chr2	143886332	143886333	NA	NA	8	0	13	0	6	1	12	0	9	1	12	0	NA	NA
chr2	143886176	143886477	0.678952252	0.026625	chr2	143886382	143886383	9	0	8	0	8	1	7	0	15	0	6	0	10	0	NA	NA
chr2	143886176	143886477	0.678952252	0.026625	chr2	143886383	143886384	NA	NA	6	0	8	1	NA	NA	9	1	NA	NA	NA	NA	NA	NA
chr1	202129416	202129717	0.716813514	0.064575	chr1	202129646	202129647	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	202129416	202129717	0.716813514	0.064575	chr1	202129647	202129648	NA	NA	NA	NA	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	202129416	202129717	0.716813514	0.064575	chr1	202129675	202129676	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr6	11382525	11382826	0.695134234	0.043	chr6	11382536	11382537	0	6	1	8	1	18	0	8	0	13	0	10	0	18	NA	NA
chr6	11382525	11382826	0.695134234	0.043	chr6	11382537	11382538	0	7	0	11	1	8	1	9	1	5	2	7	2	11	NA	NA
chr6	11382525	11382826	0.695134234	0.043	chr6	11382597	11382598	NA	NA	3	5	7	9	5	3	5	11	1	12	8	12	NA	NA
chr6	11382525	11382826	0.695134234	0.043	chr6	11382598	11382599	NA	NA	1	6	1	6	2	5	3	5	4	4	7	6	NA	NA
chr12	55378261	55378562	0.694594595	0.04265	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr1	9031112	9031413	0.709485586	0.057575	chr1	9031137	9031138	NA	NA	NA	NA	9	0	10	2	NA	NA	6	0	6	1	NA	NA
chr1	9031112	9031413	0.709485586	0.057575	chr1	9031138	9031139	NA	NA	6	0	9	0	6	0	NA	NA	NA	NA	NA	NA	6	0
chr1	9031112	9031413	0.709485586	0.057575	chr1	9031268	9031269	NA	NA	13	1	9	2	12	1	12	2	10	2	16	0	NA	NA
chr1	9031112	9031413	0.709485586	0.057575	chr1	9031269	9031270	NA	NA	NA	NA	NA	NA	11	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	9031112	9031413	0.709485586	0.057575	chr1	9031338	9031339	NA	NA	6	0	5	1	8	0	9	0	7	0	7	1	NA	NA
chr1	9031112	9031413	0.709485586	0.057575	chr1	9031339	9031340	NA	NA	NA	NA	6	0	8	1	NA	NA	NA	NA	NA	NA	NA	NA
chr16	90092605	90092906	0.698385586	0.0475875	chr16	90092817	90092818	7	1	18	0	18	1	10	0	15	2	13	0	15	1	8	0
chr16	90092605	90092906	0.698385586	0.0475875	chr16	90092818	90092819	NA	NA	8	0	NA	NA	14	0	NA	NA	NA	NA	7	0	6	0
chr16	90092605	90092906	0.698385586	0.0475875	chr16	90092846	90092847	6	0	18	0	17	1	12	0	13	2	11	2	20	4	7	0
chr16	90092605	90092906	0.698385586	0.0475875	chr16	90092847	90092848	8	0	12	0	NA	NA	15	4	8	0	7	3	10	1	7	0
chr12	9911139	9911440	0.697233333	0.0468875	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr1	117544056	117544357	0.704445045	0.0543875	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr20	4664545	4664846	0.81239009	0.1631375	chr20	4664651	4664652	10	0	9	0	14	0	9	0	11	0	13	0	11	0	9	0
chr20	4664545	4664846	0.81239009	0.1631375	chr20	4664652	4664653	7	0	8	0	10	1	NA	NA	7	0	7	0	6	0	NA	NA
chr20	4664545	4664846	0.81239009	0.1631375	chr20	4664705	4664706	9	0	6	0	7	2	7	0	7	1	10	1	10	0	8	0
chr20	4664545	4664846	0.81239009	0.1631375	chr20	4664706	4664707	6	0	9	0	12	0	6	0	13	0	10	2	NA	NA	NA	NA
chr20	4664545	4664846	0.81239009	0.1631375	chr20	4664711	4664712	8	0	6	0	8	0	6	1	7	0	10	0	11	0	NA	NA
chr20	4664545	4664846	0.81239009	0.1631375	chr20	4664712	4664713	9	0	10	0	12	0	6	0	11	0	13	0	NA	NA	NA	NA
chr20	4664545	4664846	0.81239009	0.1631375	chr20	4664714	4664715	8	0	6	0	8	0	7	0	6	1	10	0	11	0	NA	NA
chr20	4664545	4664846	0.81239009	0.1631375	chr20	4664715	4664716	9	0	9	1	9	3	6	0	11	0	13	0	NA	NA	NA	NA
chr20	4664545	4664846	0.81239009	0.1631375	chr20	4664717	4664718	8	0	7	0	8	0	6	1	6	1	10	0	11	0	NA	NA
chr20	4664545	4664846	0.81239009	0.1631375	chr20	4664718	4664719	9	0	10	1	12	0	6	0	11	0	12	1	NA	NA	NA	NA
chr20	4664545	4664846	0.81239009	0.1631375	chr20	4664725	4664726	7	1	6	0	7	0	7	0	7	0	8	2	11	0	NA	NA
chr20	4664545	4664846	0.81239009	0.1631375	chr20	4664726	4664727	9	0	11	0	11	0	8	0	10	0	13	0	NA	NA	NA	NA
chr20	4664545	4664846	0.81239009	0.1631375	chr20	4664777	4664778	NA	NA	6	0	12	0	7	0	8	0	9	0	11	0	NA	NA
chr20	4664545	4664846	0.81239009	0.1631375	chr20	4664778	4664779	7	1	7	0	9	1	9	0	7	1	15	3	NA	NA	NA	NA
chr20	4664545	4664846	0.81239009	0.1631375	chr20	4664828	4664829	NA	NA	7	0	14	0	6	1	5	1	8	1	10	0	NA	NA
chr20	4664545	4664846	0.81239009	0.1631375	chr20	4664829	4664830	NA	NA	NA	NA	NA	NA	8	2	8	0	8	0	6	0	NA	NA
chr11	60738845	60739146	0.685172973	0.03595	chr11	60738869	60738870	NA	NA	14	0	11	1	9	1	7	1	10	3	6	4	NA	NA
chr11	60738845	60739146	0.685172973	0.03595	chr11	60738935	60738936	NA	NA	17	2	11	0	11	0	9	0	14	0	9	1	5	1
chr11	60738845	60739146	0.685172973	0.03595	chr11	60738944	60738945	NA	NA	16	1	8	1	11	0	9	0	15	0	9	0	5	1
chr11	60738845	60739146	0.685172973	0.03595	chr11	60738953	60738954	6	1	14	4	7	2	10	0	8	1	14	1	10	1	5	1
chr11	60738845	60739146	0.685172973	0.03595	chr11	60738997	60738998	2	4	14	0	10	1	8	1	10	0	13	0	11	2	6	1
chr11	60738845	60739146	0.685172973	0.03595	chr11	60739023	60739024	7	1	9	0	8	2	5	2	8	2	8	0	8	2	NA	NA
chr11	60738845	60739146	0.685172973	0.03595	chr11	60739134	60739135	NA	NA	7	0	NA	NA	10	0	NA	NA	7	1	7	0	NA	NA
chr11	60738845	60739146	0.685172973	0.03595	chr11	60739135	60739136	6	1	11	1	16	0	8	1	13	0	13	0	7	1	NA	NA
chr6	119864548	119864849	0.736186486	0.087975	chr6	119864739	119864740	NA	NA	5	2	12	0	NA	NA	NA	NA	11	1	10	0	NA	NA
chr6	119864548	119864849	0.736186486	0.087975	chr6	119864740	119864741	8	1	12	4	16	1	8	1	14	4	14	1	7	2	11	0
chr2	241561087	241561388	0.70917027	0.0612125	chr2	241561164	241561165	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	241561087	241561388	0.70917027	0.0612125	chr2	241561165	241561166	NA	NA	NA	NA	7	1	5	1	NA	NA	NA	NA	8	6	NA	NA
chr2	241561087	241561388	0.70917027	0.0612125	chr2	241561208	241561209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	0	NA	NA
chr2	241561087	241561388	0.70917027	0.0612125	chr2	241561215	241561216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	1	NA	NA
chr2	241561087	241561388	0.70917027	0.0612125	chr2	241561247	241561248	NA	NA	NA	NA	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	NA
chr12	47610221	47610522	0.701910811	0.0539625	chr12	47610325	47610326	NA	NA	9	2	6	3	10	1	8	2	13	2	11	0	9	1
chr12	47610221	47610522	0.701910811	0.0539625	chr12	47610326	47610327	7	0	15	1	7	1	10	1	14	0	18	4	9	3	6	0
chr12	10103662	10103963	0.692826126	0.045275	chr12	10103836	10103837	8	0	11	0	14	1	13	0	8	2	22	0	19	0	7	0
chr12	10103662	10103963	0.692826126	0.045275	chr12	10103837	10103838	NA	NA	10	1	11	0	9	0	6	2	6	0	10	0	NA	NA
chr12	10103662	10103963	0.692826126	0.045275	chr12	10103848	10103849	9	0	12	0	17	0	10	1	7	2	23	0	15	3	8	0
chr12	10103662	10103963	0.692826126	0.045275	chr12	10103849	10103850	6	0	13	0	10	1	8	1	7	1	6	0	13	0	NA	NA
chr2	99280780	99281081	0.711600901	0.064475	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr17	33416963	33417264	0.715789189	0.0688875	chr17	33417098	33417099	9	1	9	2	16	2	6	2	9	4	14	4	17	5	4	3
chr17	33416963	33417264	0.715789189	0.0688875	chr17	33417099	33417100	NA	NA	5	1	NA	NA	6	1	NA	NA	NA	NA	11	1	NA	NA
chr17	33416963	33417264	0.715789189	0.0688875	chr17	33417128	33417129	5	4	8	2	15	2	NA	NA	6	1	10	3	15	2	4	2
chr17	33416963	33417264	0.715789189	0.0688875	chr17	33417129	33417130	NA	NA	7	0	5	1	7	1	NA	NA	NA	NA	11	0	NA	NA
chr17	33416963	33417264	0.715789189	0.0688875	chr17	33417153	33417154	6	1	9	0	16	2	8	3	12	0	11	2	16	3	NA	NA
chr17	33416963	33417264	0.715789189	0.0688875	chr17	33417154	33417155	NA	NA	11	0	10	0	10	1	6	1	5	1	11	3	NA	NA
chr6	13274204	13274505	0.710956757	0.064575	chr6	13274251	13274252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	NA	NA	2	7
chr6	13274204	13274505	0.710956757	0.064575	chr6	13274252	13274253	NA	NA	2	4	NA	NA	NA	NA	0	8	0	6	2	6	NA	NA
chr6	13274204	13274505	0.710956757	0.064575	chr6	13274266	13274267	NA	NA	NA	NA	0	7	1	7	0	7	1	5	NA	NA	2	9
chr6	13274204	13274505	0.710956757	0.064575	chr6	13274267	13274268	0	8	2	9	3	7	0	7	0	11	0	9	1	12	1	6
chr6	13274204	13274505	0.710956757	0.064575	chr6	13274424	13274425	NA	NA	NA	NA	2	13	1	8	1	6	2	9	2	5	NA	NA
chr6	13274204	13274505	0.710956757	0.064575	chr6	13274425	13274426	1	6	2	5	0	9	1	6	0	8	1	7	1	14	NA	NA
chr1	151129148	151129449	0.683209009	0.0372625	chr1	151129192	151129193	NA	NA	6	0	NA	NA	NA	NA	11	0	NA	NA	NA	NA	NA	NA
chr1	151129148	151129449	0.683209009	0.0372625	chr1	151129428	151129429	NA	NA	9	1	9	1	NA	NA	12	0	6	1	6	1	NA	NA
chr1	151129148	151129449	0.683209009	0.0372625	chr1	151129429	151129430	NA	NA	12	2	NA	NA	11	1	8	1	7	1	8	0	6	0
chr8	134559170	134559471	0.713126126	0.0676875	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr7	50347337	50347638	0.690531532	0.0454125	chr7	50347398	50347399	12	0	16	1	12	2	10	0	12	0	9	1	10	1	6	0
chr7	50347337	50347638	0.690531532	0.0454125	chr7	50347399	50347400	7	0	NA	NA	14	2	9	1	NA	NA	11	1	10	1	7	2
chr7	50347337	50347638	0.690531532	0.0454125	chr7	50347419	50347420	10	0	17	0	13	0	11	0	10	0	12	0	9	2	7	0
chr7	50347337	50347638	0.690531532	0.0454125	chr7	50347420	50347421	8	1	5	1	17	2	14	0	NA	NA	7	3	10	3	8	2
chr7	50347337	50347638	0.690531532	0.0454125	chr7	50347495	50347496	11	0	10	1	11	1	10	1	5	1	14	0	8	2	9	0
chr7	50347337	50347638	0.690531532	0.0454125	chr7	50347496	50347497	8	1	12	2	14	2	10	2	8	0	16	1	17	1	12	0
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371042	5371043	NA	NA	NA	NA	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371043	5371044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371044	5371045	NA	NA	NA	NA	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371045	5371046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371047	5371048	NA	NA	NA	NA	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371060	5371061	NA	NA	NA	NA	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371061	5371062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371063	5371064	NA	NA	NA	NA	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371075	5371076	NA	NA	NA	NA	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371095	5371096	NA	NA	NA	NA	NA	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371096	5371097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371127	5371128	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371128	5371129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371150	5371151	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371160	5371161	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371165	5371166	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371193	5371194	NA	NA	NA	NA	NA	NA	7	0	NA	NA	6	0	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371209	5371210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371226	5371227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	0	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371230	5371231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	0	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371243	5371244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	1	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371249	5371250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371269	5371270	NA	NA	NA	NA	8	0	NA	NA	NA	NA	9	0	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371273	5371274	NA	NA	NA	NA	8	0	NA	NA	NA	NA	9	0	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371275	5371276	NA	NA	NA	NA	8	0	NA	NA	NA	NA	7	1	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371278	5371279	NA	NA	NA	NA	7	1	NA	NA	NA	NA	8	2	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371281	5371282	NA	NA	NA	NA	8	0	NA	NA	NA	NA	9	1	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371284	5371285	NA	NA	NA	NA	6	2	NA	NA	NA	NA	8	2	NA	NA	NA	NA
chr7	5371010	5371311	0.700245045	0.05565	chr7	5371288	5371289	NA	NA	NA	NA	8	0	NA	NA	NA	NA	8	1	NA	NA	NA	NA
chr5	171541677	171541978	0.73119009	0.086825	chr5	171541678	171541679	NA	NA	NA	NA	NA	NA	12	0	NA	NA	NA	NA	NA	NA	NA	NA
chr5	171541677	171541978	0.73119009	0.086825	chr5	171541703	171541704	NA	NA	NA	NA	NA	NA	10	0	NA	NA	NA	NA	NA	NA	NA	NA
chr5	171541677	171541978	0.73119009	0.086825	chr5	171541719	171541720	NA	NA	NA	NA	NA	NA	9	1	NA	NA	NA	NA	NA	NA	NA	NA
chr5	171541677	171541978	0.73119009	0.086825	chr5	171541727	171541728	NA	NA	NA	NA	NA	NA	8	1	NA	NA	NA	NA	NA	NA	NA	NA
chr5	171541677	171541978	0.73119009	0.086825	chr5	171541762	171541763	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr5	171541677	171541978	0.73119009	0.086825	chr5	171541763	171541764	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	6	0	NA	NA
chr5	171541677	171541978	0.73119009	0.086825	chr5	171541768	171541769	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr5	171541677	171541978	0.73119009	0.086825	chr5	171541769	171541770	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	6	0	NA	NA
chr5	171541677	171541978	0.73119009	0.086825	chr5	171541791	171541792	NA	NA	7	2	NA	NA	7	0	6	1	8	2	NA	NA	NA	NA
chr5	171541677	171541978	0.73119009	0.086825	chr5	171541792	171541793	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr5	171541677	171541978	0.73119009	0.086825	chr5	171541929	171541930	NA	NA	13	1	14	0	11	2	9	1	14	7	5	1	5	1
chr5	171541677	171541978	0.73119009	0.086825	chr5	171541930	171541931	NA	NA	7	0	13	1	9	0	NA	NA	4	2	NA	NA	NA	NA
chr5	171541677	171541978	0.73119009	0.086825	chr5	171541969	171541970	NA	NA	13	2	10	1	16	0	7	3	18	0	6	1	7	0
chr5	171541677	171541978	0.73119009	0.086825	chr5	171541970	171541971	NA	NA	6	0	15	2	11	1	NA	NA	8	0	7	1	NA	NA
chr17	56408878	56409179	0.681289189	0.03715	chr17	56408985	56408986	7	0	6	0	9	0	7	1	12	2	12	1	12	1	9	1
chr17	56408878	56409179	0.681289189	0.03715	chr17	56408986	56408987	NA	NA	14	0	10	1	11	1	13	2	8	0	7	0	NA	NA
chr17	56408878	56409179	0.681289189	0.03715	chr17	56409017	56409018	NA	NA	7	0	6	0	7	0	12	1	9	0	9	0	9	1
chr17	56408878	56409179	0.681289189	0.03715	chr17	56409018	56409019	NA	NA	9	0	12	1	10	2	16	0	NA	NA	9	0	NA	NA
