chr,start,not_musc_avg,musc_average,dist,leuk_average,X.Sample_geo_accession,gene_id,closest.SNP,SNP.allele.freq,gene_name
7,50799978,0.808213514,0.449216667,0.358996847,0.901575,cg25748357,NM_001001555;NM_001001549;NM_005311,rs78156203;rs78860473;rs560871180,0.500000;0.500000;0.000200,GRB10;GRB10;GRB10
12,117036703,0.832244144,0.4736,0.358644144,0.965325,cg20637688,,rs186319025;rs537068573,0.001198;0.001997,
8,144568432,0.808662162,0.450466667,0.358195495,0.9439125,cg26185884,NM_015117,rs568321637,0.0002,ZC3H3
11,888316,0.803218018,0.445083333,0.358134685,0.9110625,cg15488570,NM_001142677;NM_023947;NM_001142675;NM_001142674;NM_001142676,rs557864678;rs28667321;rs536933316,0.000799;0.008387;0.000200,CHID1;CHID1;CHID1;CHID1;CHID1
11,64594647,0.830315315,0.472216667,0.358098649,0.91035,cg22147163,NM_017525,rs199846528;rs545425596;rs150833954;rs200122063,0.000200;0.000200;0.000220;0.001000,CDC42BPG
2,152590396,0.852245946,0.494166667,0.358079279,0.9520375,cg21497060,NM_004543;NM_001164508;NM_001164507,rs116582799,0.001198,NEB;NEB;NEB
2,3063249,0.854198198,0.496216667,0.357981532,0.9563125,cg05698294,,rs555286032;rs532759330;rs541338133,0.001398;0.000200;0.000200,
10,50340047,0.830932432,0.4731,0.357832432,0.9453625,cg12872560,NM_001164484,rs533056401,0.0002,FAM170B
6,11251104,0.852720721,0.494966667,0.357754054,0.9542625,cg16018002,NM_001142393,rs138541583,0.003395,NEDD9
21,37842700,0.811391892,0.4537,0.357691892,0.904475,cg14314369,NM_001146078;NM_001146079;NM_001146077;NM_144492,rs77704788;rs565191233,0.004393;0.000799,CLDN14;CLDN14;CLDN14;CLDN14
3,47952611,0.820611712,0.463166667,0.357445045,0.9557375,cg26140483,NM_001134364;NM_030884;NM_002375;NM_001134365,,,MAP4;MAP4;MAP4;MAP4
7,28682948,0.810448649,0.45315,0.357298649,0.94665,cg16756589,NM_004904;NM_182899;NM_182898,rs114503959,0.001797,CREB5;CREB5;CREB5
17,81016185,0.8259,0.468616667,0.357283333,0.942875,cg17479060,,,,
21,34166537,0.802554955,0.4456,0.356954955,0.9324125,cg18562714,NR_024623;NM_019596;NM_001162495;NR_024622;NM_001162496,rs201598422;rs200043583;rs371434398,0.001500;0.001000;0.000399,C21orf49;C21orf62;C21orf62;C21orf49;C21orf62
1,30511748,0.815589189,0.458666667,0.356922523,0.914175,cg14016055,,rs114973082;rs146396176;rs12087169,0.000799;0.002396;0.007588,
20,57087179,0.847841441,0.491066667,0.356774775,0.9384625,cg03401480,NM_153360,rs62204200;rs576859350;rs188416262;rs552848031,0.043730;0.000200;0.001597;0.000200,APCDD1L
12,128170477,0.807537838,0.450783333,0.356754505,0.9536125,cg03260021,,rs574511021;rs542078171;rs560532337;rs528081552,0.000200;0.000399;0.000200;0.002596,
14,101543050,0.800633333,0.444366667,0.356266667,0.9463125,cg00852414,,rs569668564,0.0002,
12,105024473,0.852375676,0.496133333,0.356242342,0.9602125,cg10441497,NM_018413,rs577863623;rs543748694,0.000399;0.000399,CHST11
8,107782373,0.807724324,0.4515,0.356224324,0.9236375,cg15603885,NM_139166,rs148182297;rs200867691;rs11996457;rs575673544;rs543076495;rs150897638;rs561142259,0.000220;0.000599;0.280551;0.000200;0.000200;0.000234;0.000200,ABRA
8,142612885,0.84524955,0.489216667,0.356032883,0.9526625,cg00818493,,rs141321288;rs145049587;rs138817484,0.000799;0.000399;0.001997,
17,872770,0.846243243,0.490533333,0.35570991,0.940075,cg14136893,NM_022463,rs560497457,0.0002,NXN
11,131965815,0.821753153,0.466133333,0.35561982,0.9253,cg25002129,NM_001144059;NM_001048209;NM_001144058;NM_016522,rs181131665;rs556645270;rs145275270,0.002796;0.000200;0.003594,NTM;NTM;NTM;NTM
15,31246272,0.82510991,0.469633333,0.355476577,0.9559,cg22957339,NM_017762,rs80243678,0.002796,MTMR10
2,127826149,0.823138739,0.467783333,0.355355405,0.94615,cg05157961,NM_139348;NM_139347;NM_139346;NM_139351;NM_139345;NM_004305;NM_139350;NM_139344;NM_139343;NM_139349,rs571119781;rs539770834;rs538691470,0.000200;0.000000;0.000399,BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1
13,114106419,0.84270991,0.487683333,0.355026577,0.940375,cg08133476,NM_138430,rs184958874;rs114938773;rs557610561;rs569969502;rs536965231,0.000200;0.010184;0.000799;0.000200;0.000200,ADPRHL1
11,14282775,0.817541441,0.462766667,0.354774775,0.9406,cg04293175,NM_006108,rs534289591,0.0002,SPON1
16,2261107,0.82130991,0.46665,0.35465991,0.97385,cg10160842,NM_182563,rs138550677;rs112273492;rs548410558;rs561111108;rs160547;rs550036975;rs117439870,0.000200;0.004193;0.000200;0.000200;0.013079;0.000200;0.000200,C16orf79
1,86534132,0.818443243,0.463983333,0.35445991,0.9502875,cg06631184,NM_152890,rs146243778;rs532734234,0.005192;0.000200,COL24A1
10,1443686,0.821004505,0.4666,0.354404505,0.9162,cg04009446,NM_018702,rs184806135,0.0002,ADARB2
8,27948927,0.821536937,0.467133333,0.354403604,0.938675,cg04720865,,,,
7,42303654,0.834666667,0.480333333,0.354333333,0.9035,cg14434601,,,,
1,151148266,0.818004505,0.464,0.354004505,0.970475,cg03718677,NM_013353,rs368137220;rs41269648;rs114676941,0.000399;0.000200;0.001198,TMOD4
17,7151975,0.84889009,0.494983333,0.353906757,0.9129,cg13855384,NM_015343;NM_001143775,rs115500110,0.004393,DULLARD;DULLARD
6,170249394,0.827553153,0.47385,0.353703153,0.91285,cg17569754,,rs368876338;rs146957116;rs561616214;rs140782768,0.000799;0.000399;0.002196;0.010383,
17,40695686,0.803234234,0.449566667,0.353667568,0.9486875,cg01515741,NM_000263,rs535354102,0.0002,NAGLU
7,4808895,0.810691892,0.457233333,0.353458559,0.9377,cg05237718,NM_001037165,rs559501859;rs187072107;rs189916810,0.000200;0.000399;0.000200,FOXK1
4,146104495,0.80674955,0.453683333,0.353066216,0.947,cg25230117,,rs139742826,0.0002,
15,102193416,0.845263063,0.4922,0.353063063,0.9563375,cg25863289,NM_025141;NM_078474,rs546052143;rs549422547,0.000599;0.000200,TM2D3;TM2D3
20,43987945,0.810885586,0.45785,0.353035586,0.9495625,cg12028646,,rs561821242,0.000599,
7,1120141,0.8504,0.497366667,0.353033333,0.959775,cg02112681,NM_001134395;NM_032350;NM_001134396,rs567931032;rs537375788;rs368691240,0.000200;0.000200;0.000599,C7orf50;C7orf50;C7orf50
15,25842111,0.83733964,0.4845,0.35283964,0.9457,cg11447849,,rs539771478;rs181999242;rs568624999,0.000399;0.000599;0.000200,
7,129214879,0.810735135,0.457916667,0.352818468,0.9510625,cg19620668,,rs534564251;rs564107014;rs557632874,0.000200;0.000200;0.000599,
8,100811462,0.813172973,0.46045,0.352722973,0.9361125,cg15324723,NM_017890;NM_152564,rs74749443;rs10464839,0.000399;0.002857,VPS13B;VPS13B
2,211168547,0.843012613,0.490616667,0.352395946,0.91375,cg13027933,NM_079420;NM_079422,rs552291437;rs184494621,0.000200;0.000200,MYL1;MYL1
8,54557599,0.819669369,0.4677,0.351969369,0.9414375,cg17316073,,rs550444455;rs146327261;rs535632771;rs181158798,0.000399;0.000200;0.000200;0.001198,
3,140805567,0.839820721,0.488466667,0.351354054,0.953175,cg15081033,NM_080862,rs79876296,0.004393,SPSB4
10,5406543,0.807062162,0.456033333,0.351028829,0.96415,cg01387797,NM_053049,rs551377758;rs116694711,0.000200;0.002196,UCN3
1,1873750,0.804888288,0.45405,0.350838288,0.900825,cg16142957,,rs180764005;rs75981089,0.000200;0.001797,
20,48601882,0.825713514,0.474916667,0.350796847,0.9302625,cg03501387,NM_005985,rs530312293;rs548803729,0.000399;0.000200,SNAI1
11,62339136,0.834963063,0.4842,0.350763063,0.9218125,cg15446073,NM_001404,,,EEF1G
10,7216145,0.800173874,0.449466667,0.350707207,0.9263125,cg02880356,NM_001029880,rs549694853;rs118163269,0.000200;0.007188,SFMBT2
2,12480395,0.800967568,0.450283333,0.350684234,0.9525125,cg01969403,,rs6432279;rs570822474,0.079273;0.000998,
8,41518139,0.837428829,0.48685,0.350578829,0.934025,cg10715527,NM_000037;NR_030161;NM_020476;NM_020478;NM_001142445;NM_020475;NM_020480;NM_020477;NM_001142446,rs193138291;rs536562254,0.000200;0.000200,ANK1;MIR486;ANK1;ANK1;ANK1;ANK1;ANK1;ANK1;ANK1
8,75226451,0.805787387,0.45555,0.350237387,0.931075,cg19196225,NM_020647,rs183884407;rs114166898,0.000200;0.012979,JPH1
1,36859272,0.807458559,0.457416667,0.350041892,0.9198,cg08709116,NM_032881,rs550118995,0.0002,LSM10
1,212798200,0.844181982,0.494366667,0.349815315,0.9555,cg10026613,NM_153606;NM_153606,rs200833097;rs147433240;rs149868185;rs143410969;rs140634697;rs139614117,0.000399;0.000799;0.000442;0.000440;0.000200;0.017173,FAM71A;FAM71A
3,42726970,0.833078378,0.4833,0.349778378,0.9229,cg00412805,NM_152393,,,KBTBD5
1,68225713,0.832634234,0.483216667,0.349417568,0.9131875,cg00147943,NM_018841,rs548871251;rs568613021,0.000200;0.001198,GNG12
10,73081338,0.827134234,0.477833333,0.349300901,0.952375,cg02354828,NM_018344,rs76606182,0.028355,SLC29A3
19,56688439,0.802055856,0.452766667,0.349289189,0.91415,cg00036137,NM_001145546;NM_033106,rs188546197;rs556257051,0.000200;0.000200,GALP;GALP
2,1732172,0.827724324,0.478466667,0.349257658,0.9343625,cg07872947,NM_012293,rs74453958;rs532053949,0.110224;0.000200,PXDN
11,111154742,0.848436937,0.49955,0.348886937,0.917275,cg03078767,NM_198498,rs12276388;rs199502452,0.069489;0.001000,C11orf53
17,27953503,0.805592793,0.456833333,0.348759459,0.9061125,cg01383581,NM_033389,rs537613536;rs555975665,0.000200;0.000200,SSH2
12,125197501,0.811201802,0.462766667,0.348435135,0.9544,cg04471192,,rs532654297;rs550192704,0.000200;0.000200,
15,81648729,0.808021622,0.459633333,0.348388288,0.9077125,cg24685751,NM_001080532,rs80161165,0.015176,TMC3
19,2255462,0.816712613,0.4684,0.348312613,0.9635875,cg27176394,NM_144616,rs573093595;rs539821679;rs149353502,0.000200;0.000200;0.000399,JSRP1
2,23854382,0.806814414,0.459233333,0.347581081,0.95855,cg17952075,NM_052920,,,KLHL29
8,59494306,0.82505045,0.47755,0.34750045,0.9136875,cg10129404,NM_001007068;NM_001007070;NM_001007069;NM_001007067;NM_005625,rs141182548;rs577430106,0.000440;0.000200,SDCBP;SDCBP;SDCBP;SDCBP;SDCBP
13,35167000,0.807683784,0.46035,0.347333784,0.9154,cg17540450,,rs182204670;rs544602060,0.000399;0.000200,
11,64594467,0.805623423,0.458383333,0.34724009,0.9327625,cg06250751,NM_017525,rs646709,0.003195,CDC42BPG
12,120621244,0.800863063,0.453716667,0.347146396,0.925075,cg06844936,NM_006836,rs60937420;rs532923671,0.031949;0.000998,GCN1L1
3,107871128,0.820308108,0.4732,0.347108108,0.9404,cg15100501,,rs541753149;rs555320199;rs191829646;rs182871279,0.000799;0.000399;0.000399;0.000200,
14,64681257,0.815896396,0.4688,0.347096396,0.9364625,cg16540134,NM_182914;NM_015180;NM_182910;NM_182913,rs74894222;rs534112584;rs553646286;rs114482392,0.000200;0.003594;0.000200;0.001997,SYNE2;SYNE2;SYNE2;SYNE2
10,680352,0.804762162,0.457783333,0.346978829,0.9415125,cg10580626,NM_014974,rs574930735,0.0002,DIP2C
11,70516558,0.82035045,0.473616667,0.346733784,0.9247875,cg03520624,NM_012309,rs534900439;rs189442551;rs181469125,0.000399;0.000399;0.000200,SHANK2
14,64680996,0.823,0.4763,0.3467,0.9502625,cg10498703,NM_182913;NM_182914;NM_015180,rs141741640;rs150629598;rs140857065,0.000399;0.000439;0.000220,SYNE2;SYNE2;SYNE2
2,236416064,0.834185586,0.487633333,0.346552252,0.9327375,cg23337031,NM_014914;NM_001037131,rs187829235;rs559343028;rs143233548;rs191936729,0.000200;0.000200;0.000200;0.000998,AGAP1;AGAP1
6,167763320,0.833013514,0.486566667,0.346446847,0.9202125,cg22772386,,rs181061972;rs533764561;rs3734248;rs566501332,0.000200;0.000200;0.401957;0.001198,
19,4345965,0.804354955,0.458,0.346354955,0.931,cg12985235,NM_001159846;NM_032868,rs199768864;rs567052308;rs534462300;rs182718399,0.000200;0.000200;0.000200;0.000399,MPND;MPND
15,61946284,0.817375676,0.471033333,0.346342342,0.9042875,cg22968789,,rs544564798,0.0002,
3,99817572,0.807330631,0.46115,0.346180631,0.9122625,cg21855281,NM_032359;NM_182909;NM_001042459,rs184022326;rs112612971;rs74566331,0.000200;0.002796;0.004992,C3orf26;FILIP1L;FILIP1L
4,76995494,0.81736036,0.471216667,0.346143694,0.9709125,cg09020375,NM_001130016;NM_001179;NM_001130017,rs192735093;rs148906525,0.000399;0.000399,ART3;ART3;ART3
16,87392076,0.839345946,0.493316667,0.346029279,0.941275,cg04379563,NR_024568;NM_024735,rs570800112;rs2278273;rs143023231,0.000200;0.001997;0.006390,FBXO31;FBXO31
1,2429005,0.828690991,0.482966667,0.345724324,0.90765,cg15824094,NM_014638,rs543017875;rs369019288;rs529532890,0.000399;0.001398;0.000399,PLCH2
11,9142260,0.808841441,0.463333333,0.345508108,0.9239125,cg27270565,,rs16906731;rs559933665;rs528891088,0.042532;0.000599;0.000599,
10,96980135,0.812706306,0.4675,0.345206306,0.9184625,cg26729242,NM_207321,rs528564497,0,C10orf129
8,145729772,0.803287387,0.4581,0.345187387,0.969675,cg11617144,NM_005309,rs1063739;rs199842045;rs201413052;rs148452229;rs142640247;rs553841622;rs201792209;rs151004055,0.432708;0.000200;0.000200;0.000223;0.000223;0.000200;0.001000;0.000599,GPT
2,11598968,0.810518018,0.465916667,0.344601351,0.94525,cg19203065,NR_003093;NM_198256;NR_003092;NR_003095;NR_003094,rs577010197;rs4491705;rs556697841;rs574949018,0.000399;0.215455;0.000200;0.000200,E2F6;E2F6;E2F6;E2F6;E2F6
10,131214562,0.807231532,0.462983333,0.344248198,0.926425,cg20432754,,rs112693344;rs531335047,0.003395;0.000200,
15,55799927,0.834818919,0.490616667,0.344202252,0.9127625,cg16593081,NM_001033559;NM_001033560;NM_130810,rs56380840,0.028355,DYX1C1;DYX1C1;DYX1C1
6,169316756,0.830563964,0.486366667,0.344197297,0.9420625,cg01861042,,rs551231263;rs569368185;rs6941682;rs187556600;rs532908963;rs192536621,0.000200;0.000200;0.154752;0.000399;0.000399;0.000399,
1,160112673,0.839597297,0.4955,0.344097297,0.9512875,cg05795390,NM_000702,rs544487492,0.0002,ATP1A2
7,130788305,0.804890991,0.46095,0.343940991,0.9278875,cg04906462,NR_015431;NR_024153,,,FLJ43663;FLJ43663
7,608975,0.837994595,0.494133333,0.343861261,0.927925,cg05621583,NM_001164759;NM_001164762;NM_001164758;NM_001164760;NM_001164761;NM_002735,rs186713375;rs544332881,0.000399;0.000200,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B
12,29891306,0.825836937,0.4824,0.343436937,0.9435625,cg25165060,NM_175861,rs565198388,0.0002,TMTC1
10,134659548,0.842377477,0.499216667,0.343160811,0.9125375,cg16202093,,rs41309401;rs563109644;rs573776691;rs542290143,0.077276;0.000200;0.000200;0.000200,
6,144184557,0.822294595,0.4792,0.343094595,0.920775,cg21863721,NM_001013623;NM_032860,rs145954398;rs139862348;rs143307629,0.000599;0.000200;0.000220,C6orf94;LTV1
2,234338088,0.830130631,0.487066667,0.343063964,0.9539375,cg16414660,NM_152879;NM_003648,rs190601859;rs535748006,0.001398;0.000399,DGKD;DGKD
1,235664791,0.829466667,0.486716667,0.34275,0.9599,cg13395373,NM_152490,,,B3GALNT2
1,6659205,0.828507207,0.48595,0.342557207,0.934925,cg09265619,NM_014851,rs551353971;rs200103163,0.000200;0.000200,KLHL21
12,109059679,0.804513514,0.461966667,0.342546847,0.9016,cg18037808,NM_014325,,,CORO1C
5,55147245,0.801626126,0.46005,0.341576126,0.9322375,cg17405000,NM_139017,rs576226611;rs72761947;rs565205990,0.000200;0.000998;0.000599,IL31RA
12,56109265,0.810711712,0.46935,0.341361712,0.94335,cg16337574,NM_001487,rs187421151,0.0002,BLOC1S1
12,132865474,0.833586486,0.49235,0.341236486,0.9602125,cg10369955,NM_001122636,rs569790234;rs111585690;rs535649025;rs555473824;rs565793399,0.003195;0.500000;0.000200;0.000200;0.000200,GALNT9
16,66953432,0.804084685,0.46295,0.341134685,0.9008125,cg07925867,NM_004062,rs142793103,0.003994,CDH16
6,111412794,0.802193694,0.461083333,0.34111036,0.9306375,cg03181943,NM_018593,,,SLC16A10
11,73720406,0.828473874,0.4882,0.340273874,0.913625,cg07407754,NM_003356;NM_022803,rs532141506,0.0002,UCP3;UCP3
17,37814072,0.827785586,0.487633333,0.340152252,0.9371875,cg19586165,NM_001165937;NM_006804;NM_001165938,,,STARD3;STARD3;STARD3
8,134115653,0.801515315,0.461583333,0.339931982,0.96255,cg01064758,NM_003235;NM_001045556;NM_001045557,rs28384408;rs189204049;rs73708853,0.001697;0.000200;0.032947,TG;SLA;SLA
16,70562892,0.812752252,0.472916667,0.339835586,0.928425,cg05641515,NM_012426;NR_003696,,,SF3B3;SNORD111B
8,107782577,0.805085586,0.46555,0.339535586,0.9250875,cg16457675,NM_139166,rs550235572;rs568628477;rs371393433,0.000200;0.000200;0.000998,ABRA
12,75435362,0.801026126,0.462183333,0.338842793,0.9154375,cg12889126,NM_153748;NM_139136,rs543628892;rs116495544,0.000200;0.011582,KCNC2;KCNC2
2,174454320,0.801123423,0.462316667,0.338806757,0.908275,cg03875454,,rs557772501;rs112705953;rs575627720;rs528827727;rs142676034,0.000200;0.500000;0.000200;0.001597;0.000200,
5,89018418,0.832428829,0.494166667,0.338262162,0.9271875,cg25421111,,,,
10,62637805,0.828836937,0.490583333,0.338253604,0.9092875,cg17377263,NM_014836;NR_024555;NR_024554;NR_024556,rs578186984,0.0002,RHOBTB1;RHOBTB1;RHOBTB1;RHOBTB1
3,104556025,0.81510991,0.477216667,0.337893243,0.9135,cg17342916,,rs571168960;rs184173872,0.000399;0.000200,
10,1416597,0.824708108,0.48685,0.337858108,0.9511625,cg05483559,NM_018702,rs111608097,0.5,ADARB2
3,109072059,0.82639009,0.48935,0.33704009,0.9452625,cg08262534,,rs551702103,0.0002,
18,37333000,0.832551351,0.495716667,0.336834685,0.9043625,cg26848157,NR_024391,rs527645734;rs547671828;rs570702497,0.000399;0.000200;0.000200,LOC647946
17,1437430,0.834048649,0.497883333,0.336165315,0.944575,cg01352276,NM_006224,rs2230464;rs531765844,0.001098;0.000200,PITPNA
4,185724837,0.83229009,0.496166667,0.336123423,0.955675,cg24277788,NM_001995,rs113190959;rs181486303,0.500000;0.002196,ACSL1
18,67508666,0.829705405,0.493716667,0.335988739,0.9073875,cg12624274,NM_152721,rs199575857;rs200475816;rs200543822,0.000200;0.000399;0.001000,DOK6
20,61947398,0.819694595,0.484283333,0.335411261,0.9459625,cg14992000,NM_020882,rs560614224;rs527707635,0.000200;0.000200,COL20A1
10,84228439,0.827899099,0.492733333,0.335165766,0.9111125,cg07380504,NM_001165972;NM_001165973;NM_001010848,,,NRG3;NRG3;NRG3
4,1203001,0.812534234,0.477783333,0.334750901,0.9663375,cg27173148,NR_024569;NR_033182,rs552914308;rs113589149,0.000200;0.500000,LOC100130872;LOC100130872-SPON2
8,135490821,0.831462162,0.497366667,0.334095495,0.9654875,cg13086574,NM_001167583;NM_020863,rs61748832;rs374018058,0.016374;0.000200,ZFAT;ZFAT
6,76045920,0.805654955,0.472216667,0.333438288,0.9179375,cg02752014,NM_015687,rs147944564;rs193054056;rs549424475,0.000998;0.000200;0.000399,FILIP1
5,10139180,0.813711712,0.481366667,0.332345045,0.9588,cg09135347,,rs10050438,0.341054,
8,66701377,0.821618018,0.489416667,0.332201351,0.9376125,cg00465686,NM_002604;NM_002603,,,PDE7A;PDE7A
12,130961949,0.825444144,0.49325,0.332194144,0.94535,cg26491818,NM_015347,rs36015663;rs11060930;rs11060931;rs370200482,0.220647;0.050320;0.049920;0.000599,RIMBP2
16,88949985,0.823246847,0.491083333,0.332163514,0.9186625,cg03233548,NM_175931;NM_005187,rs79571857,0.010783,CBFA2T3;CBFA2T3
17,32366529,0.8218,0.489883333,0.331916667,0.9391125,cg17983776,NM_001094,rs12937553;rs567078320;rs575083962,0.006390;0.000799;0.000200,ACCN1
14,95331466,0.817487387,0.486016667,0.331470721,0.9165875,cg23697093,,rs542414220;rs113628132,0.000200;0.001198,
16,2140431,0.821563964,0.4904,0.331163964,0.9670125,cg05598886,NM_001009944;NR_030646;NM_000296,rs556397429;rs3087632;rs141132307;rs199674888,0.000200;0.276358;0.000200;0.000200,PKD1;MIR1225;PKD1
1,178819182,0.820193694,0.489033333,0.33116036,0.9638625,cg08120489,NM_152663;NM_004673,rs568104865,0.0002,RALGPS2;ANGPTL1
14,85779929,0.826110811,0.4951,0.331010811,0.962875,cg09296742,,,,
12,1609245,0.808375676,0.4774,0.330975676,0.9555375,cg00108038,NR_028415,,,LOC100292680
6,168376251,0.82413964,0.493183333,0.330956306,0.9454625,cg16417308,,rs529475480;rs139380736,0.000200;0.000200,
13,21400325,0.812473874,0.481683333,0.330790541,0.945,cg16922012,NM_022459,rs114687773;rs2585898;rs147252561;rs559661484,0.012180;0.463259;0.000200;0.001198,XPO4
6,86370111,0.817065766,0.486766667,0.330299099,0.9634125,cg18019509,,rs545719531;rs557787021;rs139103337;rs539855163,0.000200;0.000200;0.004593;0.000200,
12,115255983,0.828281081,0.4985,0.329781081,0.921,cg08968830,,,,
11,114082594,0.81944955,0.4899,0.32954955,0.9407875,cg08567913,NM_006006;NM_001018011,rs541375156;rs561160522,0.000200;0.000399,ZBTB16;ZBTB16
14,60001474,0.828563964,0.499033333,0.329530631,0.9324375,cg13059113,NM_001164399,rs571845019;rs76004048,0.000200;0.004792,C14orf38
17,77899679,0.815496396,0.486116667,0.32937973,0.9710125,cg09038962,,rs553998029;rs376742327;rs558405892,0.000200;0.000399;0.000200,
14,103990661,0.811254955,0.4824,0.328854955,0.9164375,cg06894011,NM_001823,,,CKB
2,103334345,0.81806036,0.48985,0.32821036,0.9476875,cg06040925,NM_032718,rs543045176,0.000599,MFSD9
6,55905409,0.806891892,0.479233333,0.327658559,0.9028875,cg24505719,,rs184885288;rs532941678,0.000200;0.000200,
17,44347643,0.810745045,0.4832,0.327545045,0.9015375,cg17736285,,rs193281453;rs542669975;rs534691244,0.000200;0.000200;0.044329,
16,66970577,0.800656757,0.47355,0.327106757,0.97045,cg09203199,NM_003869;NM_198061,rs11568314;rs75356827;rs549690883,0.016174;0.004393;0.000200,CES2;CES2
3,41360280,0.803172072,0.4765,0.326672072,0.9618375,cg03357727,NM_017886,rs143009069;rs527443796,0.001198;0.000200,ULK4
4,15375866,0.802727928,0.4762,0.326527928,0.9083875,cg11290265,NM_001135171;NM_001135170,,,C1QTNF7;C1QTNF7
17,12453277,0.81205045,0.485533333,0.326517117,0.9532875,cg03974488,,rs540431985;rs527643270;rs187617190,0.000200;0.000200;0.000200,
17,10560861,0.808933333,0.482483333,0.32645,0.9444125,cg06891639,NM_002470,rs145970009;rs552082274,0.000599;0.000399,MYH3
1,172113506,0.807493694,0.481166667,0.326327027,0.9630125,cg02633729,NM_015569;NM_001136127,rs372870933;rs185798169;rs565626689,0.000200;0.000200;0.000200,DNM3;DNM3
7,150934756,0.813152252,0.48685,0.326302252,0.9551125,cg12616484,NM_019015;NR_030407,rs548875897;rs565541450;rs137963683,0.000200;0.000200;0.000940,CHPF2;MIR671
7,160752,0.824309009,0.498116667,0.326192342,0.904525,cg26919332,,rs116457737;rs548018144;rs13308360;rs529800870;rs75921010;rs115041081;rs536636397,0.003395;0.000200;0.324880;0.000599;0.061901;0.014177;0.000200,
3,130463629,0.813628829,0.487866667,0.325762162,0.90905,cg08409953,NM_014602,rs188247063,0.0002,PIK3R4
10,85985319,0.814454054,0.48915,0.325304054,0.9030375,cg06835074,NM_001017924,rs7898778;rs572360098,0.346446;0.000399,LRIT2
7,22982162,0.819907207,0.49505,0.324857207,0.94095,cg27229764,NM_032581,,,FAM126A
5,55061936,0.804985586,0.480383333,0.324602252,0.9082375,cg20414753,NM_001166534;NM_001142549;NM_024415;NM_001166533,rs182035441;rs7723366,0.000799;0.056310,DDX4;DDX4;DDX4;DDX4
1,1248492,0.810194595,0.48575,0.324444595,0.944325,cg17709975,NM_017871,,,CPSF3L
6,436928,0.801667568,0.477333333,0.324334234,0.93225,cg02153286,,rs554251260,0.0002,
15,89693656,0.801220721,0.4773,0.323920721,0.9185875,cg04645817,NM_152924;NM_007011,,,ABHD2;ABHD2
5,180640477,0.812961261,0.489283333,0.323677928,0.9284875,cg06837775,,rs551123617,0.0002,
17,79086355,0.808451351,0.485083333,0.323368018,0.9731875,cg08039592,NM_006340;NM_001144888;NM_017451,rs565262253;rs114063804,0.000200;0.005192,BAIAP2;BAIAP2;BAIAP2
6,113370857,0.80302973,0.479716667,0.323313063,0.908025,cg04443690,,rs533417671;rs551900975;rs73535161,0.000399;0.000200;0.001398,
10,46322076,0.816154054,0.493683333,0.322470721,0.9105875,cg14591564,NM_133446,rs142875478;rs562346427;rs150602632,0.000269;0.000200;0.000320,AGAP4
19,46288852,0.811387387,0.48895,0.322437387,0.920075,cg15007222,NM_004943,,,DMWD
11,63932088,0.814241441,0.49185,0.322391441,0.9088625,cg26467918,NM_014067,rs564075871;rs200083307,0.000200;0.000399,MACROD1
6,157470150,0.819230631,0.498016667,0.321213964,0.97425,cg27638453,NM_017519;NM_175863;NM_020732,rs530326168,0.0002,ARID1B;ARID1B;ARID1B
1,33865007,0.805078378,0.48445,0.320628378,0.95895,cg09753126,,rs114921469,0.007188,
8,61086176,0.805058559,0.48485,0.320208559,0.924425,cg01658277,,rs114139349,0.010383,
4,1202653,0.801643243,0.481483333,0.32015991,0.9328875,cg14527262,NR_033182;NR_024569,rs569673694;rs116788111;rs142176227;rs531830280,0.000200;0.002995;0.000998;0.000200,LOC100130872-SPON2;LOC100130872
1,153605715,0.80411982,0.484816667,0.319303153,0.941575,cg26148377,NM_015607;NM_001024210,rs557373979;rs575641232,0.000200;0.000200,C1orf77;S100A13
4,1646117,0.815324324,0.496216667,0.319107658,0.956625,cg07765262,NM_001013622,rs368750226;rs554799630,0.000399;0.000200,FAM53A
6,31938777,0.800186486,0.481116667,0.31906982,0.9259,cg15965006,NR_026717;NM_032454;NM_004197;NM_005510,,,STK19;STK19;STK19;DOM3Z
8,144552452,0.804102703,0.4862,0.317902703,0.9054125,cg11329090,NM_015117,rs116224410,0.002396,ZC3H3
17,7480077,0.816588288,0.498766667,0.317821622,0.9328,cg24014629,NM_001416;NR_002604;NR_002912,rs534290165;rs552560703,0.000200;0.000200,EIF4A1;SNORD10;SNORA67
10,64239663,0.807622523,0.489866667,0.317755856,0.93785,cg18632745,NM_199450;NM_199451,rs77188710;rs142900182;rs11819488,0.009385;0.000200;0.080671,ZNF365;ZNF365
4,187621285,0.81334955,0.495783333,0.317566216,0.9160125,cg27661793,NM_005245,rs192723608;rs576328938;rs150040878;rs554905487,0.000200;0.000200;0.001398;0.000399,FAT1
3,141151009,0.810877477,0.493483333,0.317394144,0.958425,cg13787933,NM_001080412,,,ZBTB38
5,16469294,0.812331532,0.495083333,0.317248198,0.97815,cg06688293,,rs375064317,0.000399,
4,169717681,0.817096396,0.499966667,0.31712973,0.9180375,cg12523691,NM_016081;NM_001166109;NM_001166108,rs6553117;rs537410355;rs181014180;rs185949471,0.006190;0.000399;0.000399;0.000200,PALLD;PALLD;PALLD
